Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Scheduled_Payment__c,OrderApi__API_Amount__c,OrderApi__AVS_Code__c,OrderApi__AVS_Message__c,OrderApi__Account__c,OrderApi__Bank_Account_Holder_Type__c,OrderApi__Bank_Account_Number__c,OrderApi__Bank_Account_Type__c,OrderApi__Bank_Name__c,OrderApi__Bank_Routing_Number__c,OrderApi__Batch__c,OrderApi__Billing_City__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__CVV_Code__c,OrderApi__CVV_Message__c,OrderApi__Cancelled__c,OrderApi__Card_Number__c,OrderApi__Card_Type__c,OrderApi__Contact__c,OrderApi__Create_Payment_Schedule__c,OrderApi__Currency_Code__c,OrderApi__Date__c,OrderApi__Deposit_Account__c,OrderApi__Description__c,OrderApi__Eligible_for_Card_Updater__c,OrderApi__Email__c,OrderApi__Entity__c,OrderApi__Error_Code__c,OrderApi__Errors__c,OrderApi__First_Name__c,OrderApi__First_Six_Digits__c,OrderApi__Full_Name__c,OrderApi__Gateway_Token__c,OrderApi__Gateway_Transaction_ID__c,OrderApi__Has_Errors__c,OrderApi__IP_Address__c,OrderApi__Is_Scheduled__c,OrderApi__Last_4_Digits__c,OrderApi__Last_Four_Digits__c,OrderApi__Last_Name__c,OrderApi__Merchant_Location_Descriptor__c,OrderApi__Merchant_Name_Descriptor__c,OrderApi__Message__c,OrderApi__Month__c,OrderApi__Number__c,OrderApi__Number_of_Installments__c,OrderApi__On_Test_Gateway__c,OrderApi__Order_ID__c,OrderApi__Path__c,OrderApi__Payment_Gateway__c,OrderApi__Payment_Method_Token__c,OrderApi__Payment_Method_Type__c,OrderApi__Payment_Method__c,OrderApi__Pending__c,OrderApi__Phone__c,OrderApi__Receipt_Created__c,OrderApi__Reference_Token__c,OrderApi__Refund_Receipt__c,OrderApi__Retain_on_Success__c,OrderApi__Sales_Order__c,OrderApi__Schedule_Frequency__c,OrderApi__Schedule_Type__c,OrderApi__Source_Code__c,OrderApi__Start_Date__c,OrderApi__Status__c,OrderApi__Storage_State__c,OrderApi__Succeeded__c,OrderApi__Total__c,OrderApi__Transaction_Token__c,OrderApi__Transaction_Type__c,OrderApi__Verification_Value__c,OrderApi__Year__c,OrderApi__Amount__c,OrderApi__API_Response__c,OrderApi__EPayment__c,OrderApi__Is_Voided__c,OrderApi__Process_Payment__c,OrderApi__Process_Void__c,OrderApi__State__c,OrderApi__Is_ThreeDS__c,LastReferencedDate,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Batch__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Deposit_Account__r.Name,OrderApi__Payment_Gateway__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Refund_Receipt__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Source_Code__r.Name,OrderApi__EPayment__r.External_Id__c
a0z4W00000hqL8AQAU,false,0000000185,11,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,30000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-15,a104W00000FuSwjQAF,Sales Order #000002064,false,,Contact,,,FON,411111,FON Fischer,S3cC7nvTH0SezBYdmrX48h46kat,57,false,,false,,1111,Fischer,,,Succeeded!,1,,,false,000002064,/aura,a184W00000Ejm3VQAR,4Ujqkv0zdy0y3vWnHtKBfvAqugA,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,300,PBdCNagttJv7ttpt2rdg3asx6ex,Purchase,,2031,300,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,,,,
a0z4W00000hqL8CQAU,false,0000000186,12,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,30000,,,0014W000021fm0dQAA,,,,,,,Erie,United States,16504,PA,353 East 41st Street,a0o4W00000MOvweQAD,,,false,,visa,0034W00002AU8TgQAL,false,USD,2019-11-15,a104W00000FuSwjQAF,New Refund for Receipt #0000001178,false,,Contact,,,,411111,,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,,,,Succeeded!,1,,,false,,/mockRequest/QueuedApexJob/00D6A0000039vRf/7073s00005kLagW/1573838970190,a184W00000Ejm3VQAR,,credit_card,,false,,false,,a1E4W00000Djw0dUAB,false,,,,,,Success,,true,300,GMYh4CglBR3Mq5zAskqGCDPUUcm,Credit,,2031,300,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,140,,FON-International Association,60,1000 - Cash,3,,298,,,
a0z4W00000hqLAsQAM,false,0000000141,13,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,333333,,,,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,,false,USD,2019-05-10,a104W00000FuSwjQAF,Sales Order #000001926,false,,Contact,,,GCO,411111,GCO Patch7Test,S3cC7nvTH0SezBYdmrX48h46kat,60,false,,false,,1111,Patch7Test,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001926,/LightningMemberPortal/aura,a184W00000Ejm3VQAR,R4v9lOAFMEPNN0YMwfWGB2TgCMk,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,3333.33,HvzRzMzuo5mSpXjDKaSyANLM8PJ,Purchase,,2022,3333.33,,,false,false,false,succeeded,false,,,,,FON-International Association,,1000 - Cash,3,,,,,
a0z4W00000hqLAiQAM,false,0000000129,14,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,50000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8WoQAL,false,USD,2019-03-25,a104W00000FuSwjQAF,Sales Order #000001866,false,,Contact,,,Stacey,411111,Stacey Fitzpatrick,S3cC7nvTH0SezBYdmrX48h46kat,55,false,,true,,1111,Fitzpatrick,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001866,/aura,a184W00000Ejm3VQAR,TZYsiYTi7VokO4dOSmAIKIFUP5K,credit_card,,false,,false,,,false,,Monthly,Evergreen Recurring,,2019-03-25,Success,cached,true,500,DNTv1wxWhtXF7c3rjxxqOv3rlOF,Purchase,,2020,500,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,245,1000 - Cash,3,,,,,
a0z4W00000hqLAjQAM,false,0000000130,15,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,3000,,,0014W000021flzSQAQ,,,,,,,Washington,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8T6QAL,false,USD,2019-03-27,a104W00000FuSwjQAF,Sales Order #000001873,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,64,false,,false,,1111,Kelley,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001873,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,RB2tGp17aAz6AWIsU7szZpQABZA,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,30,R5sn9ae2aVGRNAQ7fO9s7mZWxj1,Purchase,,2020,30,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqLAkQAM,false,0000000131,16,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,5500,,,,,,,,,,Fairfax,United States,22033,VA,Fair Lakes Shopping Center,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,,false,USD,2019-04-03,a104W00000FuSwjQAF,Sales Order #000001889,false,,Contact,,,Hayley,411111,Hayley Testing,S3cC7nvTH0SezBYdmrX48h46kat,63,false,,false,,1111,Testing,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001889,/aura,a184W00000Ejm3VQAR,Vm7dJMlfCw3Rgs0c6B3KuiWEG93,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,55,ONrTvqCLJg8riZoBbuL5i8SItaw,Purchase,,2032,55,,,false,false,false,succeeded,false,,,,,FON-International Association,,1000 - Cash,3,,,,,
a0z4W00000hqLAlQAM,false,0000000132,17,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,20000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8TPQA1,false,USD,2019-04-16,a104W00000FuSwjQAF,Sales Order #000001897,false,,Contact,,,Manju,411111,Manju Test,S3cC7nvTH0SezBYdmrX48h46kat,57,false,,false,,1111,Test,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001897,/LightningMemberPortal/aura,a184W00000Ejm3VQAR,C2cJpZ8oq6WgE7sgAexeenhTSbG,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,200,Ot25jfPaBq2tsmdsImLnWbW8oRN,Purchase,,2022,200,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,247,1000 - Cash,3,,,,,
a0z4W00000hqLAmQAM,false,0000000133,18,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8TPQA1,false,USD,2019-04-16,a104W00000FuSwjQAF,Sales Order #000001898,false,,Contact,,,Manju,411111,Manju Test,S3cC7nvTH0SezBYdmrX48h46kat,51,false,,false,,1111,Test,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001898,/LightningMemberPortal/aura,a184W00000Ejm3VQAR,6BhPqiaXKULPhERbzL1KzvYMHGA,credit_card,a194W000009HjmRQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,100,a3sX0ksGHBlX0y6ZyD4EBFVVVV4,Purchase,,2021,100,,,false,false,false,succeeded,false,2020-09-15T12:15:12.000+0000,,67,,FON-International Association,247,1000 - Cash,3,26,,,,
a0z4W00000hqLAnQAM,false,0000000135,19,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,39000,,,0014W000021flzVQAQ,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8TQQA1,false,USD,2019-05-03,a104W00000FuSwjQAF,Sales Order #000001911,false,,Contact,,,Test,411111,Test testting,S3cC7nvTH0SezBYdmrX48h46kat,66,false,,false,,1111,testting,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001911,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,LBKR28m2noQBoRVMKaOzBvOHlzR,credit_card,a194W000009HjmTQAS,false,,false,,,false,,,Simple Receipt,,,Success,retained,true,390,LK2LscJxlKpwydD0mgAqGNkiy0u,Purchase,,2024,390,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,252,1000 - Cash,3,28,,,,
a0z4W00000hqLAoQAM,false,0000000137,20,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,333334,,,0014W000021flzSQAQ,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8T6QAL,false,USD,2019-05-03,a104W00000FuSwjQAF,Sales Order #000001916,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,63,false,,false,,1111,Kelley,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001916,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,VipqcRm2Bm6pNVcj27iKWYEKAA,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,3333.34,9AmKjjPTPfQ6Oap2SPJyN00JWaB,Purchase,,2024,3333.34,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,87,,FON-International Association,38,1000 - Cash,3,,,,,
a0z4W00000hqLApQAM,false,0000000138,21,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10500,,,0014W000021flzVQAQ,,,,,,,Arlington,United States,22203,VA,4420 Fairfax Drive,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8S2QAL,false,USD,2019-05-08,a104W00000FuSwjQAF,Sales Order #000001919,false,,Contact,,,Test,411111,Test test,S3cC7nvTH0SezBYdmrX48h46kat,45,false,,false,,1111,test,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001919,/LightningMemberPortal/sfsites/aura,a184W00000Ejm3VQAR,4M73qrvrdUH2LEB1qxsrmZy6Yrx,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,105,77oRrYp2Mp3f16txPH1hDWt03Cp,Purchase,,2023,105,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,67,,FON-International Association,254,1000 - Cash,3,,,,,
a0z4W00000hqLAqQAM,false,0000000139,22,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10500,,,0014W000021fm0YQAQ,,,,,,,Washington,United States,20018,DC,2611 Myrtle Avenue Northeast,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002AU8TXQA1,false,USD,2019-05-08,a104W00000FuSwjQAF,Sales Order #000001922,false,,Contact,,,Manju,411111,Manju Caro,S3cC7nvTH0SezBYdmrX48h46kat,63,false,,false,,1111,Caro,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001922,/aura,a184W00000Ejm3VQAR,8gfUQKK4FZW73hFPmjC7I7qED1C,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,105,FSljtUYabhlJ8DoqJ7YPlCf9ooP,Purchase,,2021,105,,,false,false,false,succeeded,false,2020-09-15T12:02:18.000+0000,,25,,FON-International Association,185,1000 - Cash,3,,,,,
a0z4W00000hqLArQAM,false,0000000140,23,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:24.000+0000,2020-09-24T07:28:24.000+0000,,10000,,,,,,,,,,,,,,,a0o4W00000MOvweQAD,,,false,XXXX-XXXX-XXXX-1111,visa,,false,USD,2019-05-10,a104W00000FuSwjQAF,Sales Order #000001925,false,,Contact,,,GCO,411111,GCO Patch7Test,S3cC7nvTH0SezBYdmrX48h46kat,51,false,,false,,1111,Patch7Test,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001925,/LightningMemberPortal/aura,a184W00000Ejm3VQAR,PFWwjPss1v5N1qhomyPujUxAkG4,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,100,MHlme91QmSgmHO9my3rNLLgLiaf,Purchase,,2022,100,,,false,false,false,succeeded,false,,,,,FON-International Association,,1000 - Cash,3,,,,,
