Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Account__c,OrderApi__Auto_Send_Proforma_Invoice_Emails__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Campaign_Page__c,OrderApi__Cancelled_Date__c,OrderApi__Closed_Date__c,OrderApi__Closed_Status__c,OrderApi__Contact__c,OrderApi__Created_by_Customer__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Date__c,OrderApi__Description__c,OrderApi__EPayment__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__Has_Installments__c,OrderApi__Has_Subscription__c,OrderApi__Invoice_Date__c,OrderApi__Is_Active__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Closed__c,OrderApi__Is_Evergreen__c,OrderApi__Is_Invoiced__c,OrderApi__Is_Posted__c,OrderApi__Is_Recurring__c,OrderApi__Is_Scheduled__c,OrderApi__Is_Suspended__c,OrderApi__JSON_Data__c,OrderApi__Memo__c,OrderApi__Number_of_Installments__c,OrderApi__Payment_Gateway__c,OrderApi__Payment_Method__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Posting_Entity__c,OrderApi__Posting_Status__c,OrderApi__Preferred_Email__c,OrderApi__Proforma_Invoice_Email_Sent_Date__c,OrderApi__Proforma_Invoice_Email_Sent__c,OrderApi__Require_Payment_Method__c,OrderApi__Schedule_Frequency__c,OrderApi__Schedule_Status__c,OrderApi__Schedule_Type__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Source_Code__c,OrderApi__Start_Date__c,OrderApi__Status__c,OrderApi__Suspended_Date__c,OrderApi__Suspended_Reason__c,OrderApi__System_Refresh__c,OrderApi__Total__c,OrderApi__Valid_Payment_Method__c,OrderApi__Item_Count__c,OrderApi__Subscription_Lines__c,OrderApi__Subtotal__c,DonorApi__Acknowledged_Date__c,DonorApi__Acknowledgement_Method__c,DonorApi__Do_Not_Acknowledge__c,DonorApi__Forecast_Category__c,DonorApi__Forecasted_Amount__c,DonorApi__Forecasted_Close_Date__c,DonorApi__Gift_Match_Account__c,DonorApi__Gift_Match_Amount__c,DonorApi__Gift_Match_Contact__c,DonorApi__Gift_Matching_Company__c,DonorApi__Gift_Type__c,DonorApi__Grant_LOI_Submitted__c,DonorApi__Grant_Open_Date__c,DonorApi__Grant_Proposal_Deadline__c,DonorApi__Grant_Proposal_Response_Date__c,DonorApi__Grant_Proposal_Submitted__c,DonorApi__Grant_Term__c,DonorApi__Is_Acknowledged__c,DonorApi__Is_Won__c,DonorApi__Source__c,DonorApi__Stage__c,DonorApi__Tribute_Honoree__c,DonorApi__Tribute_Message__c,DonorApi__Tribute_Notification_City__c,DonorApi__Tribute_Notification_Country__c,DonorApi__Tribute_Notification_Email__c,DonorApi__Tribute_Notification_Method__c,DonorApi__Tribute_Notification_Phone__c,DonorApi__Tribute_Notification_Postal_Code__c,DonorApi__Tribute_Notification_State__c,DonorApi__Tribute_Notification_Street__c,DonorApi__Tribute_Notified__c,DonorApi__Tribute_Person_to_Notify__c,DonorApi__Tribute_Type__c,DonorApi__Tax_Deductible_Amount__c,OrderApi__Processing_Changes__c,OrderApi__Mass_Proforma_Email_Subject__c,OrderApi__Is_Pending_Payment__c,OrderApi__Due_Date__c,OrderApi__Encrypted_Id__c,OrderApi__Is_Proforma__c,OrderApi__Adjustment_Reason__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credits_Applied__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Generate_Installments__c,OrderApi__Is_Voided__c,OrderApi__Overall_Total__c,OrderApi__Paid_Date__c,OrderApi__Sales_Order_Status__c,LastViewedDate,LastReferencedDate,OrderApi__Is_Open__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Campaign_Page__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__EPayment__r.External_Id__c,OrderApi__Payment_Gateway__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Payment_Terms__r.External_Id__c,OrderApi__Source_Code__r.Name,DonorApi__Gift_Match_Account__r.External_Id__c,DonorApi__Gift_Match_Contact__r.External_Id__c
a1J4W00000CvxE9UAJ,false,000002134,535,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:12.000+0000,2020-09-25T13:05:12.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2019-12-27,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,AHEXZTGKxISJ1t86xdcnA+FDAhDAmsN7RGK2f9e5NDg=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxEAUAZ,false,000002135,595,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:12.000+0000,2020-09-25T13:05:12.000+0000,0014W000021flzVQAQ,false,,Diego Alzugaray,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8ThQAL,false,"<a href=""/0034W00002AU8Th"" target=""_blank"">Diego Alzugaray</a>",,2019-12-30,,,,Contact,false,true,,false,false,false,false,false,false,false,false,false,"{""solBadgeTypes"":{""a1I3s000006LO1eEAG"":[""a0k6A0000021Xh0QAE""]}}",,,,,a1A4W00000Dz3doUAB,,Receipt,,,,false,true,,,Simple Receipt,,Diego Alzugaray,,,,,,,Open,,,false,208.33,false,1,1,208.33,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,x14Uotx/ujRrqMsw3qHr60nVB8En2gAmk33RcyrQrTY=,false,,,,0,,,false,false,,,Draft,,,false,67,FON-International Association,,62,,,,1,,,
a1J4W00000CvxEBUAZ,false,000002136,596,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:12.000+0000,2020-09-25T13:05:12.000+0000,0014W000021flzSQAQ,false,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8T6QAL,true,"<a href=""/0034W00002AU8T6"" target=""_blank"">Bob Kelley</a>",,2019-12-30,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,1/kwoRl88fbz16pLgUxx9CXNEQ54cuKwsQ8rr7GloYQ=,false,,,,0,,,false,false,,,Draft,,,false,87,FON-International Association,,38,,3,,1,,,
a1J4W00000CvxECUAZ,false,000002137,597,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:12.000+0000,2020-09-25T13:05:12.000+0000,0014W000021flzSQAQ,false,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000MOvweQAD,true,true,,,2020-01-02,Cash Sale,0034W00002AU8T6QAL,true,"<a href=""/0034W00002AU8T6"" target=""_blank"">Bob Kelley</a>",,2020-01-02,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,2020-01-02,Receipt,Posted,,,false,false,,,Simple Receipt,Washington,Bob Kelley,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,Closed,,,false,275,false,10,0,275,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-01-02,e3wBQKoAcTsbnAugIJE0l7Jrs1nCJ4BvxjiNcI5AaF8=,false,,,,0,,,false,false,,,Paid,,,false,87,FON-International Association,,38,,3,,1,,,
a1J4W00000CvxEDUAZ,false,000002138,598,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:12.000+0000,2020-09-25T13:05:12.000+0000,0014W000021flzVQAQ,false,,Will Brown,,,,,a0o4W00000MOvweQAD,true,true,,,2020-01-02,Cash Sale,0034W00002AU8TrQAL,true,"<a href=""/0034W00002AU8Tr"" target=""_blank"">Will Brown</a>",,2020-01-02,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,2020-01-02,Receipt,Posted,,,false,false,,,Simple Receipt,,Will Brown,,,,,,,Closed,,,false,150,false,6,0,150,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-01-02,hxZSIdQXRDlXV00A5Oht9GGew0IR+dT/tAFi8SbCSTc=,false,,,,0,,,false,false,,,Paid,,,false,67,FON-International Association,,75,,3,,1,,,
a1J4W00000CvxEEUAZ,false,000002139,599,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:12.000+0000,2020-09-25T13:05:12.000+0000,0014W000021flzVQAQ,false,,Diego Alzugaray,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8ThQAL,false,"<a href=""/0034W00002AU8Th"" target=""_blank"">Diego Alzugaray</a>",,2020-01-03,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Diego Alzugaray,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,n4JNAAgYAlA0A4UPfW4mpBdZc4s2RnN2LD1QWameA2o=,false,,,,0,,,false,false,,,Draft,,,false,67,FON-International Association,,62,,,,1,,,
a1J4W00000CvxEFUAZ,false,000002140,600,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:12.000+0000,2020-09-25T13:05:12.000+0000,0014W000021flzSQAQ,false,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,true,true,,,2020-01-03,Cash Sale,0034W00002AU8S9QAL,false,"<a href=""/0034W00002AU8S9"" target=""_blank"">Caroline Qureshi</a>",4111111111111123123,2020-01-03,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,,,a1A4W00000Dz3doUAB,2020-01-03,Receipt,Posted,,2020-01-03,true,false,,,Simple Receipt,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,,,Closed,,,false,995,false,1,0,995,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-01-03,MKlDJiF9eRcLhKLvI/agv6NreRiaqSp+3+Ni6AHV1lI=,true,,,,0,,,false,false,,,Paid,,,false,87,FON-International Association,,58,,,,1,,,
a1J4W00000CvxEGUAZ,false,000002141,601,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021flzSQAQ,false,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,true,true,,,2020-01-03,Cash Sale,0034W00002AU8T6QAL,false,"<a href=""/0014W000021flzS"" target=""_blank"">FON-ABC Corporation</a>",,2020-01-03,,,,Account,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,2020-01-03,Receipt,Posted,,,false,false,,,Simple Receipt,Arlington,Bob Kelley,United States,22201,Virginia,932 N Kenmore St,,,Closed,,,false,895,false,1,0,895,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-01-03,0ba2l0weNmirli6CsjqaN4xQmVfPqkPAihCTnpKx1Vc=,false,,,,0,,,false,false,,,Paid,,,false,87,FON-International Association,,38,,3,,1,,,
a1J4W00000CvxEHUAZ,false,000002142,602,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-01-03,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,4qmieYYoqSMYmOYP2rLadib8KXwo9srSUSMDDIxIfwc=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxEIUAZ,false,000002143,603,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-01-08,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,Oa4La7JcOxC/l6GaMsP20TWRQ+ry30c40koAfpN5tPw=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxEJUAZ,false,000002144,604,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021flzSQAQ,false,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,true,true,,,2020-02-10,Cash Sale,0034W00002AU8S9QAL,true,"<a href=""/0034W00002AU8S9"" target=""_blank"">Caroline Qureshi</a>",,2020-01-09,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000006cZKAEA2"":[""a0k6A0000021Xh0QAE""]}}",,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,2020-02-10,Receipt,Posted,,,false,true,,,Simple Receipt,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,,,Closed,,,false,2291.67,false,1,1,2291.67,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-02-10,qbm/fWnKuLjwLE86/iJ6m8QR8DvilRMAzoUMKQGpiWI=,false,,,,0,,,false,false,,,Paid,2020-09-15T10:52:33.000+0000,2020-09-15T10:52:33.000+0000,false,87,FON-International Association,,58,,3,,1,,,
a1J4W00000CvxEKUAZ,false,000002145,605,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021flzSQAQ,false,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,true,true,,,2020-01-15,Cash Sale,0034W00002AU8S9QAL,true,"<a href=""/0034W00002AU8S9"" target=""_blank"">Caroline Qureshi</a>",,2020-01-15,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000006ZoHLEA0"":[""a0k6A0000021Xh1QAE""]}}",,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,2020-01-15,Receipt,Posted,,,false,false,,,Simple Receipt,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,,,Closed,,,false,175,false,5,0,175,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-01-15,uP4kBTGAE8+JWB00m6qSut/3xvBOdCt4c2FaWOb9X34=,false,,,,0,,,false,false,,,Paid,,,false,87,FON-International Association,,58,,3,,1,,,
a1J4W00000CvxELUAZ,false,000002146,660,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021flzTQAQ,false,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,true,true,,,2020-01-16,Cash Sale,0034W00002AU8RzQAL,true,"<a href=""/0034W00002AU8Rz"" target=""_blank"">Jim Nugget</a>",,2020-01-16,,,,Contact,false,true,,false,false,true,false,false,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000006ZxeWEAS"":[""a0k6A0000021Xh0QAE""]}}",,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,2020-01-16,Receipt,Posted,,,false,true,,,Simple Receipt,Arlington,Jim Nugget,United States,22201,Virginia,932 N Kenmore St,,,Closed,,,false,2500,false,1,1,2500,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-01-16,f7wPlWWf5wZAmAOKT/Zz6S3g9B5y5r6IfFDmGMPsZVE=,false,,,,0,,,false,false,,,Paid,2020-09-15T10:52:33.000+0000,2020-09-15T10:52:33.000+0000,false,82,FON-International Association,,246,,3,,1,,,
a1J4W00000CvxEMUAZ,false,000002147,661,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-01-19,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,7LdkyTNlnMmYYdC6jiieSDq8mbCS3qy/2ZiMycS1m+s=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxENUAZ,false,000002148,662,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021flzVQAQ,false,,test test,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8U5QAL,true,"<a href=""/0034W00002AU8U5"" target=""_blank"">test test</a>",,2020-01-24,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,test test,,,,,,,Open,,,false,100,false,1,0,100,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,KrDSLH+gsOirIxDlJF9cTDPIqdstSKGQwCY/HTqgekQ=,false,,,,0,,,false,false,,,Draft,2020-09-15T11:01:22.000+0000,2020-09-15T11:01:22.000+0000,false,67,FON-International Association,,170,,3,,1,,,
a1J4W00000CvxEOUAZ,false,000002149,663,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-01-29,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,e8YLborARQKJTvezUMbqjvUH/Ukxya35GPOsPbZOU0c=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxEPUAZ,false,000002150,664,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-02-05,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,sQABO64Haz4xq7LiBQlEdYylfyQJyKl2nGrp00HwMnY=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxEQUAZ,false,000002151,665,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-02-05,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,bH4rd3Oii93ka4NnhluggNKHqc112Pbn9ne3inoAWkQ=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxERUAZ,false,000002152,666,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021flzSQAQ,false,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,a0o4W00000MOvweQAD,true,true,,,2020-02-06,Invoiced to Customer,0034W00002AU8S9QAL,false,"<a href=""/0034W00002AU8S9"" target=""_blank"">Caroline Qureshi</a>",,2020-02-06,,,,Contact,false,true,2020-02-06,false,false,true,false,true,true,false,false,false,"{""solBadgeTypes"":{""a1I3s000006cG55EAE"":[""a0k6A0000021Xh0QAE""]}}",,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,2020-02-06,Invoice,Posted,,,false,true,,,Simple Invoice,Arlington,Caroline Qureshi,United States,22201,Virginia,932 N Kenmore St,,,Closed,,,false,2291.67,false,1,1,2291.67,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2020-02-06,8AooiKN0HI9HwohoWYnc5r9FwsJ3LbMNUn0ja4/YTEs=,false,,,,0,,,false,false,,,Paid,,,false,87,FON-International Association,,58,,3,,1,,,
a1J4W00000CvxESUAZ,false,000002153,667,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-02-06,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,TZ/Iz/mbINXv8bjk/wLXAVaLxW4s2a2ojo4TGch63Sw=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxETUAZ,false,000002154,668,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-02-08,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,Qur6qWYrc2bVAB8819vF91967ksGGQiXssbmTtEPlcA=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxEUUAZ,false,000002155,669,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-02-08,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,BMBBoFim+dzE2Phfx9gEeRlzkTNA+xGMmH5qRn4Bbq0=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
a1J4W00000CvxEVUAZ,false,000002156,670,2020-08-28T02:16:22.000+0000,2020-09-25T13:05:13.000+0000,2020-09-25T13:05:14.000+0000,0014W000021fm1QQAQ,false,,Fonteva Default Contact,,,,,a0o4W00000MOvweQAD,true,true,,,,,0034W00002AU8WqQAL,true,"<a href=""/0034W00002AU8Wq"" target=""_blank"">Fonteva Default Contact</a>",,2020-02-09,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000Ejm3VQAR,,a1A4W00000Dz3doUAB,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,Z1Xig2rJ5j+FOR59A2qwAyGRvJ40DCULUKAH+fvILpE=,false,,,,0,,,false,false,,,Draft,,,false,63,FON-International Association,,249,,3,,1,,,
