Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,CreatedDate,LastModifiedDate,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,IsPartner,IsCustomerPortal,ChannelProgramName,ChannelProgramLevelName,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,OrderApi__Account_Email__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Disable_Badge_Flow_down__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Outstanding_Credits__c,OrderApi__Price_Rules_Usages__c,OrderApi__Primary_Contact__c,CPBase__Restrict_Assignment_Visibility__c,DonorApi__Accepts_Unsolicited_Proposals__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Annual_Giving_Total__c,DonorApi__Auto_Calculate_Household_Greetings__c,DonorApi__Classification__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Funding_Cycle__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Gives_Anonymously__c,DonorApi__Has_Open_Gift_Opportunity__c,DonorApi__Household_Default_Greeting_Type__c,DonorApi__Household_Default_Greeting__c,DonorApi__Household_Email__c,DonorApi__Household_Formal_Greeting__c,DonorApi__Household_Informal_Greeting__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Matches_Employee_Giving__c,DonorApi__Next_Funding_Cycle_Month__c,DonorApi__Num_Open_Gift_Opportunities__c,DonorApi__Organizational_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,OrderApi__Restrict_Assignment_Visibility__c,OrderApi__Privacy_Settings__c,MasterRecord.Id,Parent.Id,OrderApi__Primary_Contact__r.Id,DonorApi__Primary_Relationship_Manager__r.Id
001R000001lV5fDIAS,false,,FON-William Jeffery Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fDIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,wjeffery@mailinator.com,,false,,,"{""a1C6A000001D4zMUAS"":1,""a1C6A000001w9oeUAA"":1}",003R000001Y4GdaIAF,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001Y4GdaIAF,
001R000001lV5fEIAS,false,,FON-Fonteva,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fEIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-28T09:56:14.000+0000,2020-09-28T09:56:15.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,,0,false,0,,,003R000001Y4Gd0IAF,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001Y4Gd0IAF,
001R000001lV5fFIAS,false,,FON-Dean Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fFIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,dwinchester@mailinator.com,,false,,,,003R000001XNxXtIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXtIAL,
001R000001lV5fGIAS,false,,FON-Bob Goodman Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fGIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,bgoodman@mailinator.com,,false,,,,003R000001XNxXlIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXlIAL,
001R000001lV5fHIAS,false,,FON-Mary Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fHIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,mwinchester@mailinator.com,,false,,,,003R000001XNxXrIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXrIAL,
001R000001lV5fIIAS,false,,FON-Sam Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fIIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,swinchester@mailinator.com,,false,,,,003R000001XNxXsIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXsIAL,
001R000001lV5fJIAS,false,,FON-Dean Winchester Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fJIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,dwinchester@mailinator.com,,false,,,,003R000001XNxXtIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXtIAL,
001R000001lV5fKIAS,false,,Hazel Deegan Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fKIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,hazeldeegan@mailinator.com,,false,,,,003R000001XNxWCIA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxWCIA1,
001R000001lV5fLIAS,false,,FON-Nikolaos Koziol Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fLIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,nkoziol@mailinator.com,,false,,,,003R000001XNxXwIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXwIAL,
001R000001lV5fMIAS,false,,FON-Claire Jones Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5fMIAS,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-28T09:56:19.000+0000,2020-09-28T09:56:19.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,cjones@mailinator.com,0,false,0,,"{""a1C6A000001D4zMUAS"":1,""a1C6A000001xF6gUAE"":1,""a1C6A000001w9oeUAA"":1}",003R000001XNxXxIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXxIAL,
001R000001lV5daIAC,false,,FON-Helga Vassilis Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5daIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,,,false,,,,003R000001XNxYaIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxYaIAL,
001R000001lV5dbIAC,false,,FON-Jonie Lucas Household,Non-Member,,,,,,,,,,,,,,,,,,,,,fonteva.com,/services/images/photo/001R000001lV5dbIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-28T09:56:19.000+0000,2020-09-28T09:56:19.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,jlucas@mailinator.com,0,false,0,,"{""a1C6A000001w9oeUAA"":2,""a1C6A000001xF6gUAE"":1}",003R000001XNxYcIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxYcIAL,
001R000001lV5dcIAC,false,,FON-Julie Walsh Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dcIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,jwalsh@mailinator.com,,false,,,,003R000001XNxYeIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxYeIAL,
001R000001lV5ddIAC,false,,FON-Sarah Taylor Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5ddIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,staylor@mailinator.com,,false,,,"{""a1C6A000001xF6gUAE"":2,""a1C6A000001CbbrUAC"":2,""a1C6A000001w9oeUAA"":2}",003R000001XNxYfIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxYfIAL,
001R000001lV5deIAC,false,,FON-Manju Caro Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5deIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,mc@mailinator.com,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",003R000001XNxYgIAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxYgIAL,
001R000001lV5dfIAC,false,,FON-Lucy Star Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dfIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,lstar@mailinator.com,,false,,,,003R000001XNxZ6IAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxZ6IAL,
001R000001lV5dgIAC,false,,FON-David Albricci Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dgIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,dalbricci@mailinator.com,,false,,,,003R000001XNxZ7IAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxZ7IAL,
001R000001lV5dhIAC,false,,FON-Donald Ruiz Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dhIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,druiz@mailinator.com,,false,,,,003R000001XNxZ8IAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxZ8IAL,
001R000001lV5diIAC,false,,FON-Harry DeGarmo Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5diIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,pdegarmo@mailinator.com,,false,,,"{""a1C6A000001CbbmUAC"":2,""a1C6A000001x2Y3UAI"":2}",003R000001XNxZ9IAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxZ9IAL,
001R000001lV5djIAC,false,,FON - Prospect Individual,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5djIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,
001R000001lV5dkIAC,false,,FON - Guest Partner Account,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dkIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,
001R000001lV5dlIAC,false,,FON-Partner Account,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dlIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,partner@mailinator.com,,false,,,,003R000001XNxX3IAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxX3IAL,
001R000001lV5dmIAC,false,,null FON Donation Backend Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dmIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,
001R000001lV5dnIAC,false,,null FON Overpayment on Invoice Example Person,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5dnIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,,,false,,,"{""a1C6A000001Bn7PUAS"":1}",003R000001Y4GcoIAF,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001Y4GcoIAF,
001R000001lV5doIAC,false,,FON - Grandchild Entity,Non-Member,001R000001lV5dpIAC,"4420 Fairfax Drive, Suite 500",Arlington,Virginia,22203,United States,38.881797,-77.114492,Address,"4420 Fairfax Drive, Suite 500",Arlington,Virginia,22203,United States,,,,,,,,/services/images/photo/001R000001lV5doIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:21:20.000+0000,2020-09-24T07:21:20.000+0000,,2020-09-24T07:21:19.000+0000,2020-09-24T07:21:19.000+0000,false,false,,,,,,,,,false,,,,,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,001R000001lV5dpIAC,,
001R000001lV5dpIAC,false,,FON-Child Entity,Non-Member,001R000001lV5dqIAC,7003 Glenn Dale Road,Glenn Dale,Maryland,20769,United States,38.986589,-76.818994,Address,7003 Glenn Dale Road,Glenn Dale,Maryland,20769,United States,,,,,,,,/services/images/photo/001R000001lV5dpIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:21:20.000+0000,2020-09-24T07:21:20.000+0000,,2020-09-24T07:21:19.000+0000,2020-09-24T07:21:19.000+0000,false,false,,,,,,,,,false,,,,003R000001XNxXGIA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,001R000001lV5dqIAC,003R000001XNxXGIA1,
001R000001lV5dqIAC,false,,FON-Parent Entity,Non-Member,,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,38.88388,-77.026504,Address,475 L'Enfant Plaza Southwest,Washington,District of Columbia,20260,United States,,,,+41 25 759 8046,,,,/services/images/photo/001R000001lV5dqIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-28T09:56:19.000+0000,2020-09-28T09:56:19.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,genevieveball@mailinator.com,0,false,0,,"{""a1C6A000001Bn7QUAS"":1,""a1C6A000001Bn7VUAS"":7,""a1C6A000001Bn7NUAS"":4,""a1C6A000001Bn7OUAS"":6,""a1C6A000001Bn7uUAC"":4}",003R000001XNxXHIA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXHIA1,
001R000001lV5drIAC,false,,FON-Lawrence Deegan Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/001R000001lV5drIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,ldeegan@mailinator.com,,false,,,,003R000001XNxXZIA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001XNxXZIA1,
001R000001lV5dsIAC,false,,FON-John Smithson Household,Non-Member,,353 East 41st Street,Erie,Pennsylvania,16504,United States,42.10119,-80.056452,Address,353 East 41st Street,Erie,Pennsylvania,16504,United States,,,,,,,,/services/images/photo/001R000001lV5dsIAC,,,,,,,,,,2020-09-17T07:22:22.000+0000,2020-09-24T07:20:54.000+0000,2020-09-24T07:20:54.000+0000,,2020-09-24T07:20:53.000+0000,2020-09-24T07:20:53.000+0000,false,false,,,,,,,,,false,,,,003R000001Y4GcfIAF,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,003R000001Y4GcfIAF,
