Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,CreatedDate,LastModifiedDate,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,IndividualId,PagesApi__Site__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Assistant_Do_Not_Call__c,OrderApi__Assistant_Email_Opt_Out__c,OrderApi__Assistant_Email__c,OrderApi__Badges__c,OrderApi__Home_Do_Not_Call__c,OrderApi__Is_Primary_Contact__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Mobile_Do_Not_Call__c,OrderApi__Other_Do_Not_Call__c,OrderApi__Other_Email_Opt_Out__c,OrderApi__Other_Email__c,OrderApi__Outstanding_Credits__c,OrderApi__Personal_Email_Opt_Out__c,OrderApi__Personal_Email__c,OrderApi__Potential_Duplicate_Contacts__c,OrderApi__Preferred_Email_Type__c,OrderApi__Preferred_Email__c,OrderApi__Preferred_Phone_Type__c,OrderApi__Preferred_Phone__c,OrderApi__Price_Rules_Usages__c,OrderApi__Sync_Address_Billing__c,OrderApi__Sync_Address_Shipping__c,OrderApi__Sync_Email__c,OrderApi__Sync_Phone__c,OrderApi__Work_Do_Not_Call__c,OrderApi__Work_Email_Opt_Out__c,OrderApi__Work_Email__c,OrderApi__Work_Phone__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Auto_Calculate_Contact_Greetings__c,DonorApi__Auto_Calculate_Current_Ask_Amount__c,DonorApi__Current_Ask_Amount__c,DonorApi__Deceased__c,DonorApi__Default_Greeting_Type__c,DonorApi__Default_Greeting__c,DonorApi__Direct_Mail_Opt_Out__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Formal_Greeting__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Include_in_Household_Greetings__c,DonorApi__Languages__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Personal_Greeting__c,DonorApi__Personal_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,DonorApi__Primary__c,DonorApi__Spouse__c,DonorApi__Suffix__c,OrderApi__Privacy_Settings__c,PagesApi__Cookie_Usage_Accepted__c,OrderApi__Edit_Community_Company_Info__c,OrderApi__Preferred_Language__c,MasterRecord.Id,Account.Id,ReportsTo.Id,Individual.Name,PagesApi__Site__r.Name,DonorApi__Primary_Relationship_Manager__r.Id,DonorApi__Spouse__r.Id
003R000001Y4GejIAF,false,,001R000001lV5eFIAS,Schneider,Gabriel,,Gabriel Schneider,1507 W Sunnyside Ave,Chicago,Illinois,60640,United States,,,,[object Object],1507 W Sunnyside Ave,Chicago,Illinois,60640,United States,41.963098,-87.668081,Address,(838)-846-8732,,(838)-846-8732,,,,,gabrielschneider@mailinator.com,Deputy President,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4GejIAF,,,,,,false,false,,FON-Organizational Member Badge,false,false,,false,false,false,,,false,gabrielschneider@mailinator.com,,Personal,gabrielschneider@mailinator.com,Mobile,(838)-846-8732,"{""a1C1I000000DSQQUA4"":1,""a1C1I000000DSOPUA4"":1}",false,false,false,false,false,false,gabrielschneider@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5eFIAS,,,,,
003R000001Y4GekIAF,false,,001R000001lV5foIAC,Dwyer,April,,April Dwyer,,,,,,,,,,,,,,,,,,123-456-7890,,,,,,003R000001XNxXaIAL,adwyer@mailinator.com,Executive Assistant,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4GekIAF,,,,,,false,false,,FON-Organizational Member Badge,false,false,,false,false,false,,,false,adwyer@mailinator.com,,Work,adwyer@mailinator.com,Work,123-456-7890,,false,false,true,true,false,false,adwyer@mailinator.com,123-456-7890,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,public,false,false,,,001R000001lV5foIAC,003R000001XNxXaIAL,,,,
003R000001XNxWdIAL,false,,001R000001lV5eiIAC,Alonzo,Jenifer,,Jenifer Alonzo,,,,,,,,,,,,,,,,,,,,,,,,,jalonzo@fionta.com,,,,,2020-02-05,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:18.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWdIAL,,,,,125,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge",false,true,125,false,false,false,,,false,jalonzo@fionta.com,,Personal,jalonzo@fionta.com,Mobile,,"{""a1C3s000003oNf7EAE"":1,""a1C3s000003oNf0EAE"":1,""a1C6A000001x2Y3UAI"":1,""a1C6A000001CbbmUAC"":1,""a1C3s000003oNf6EAE"":1}",false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5eiIAC,,,,,
003R000001XNxWVIA1,false,,001R000001lV5fnIAC,Morgan,Nicholas,,Nicholas Morgan,26 4 BAPEL COURT SOUTHEND ROAD,BECKENHAM,,BR3 5AP,United Kingdom,,,,[object Object],15  KENNEDY CLOSE,ORPINGTON,,BR5 1HP,United Kingdom,51.378335439387364,0.07703014670256264,ExtendedZip,+44 8724 876601,,+44 8724 876601,,,,,nicholasmorgan@mailinator.com,Section Head,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:18.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWVIA1,,,,,100,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge,FON-Organizational Member Badge",false,false,125,false,false,false,,,false,nicholasmorgan@mailinator.com,,Personal,nicholasmorgan@mailinator.com,Mobile,+44 8724 876601,"{""a1C1I000000DSQXUA4"":3,""a1C1I000000DSPZUA4"":1,""a1C1I000000DSPVUA4"":1,""a1C1I000000DSPSUA4"":1,""a1C1I000000DSOXUA4"":1,""a1C1I000000DSPRUA4"":1,""a1C1I000000DSPUUA4"":1,""a1C1I000000DSPXUA4"":1,""a1C1I000000DSPeUAO"":1}",false,false,false,false,false,false,nicholasmorgan@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fnIAC,,,,,
003R000001XNxWWIA1,false,,001R000001lV5fnIAC,Clarke,Marcus,,Marcus Clarke,46  HILBOROUGH WAY,ORPINGTON,,BR6 7EW,United Kingdom,,,,[object Object],132 THE FLINT RESEARCH INSTITUTE HEATHFIELD ROAD,KESTON,,BR2 6BA,United Kingdom,51.35589673369318,0.03196282561818344,ExtendedZip,+44 4667 133774,,+44 4667 133774,,,,,marcusclarke@mailinator.com,Staff,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:19.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWWIA1,,,,,100,false,false,,"FON-Annual Conference Attendee Badge,FON-Organizational Member Badge",false,false,125,false,false,false,,,false,marcusclarke@mailinator.com,,Personal,marcusclarke@mailinator.com,Mobile,+44 4667 133774,"{""a1C1I000000DSQXUA4"":2,""a1C1I000000DSP9UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP1UAO"":1,""a1C1I000000DSOzUAO"":1,""a1C1I000000DSOUUA4"":1,""a1C1I000000DSP0UAO"":1,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSP6UAO"":1,""a1C1I000000DSOuUAO"":1,""a1C1I000000DSQIUA4"":1}",false,false,false,false,false,false,marcusclarke@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fnIAC,,,,,
003R000001XNxWXIA1,false,,001R000001lV5fnIAC,Tucker,Estella,,Estella Tucker,25 5 BURRELLS COURT DOWNS ROAD,BECKENHAM,,BR3 6TQ,United Kingdom,,,,[object Object],50B  HILLCREST ROAD,BROMLEY,,BR1 4SB,United Kingdom,51.42468481894904,0.015291776201632006,ExtendedZip,+44 3984 613656,,+44 3984 613656,,,,,estellatucker@mailinator.com,Team Leader,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:19.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWXIA1,,,,,100,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge,FON-Organizational Member Badge",false,false,225,false,false,false,,,false,estellatucker@mailinator.com,,Personal,estellatucker@mailinator.com,Mobile,+44 3984 613656,"{""a1C1I000000DSQXUA4"":3,""a1C1I000000DSPNUA4"":1,""a1C1I000000DSPIUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPCUA4"":1,""a1C1I000000DSOVUA4"":1,""a1C1I000000DSPBUA4"":1,""a1C1I000000DSPDUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPKUA4"":1,""a1C1I000000DSQEUA4"":1}",false,false,false,false,false,false,estellatucker@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fnIAC,,,,,
003R000001XNxWYIA1,false,,001R000001lV5fnIAC,Cain,Marc,,Marc Cain,19  WESTGATE ROAD,BECKENHAM,,BR3 5DT,United Kingdom,,,,[object Object],46  HIGH STREET,ORPINGTON,,BR6 0JQ,United Kingdom,51.381130111081035,0.1043613909213102,ExtendedZip,+44 4435 161748,,+44 4435 161748,,,,,marccain@mailinator.com,Assistant manager,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:13.000+0000,2020-09-28T09:56:13.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWYIA1,,,,,0,false,false,,"FON-Individual Member Badge,FON-Organizational Member Badge",false,false,0,false,false,false,,,false,marccain@mailinator.com,,Personal,marccain@mailinator.com,Mobile,+44 4435 161748,"{""a1C1I000000DSOPUA4"":1,""a1C1I000000DSQKUA4"":1,""a1C1I000000DSQZUA4"":1}",false,false,false,false,false,false,marccain@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fnIAC,,,,,
003R000001XNxWZIA1,false,,001R000001lV5dqIAC,Ball,Genevieve,,Genevieve Ball,Hallerstrasse 16,Bern,,,Switzerland,,,,[object Object],Adligenswilerstrasse 39,Luzern,,,Switzerland,47.059135263290706,8.324015626178424,Block,+41 25 759 8046,,+41 25 759 8046,,,,,genevieveball@mailinator.com,Staff,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:19.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWZIA1,,,,,0,false,false,,FON-Annual Conference Attendee Badge,false,false,25,false,false,false,,,false,genevieveball@mailinator.com,,Personal,genevieveball@mailinator.com,Mobile,+41 25 759 8046,"{""a1C1I000000DSPPUA4"":1,""a1C1I000000DSPNUA4"":1,""a1C1I000000DSPLUA4"":1,""a1C1I000000DSPIUA4"":1,""a1C1I000000DSPGUA4"":1,""a1C1I000000DSPEUA4"":1,""a1C1I000000DSPAUA4"":1,""a1C1I000000DSQXUA4"":2,""a1C1I000000DSOWUA4"":1,""a1C1I000000DSPBUA4"":1,""a1C1I000000DSPFUA4"":1,""a1C1I000000DSPHUA4"":1,""a1C1I000000DSPJUA4"":1,""a1C1I000000DSPMUA4"":1,""a1C1I000000DSPOUA4"":1,""a1C1I000000DSQDUA4"":1}",false,false,true,true,false,false,genevieveball@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5dqIAC,,,,,
003R000001XNxWaIAL,false,,001R000001lV5dqIAC,Campbell,Mike,,Mike Campbell,Route de la Vignettz 46,Fribourg,,,Switzerland,,,,[object Object],Hallerstrasse 16,Bern,,,Switzerland,46.952948153232676,7.43551251165993,Block,+41 25 999 9536,,+41 25 999 9536,,,,,mikecampbell@mailinator.com,,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:19.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWaIAL,,,,,20,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge,FON-Volunteer Badge",false,false,45,false,false,false,,,false,mikecampbell@mailinator.com,,Personal,mikecampbell@mailinator.com,Mobile,+41 25 999 9536,"{""a1C1I000000DSQZUA4"":1,""a1C1I000000DSOvUAO"":1,""a1C1I000000DSP5UAO"":1,""a1C1I000000DSP1UAO"":1,""a1C1I000000DSOzUAO"":1,""a1C1I000000DSOxUAO"":1,""a1C1I000000DSOTUA4"":1,""a1C1I000000DSOyUAO"":1,""a1C1I000000DSP0UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP6UAO"":1,""a1C1I000000DSQIUA4"":1}",false,false,false,false,false,false,mikecampbell@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5dqIAC,,,,,
003R000001XNxWbIAL,false,,001R000001lV5dqIAC,Flores,Alberta,,Alberta Flores,Route de la Vignettz 46,Fribourg,,,Switzerland,,,,[object Object],Chemin des Grottes 14,Fribourg,,,Switzerland,46.80990932701226,7.150944929077417,Block,+41 43 927 8509,,+41 43 927 8509,,,,,albertaflores@mailinator.com,Section Head,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:18.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWbIAL,,,,,20,false,false,,"FON-Annual Conference Attendee Badge,FON-Volunteer Badge",false,false,45,false,false,false,,,false,albertaflores@mailinator.com,,Personal,albertaflores@mailinator.com,Mobile,+41 43 927 8509,"{""a1C1I000000DSPdUAO"":1,""a1C1I000000DSPVUA4"":1,""a1C1I000000DSOXUA4"":1,""a1C1I000000DSPUUA4"":1,""a1C1I000000DSPaUAO"":1}",false,false,false,false,false,false,albertaflores@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5dqIAC,,,,,
003R000001XNxWeIAL,false,,001R000001lV5dqIAC,Potter,Marguerite,,Marguerite Potter,Adligenswilerstrasse 39,Luzern,,,Switzerland,,,,[object Object],Schutzenmattstrasse 11,Bern,,,Switzerland,46.953311860867814,7.440657649349577,Block,+41 54 835 4754,,+41 54 835 4754,,,,,margueritepotter@mailinator.com,Manager,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:19.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWeIAL,,,,,0,false,false,,FON-Annual Conference Attendee Badge,false,false,25,false,false,false,,,false,margueritepotter@mailinator.com,,Personal,margueritepotter@mailinator.com,Mobile,+41 54 835 4754,"{""a1C1I000000DSP6UAO"":1,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSOzUAO"":1,""a1C1I000000DSOxUAO"":1,""a1C1I000000DSOUUA4"":1,""a1C1I000000DSQWUA4"":2,""a1C1I000000DSOwUAO"":1,""a1C1I000000DSOyUAO"":1,""a1C1I000000DSP1UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP9UAO"":1}",false,false,false,false,false,false,margueritepotter@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5dqIAC,,,,,
003R000001XNxWcIAL,false,,001R000001lV5dqIAC,Clarke,Cordelia,,Cordelia Clarke,Dreikonigstrasse 26,Zurich,,,Switzerland,,,,[object Object],Adligenswilerstrasse 39,Luzern,,,Switzerland,47.059135263290706,8.324015626178424,Block,+41 25 438 5726,,+41 25 438 5726,,,,,cordeliaclarke@mailinator.com,Team Leader,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:13.000+0000,2020-09-28T09:56:13.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWcIAL,,,,,0,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge",false,false,100,false,false,false,,,false,cordeliaclarke@mailinator.com,,Personal,cordeliaclarke@mailinator.com,Mobile,+41 25 438 5726,"{""a1C1I000000DSOsUAO"":1,""a1C1I000000DSOqUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOJUA4"":1,""a1C1I000000DSQWUA4"":3,""a1C1I000000DSOeUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOrUAO"":1}",false,false,false,false,false,false,cordeliaclarke@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5dqIAC,,,,,
003R000001XNxWfIAL,false,,001R000001lV5fZIAS,Brown,Jacob,,Jacob Brown,Chemin des Grottes 14,Fribourg,,,Switzerland,,,,[object Object],Stauffacherstrasse 60,Zurich,,,Switzerland,47.3755263832979,8.526958076486904,Block,+41 45 286 6605,,+41 45 286 6605,,,,,jacobbrown@mailinator.com,Section Head,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-24T07:21:06.000+0000,2020-09-24T07:21:06.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWfIAL,,,,,,false,false,,,false,false,,false,false,false,,,false,jacobbrown@mailinator.com,,Personal,jacobbrown@mailinator.com,Mobile,+41 45 286 6605,"{""a1C1I000000DSQUUA4"":2,""a1C1I000000DSOZUA4"":1}",false,false,true,true,false,false,jacobbrown@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fZIAS,,,,,
003R000001Y4Ge5IAF,false,,001R000001lV5faIAC,Last,First,,First Last,,,,,,,,,,,,,,,,,,,,,,,,,email@amil.com,,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4Ge5IAF,,,,,,false,false,,,false,true,,false,false,false,,,false,email@amil.com,,Personal,email@amil.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5faIAC,,,,,
003R000001Y4Ge6IAF,false,,001R000001lV5fqIAC,Gaines,Irene,,Irene Gaines,,,,,,,,,,7093Ed Wilson Lane,Tallahassee,Florida,32312,United States,30.5604,-84.2515,Zip,(850) 570-8079,,(850) 570-8079,,,,,trigaines@yahoo.com,Dr.,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4Ge6IAF,,,,,,false,false,,,false,true,,false,false,false,,,false,trigaines@yahoo.com,,Personal,trigaines@yahoo.com,Mobile,(850) 570-8079,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fqIAC,,,,,
003R000001Y4Ge7IAF,false,,001R000001lV5e7IAC,fsda,dasd,,dasd fsda,,,,,,,,,,,,,,,,,,,,,,,,,dasdsa@hotmail.com,,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4Ge7IAF,,,,,,false,false,,,false,false,,false,false,false,,,false,dasdsa@hotmail.com,,Personal,dasdsa@hotmail.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5e7IAC,,,,,
003R000001Y4Ge8IAF,false,,001R000001lV5e7IAC,asd,asdf,,asdf asd,,,,,,,,,,,,,,,,,,,,,,,,,asdf@hotmail.com,,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4Ge8IAF,,,,,,false,false,,,false,false,,false,false,false,,,false,asdf@hotmail.com,,Personal,asdf@hotmail.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5e7IAC,,,,,
003R000001Y4Ge4IAF,false,,001R000001lV5fbIAC,Miller  Bursey,Bridget,,Bridget Miller  Bursey,,,,,,,,,,,,,,,,,,,,,,,,,brmbursey72@att.net,,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4Ge4IAF,,,,,,false,false,,,false,true,,false,false,false,,,false,brmbursey72@att.net,,Personal,brmbursey72@att.net,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fbIAC,,,,,
003R000001Y4Ge9IAF,false,,001R000001lV5e7IAC,asdf,asdf,,asdf asdf,,,,,,,,,,,,,,,,,,,,,,,,,asa@hotmail.com,,,,,,,false,false,false,2020-09-24T07:09:05.000+0000,2020-09-24T07:21:11.000+0000,2020-09-24T07:21:11.000+0000,,,,,,,,false,/services/images/photo/003R000001Y4Ge9IAF,,,,,,false,false,,,false,false,,false,false,false,,,false,asa@hotmail.com,,Personal,asa@hotmail.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5e7IAC,,,,,
003R000001XNxWgIAL,false,,001R000001lV5fZIAS,Fields,Daniel,,Daniel Fields,Route de la Vignettz 46,Fribourg,,,Switzerland,,,,[object Object],Adligenswilerstrasse 39,Luzern,,,Switzerland,47.059135263290706,8.324015626178424,Block,+41 92 209 1696,,+41 92 209 1696,,,,,danielfields@mailinator.com,Assistant manager,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:19.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWgIAL,,,,,20,false,false,,FON-Volunteer Badge,false,true,70,false,false,false,,,false,danielfields@mailinator.com,,Personal,danielfields@mailinator.com,Mobile,+41 92 209 1696,"{""a1C1I000000DSObUAO"":1,""a1C1I000000DSQKUA4"":1}",false,false,false,false,false,false,danielfields@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fZIAS,,,,,
003R000001XNxWhIAL,false,,001R000001lV5fZIAS,Simon,Linnie,,Linnie Simon,Mittelstrasse 32,Bern,,,Switzerland,,,,[object Object],Stauffacherstrasse 60,Zurich,,,Switzerland,47.3755263832979,8.526958076486904,Block,+41 66 729 2694,,+41 66 729 2694,,,,,linniesimon@mailinator.com,President,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:18.000+0000,2020-09-28T09:56:19.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWhIAL,,,,,0,false,false,,FON-Annual Conference Attendee Badge,false,false,0,false,false,false,,,false,linniesimon@mailinator.com,,Personal,linniesimon@mailinator.com,Mobile,+41 66 729 2694,"{""a1C1I000000DSOtUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOgUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOsUAO"":1}",false,false,false,false,false,false,linniesimon@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5fZIAS,,,,,
003R000001XNxWiIAL,false,,001R000001lV5ejIAC,Johnson,Gessika,,Gessika Johnson,,,,,,,,,,,,,,,,,,,,,,,,,gthurma23@gmail.com,,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:13.000+0000,2020-09-28T09:56:13.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWiIAL,,,,,0,false,false,,,false,true,0,false,false,false,,,false,gthurma23@gmail.com,,Personal,gthurma23@gmail.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5ejIAC,,,,,
003R000001XNxWjIAL,false,,001R000001lV5ekIAC,kirk,Lovelee Lawanda,,Lovelee Lawanda kirk,,,,,,,,,,,,,,,,,,,,,,,,,mzkirk2u@gmail.com,,,,,,,false,false,false,2020-09-17T07:21:52.000+0000,2020-09-28T09:56:13.000+0000,2020-09-28T09:56:13.000+0000,,,,2020-09-24T07:20:39.000+0000,2020-09-24T07:20:39.000+0000,,,false,/services/images/photo/003R000001XNxWjIAL,,,,,0,false,false,,,false,true,0,false,false,false,,,false,mzkirk2u@gmail.com,,Personal,mzkirk2u@gmail.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,001R000001lV5ekIAC,,,,,
