Id,OrderApi__Sales_Order__c,OrderApi__Term__c,Name,OrderApi__AR_Account__c,OrderApi__Scheduled_Payment__c,OrderApi__Subscription__c,OrderApi__Account__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Due_Date__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Days_Overdue__c,OrderApi__Description__c,OrderApi__Due_Date__c,OrderApi__Entity__c,OrderApi__Has_Payments__c,OrderApi__Has_Refunds__c,OrderApi__Invoice_Date__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Overdue__c,OrderApi__Is_Paid__c,OrderApi__Is_Posted__c,OrderApi__Is_Voided__c,OrderApi__Memo__c,OrderApi__Paid_Date__c,OrderApi__Payment_Count__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Refund_Count__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Total__c,OrderApi__Voided_Date__c,OrderApi__Adjustments__c,OrderApi__Item_Count__c,OrderApi__Subtotal__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Encrypted_Id__c,FontevaReports__Posted_Age__c,OrderApi__Sales_Order__r.Id,OrderApi__Term__r.Id,OrderApi__AR_Account__r.Id,OrderApi__Scheduled_Payment__r.Id,OrderApi__Subscription__r.Id,OrderApi__Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.Id,OrderApi__Payment_Terms__r.Id
a124W00000MTddqQAD,a1J4W00000CgFslUAF,a1H4W00000BB53WUAT,000000781,a104W00000G3d1FQAR,,a1S4W000004D1RnUAK,0014W000025FRkWQAW,0,0,416.67,Arlington,Sabrina Crawley 2,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocoQAB,0,"EUT-XYZ, Inc. 2",,23,,2020-09-08,Account,false,false,2020-09-08,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 2,United States,,Virginia,4420 Fairfax Dr.,Overdue,416.67,,0,1,416.67,0,AbUK2TrnJbS70rtEe5Bwkm4QT7PNxbxbH50ugDlCHhU=,176,a1J4W00000CgFslUAF,a1H4W00000BB53WUAT,a104W00000G3d1FQAR,,a1S4W000004D1RnUAK,0014W000025FRkWQAW,FON-International Association,0034W00002DpocoQAB,a1A4W00000F6ZX2UAN
a124W00000MTddrQAD,a1J4W00000CgFslUAF,a1H4W00000BB53WUAT,000000782,a104W00000G3d1FQAR,,a1S4W000004D1RnUAK,0014W000025FRkWQAW,0,0,416.67,Arlington,Sabrina Crawley 2,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000M5SknQAF,true,true,true,0034W00002DpocoQAB,0,"EUT-XYZ, Inc. 2",,0,,2020-10-08,Account,false,false,2020-10-08,false,false,false,true,false,,,0,a1A4W00000F6ZX2UAN,2020-04-08,0,Arlington,Sabrina Crawley 2,United States,,Virginia,4420 Fairfax Dr.,Posted,416.67,,0,1,416.67,0,iLYbFm5mNpohIoolOvhlnIEvts5IlmB9r5A4dT6YSJY=,176,a1J4W00000CgFslUAF,a1H4W00000BB53WUAT,a104W00000G3d1FQAR,,a1S4W000004D1RnUAK,0014W000025FRkWQAW,FON-International Association,0034W00002DpocoQAB,a1A4W00000F6ZX2UAN
a124W00000MTdgqQAD,a1J4W00000CgFw9UAF,,000000327,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,0,0,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofQQAR,0,Marguerite Potter,,0,,2013-04-04,Contact,false,false,2013-04-04,false,false,true,true,false,,2013-04-05,0,a1A4W00000F6ZX2UAN,2013-04-04,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,Paid,50,,-50,4,50,-50,FM1JWMQOrRMgyR8wJKLTh1CE+BDZKECudtmlZyHv8oo=,2737,a1J4W00000CgFw9UAF,,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,FON-International Association,0034W00002DpofQQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgrQAD,a1J4W00000CgFwDUAV,,000000328,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,0,0,0,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofSQAR,0,Mike Campbell,,0,,2017-07-13,Contact,false,false,2017-07-13,false,false,true,true,false,,2017-08-30,0,a1A4W00000F6ZX2UAN,2017-07-13,0,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,Paid,25,,-25,4,25,-25,x7g8BCR2OpQadOyhynQKouSK2WCfMphabatTIqGgFK8=,1176,a1J4W00000CgFwDUAV,,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,FON-International Association,0034W00002DpofSQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgsQAD,a1J4W00000CgFwEUAV,,000000329,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,0,0,100,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofSQAR,0,Mike Campbell,,2117,,2014-12-15,Contact,false,false,2014-12-15,false,true,false,true,false,,2015-01-24,0,a1A4W00000F6ZX2UAN,2014-12-15,0,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,Overdue,100,,0,1,100,0,0DkUVSgzogmKmrEIHHrsgOGolYyeHvXqTm7xsdPmRv8=,2117,a1J4W00000CgFwEUAV,,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,FON-International Association,0034W00002DpofSQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgtQAD,a1J4W00000CgFwFUAV,,000000330,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,0,0,125,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofTQAR,0,Genevieve Ball,,2758,,2013-03-14,Contact,false,false,2013-03-14,false,true,false,true,false,,2013-04-08,0,a1A4W00000F6ZX2UAN,2013-03-14,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,Overdue,125,,0,3,125,0,jElR1EDIrZ13L83h4K4b93tMYTTxuGvIo7uPbiNDGT4=,2758,a1J4W00000CgFwFUAV,,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,FON-International Association,0034W00002DpofTQAR,a1A4W00000F6ZX2UAN
a124W00000MTdguQAD,a1J4W00000CgFwGUAV,,000000331,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,0,0,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofTQAR,0,Genevieve Ball,,0,,2015-10-02,Contact,false,false,2015-10-02,false,false,true,true,false,,2015-10-04,0,a1A4W00000F6ZX2UAN,2015-10-02,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,Paid,50,,-50,2,50,-50,M6RAcxBIm+6bcCMjN7dFK4gJRM93DFyYCXkf3rUnS98=,1826,a1J4W00000CgFwGUAV,,a104W00000G3d1EQAR,,,0014W000025FRkzQAG,FON-International Association,0034W00002DpofTQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgvQAD,a1J4W00000CgFwHUAV,,000000332,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,0,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofUQAR,0,Marc Cain,,0,,2017-05-15,Contact,false,false,2017-05-15,false,false,true,true,false,,2017-06-03,0,a1A4W00000F6ZX2UAN,2017-05-15,0,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,Paid,25,,-25,4,25,-25,ub/UfTkdWhyFyrGk/KauhqcdOg3GA7BEWpmcx4rYEew=,1235,a1J4W00000CgFwHUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofUQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgwQAD,a1J4W00000CgFwIUAV,,000000333,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,0,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofUQAR,0,Marc Cain,,0,,2016-08-02,Contact,false,false,2016-08-02,false,false,true,true,false,,2016-08-05,0,a1A4W00000F6ZX2UAN,2016-08-02,0,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,Paid,1,,-1,3,1,-1,88Wj5PODurKqEyznjaoPf6dp7g60C3VolK5gjrDw594=,1521,a1J4W00000CgFwIUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofUQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgxQAD,a1J4W00000CgFwJUAV,,000000334,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,150,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofVQAR,0,Estella Tucker,,1706,,2016-01-30,Contact,false,false,2016-01-30,false,true,false,true,false,,2016-02-15,0,a1A4W00000F6ZX2UAN,2016-01-30,0,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,Overdue,150,,0,3,150,0,jwmmYrji5O+ewoEtt9wXPCiqr9rDBfgdes/THGS3RaI=,1706,a1J4W00000CgFwJUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofVQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgyQAD,a1J4W00000CgFwKUAV,,000000335,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,0,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofVQAR,0,Estella Tucker,,0,,2015-07-14,Contact,false,false,2015-07-14,false,false,true,true,false,,2015-08-23,0,a1A4W00000F6ZX2UAN,2015-07-14,0,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,Paid,30,,-30,2,30,-30,LlO4xHm7GXZ38ek7O+wH43WYxRPJGsMyqQiLc2a68iA=,1906,a1J4W00000CgFwKUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofVQAR,a1A4W00000F6ZX2UAN
a124W00000MTdgzQAD,a1J4W00000CgFwLUAV,,000000336,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,125,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,132 THE FLINT RESEARCH INSTITUTE HEATHFIELD ROAD,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofWQAR,0,Marcus Clarke,,1585,,2016-05-30,Contact,false,false,2016-05-30,false,true,false,true,false,,2016-06-19,0,a1A4W00000F6ZX2UAN,2016-05-30,0,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,132 THE FLINT RESEARCH INSTITUTE HEATHFIELD ROAD,Overdue,125,,0,3,125,0,/8jRQ7UsCFz4pZRHXCyfWm+dn9q1HGsaYRgZk5atYhg=,1585,a1J4W00000CgFwLUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofWQAR,a1A4W00000F6ZX2UAN
a124W00000MTdh0QAD,a1J4W00000CgFwMUAV,,000000337,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,100,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,132 THE FLINT RESEARCH INSTITUTE HEATHFIELD ROAD,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofWQAR,0,Marcus Clarke,,1063,,2017-11-03,Contact,false,false,2017-11-03,false,true,false,true,false,,2017-11-13,0,a1A4W00000F6ZX2UAN,2017-11-03,0,KESTON,Marcus Clarke,United Kingdom,BR2 6BA,,132 THE FLINT RESEARCH INSTITUTE HEATHFIELD ROAD,Overdue,100,,0,1,100,0,KuMlvkqVlmSz4sElgVrjoUgPWdJAJvSVLnkTLJpvx5Q=,1063,a1J4W00000CgFwMUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofWQAR,a1A4W00000F6ZX2UAN
a124W00000MTdh1QAD,a1J4W00000CgFwNUAV,,000000338,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,75,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,15  KENNEDY CLOSE,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofXQAR,0,Nicholas Morgan,,1525,,2016-07-29,Contact,false,false,2016-07-29,false,true,false,true,false,,2016-08-10,0,a1A4W00000F6ZX2UAN,2016-07-29,0,ORPINGTON,Nicholas Morgan,United Kingdom,BR5 1HP,,15  KENNEDY CLOSE,Overdue,75,,0,3,75,0,t3TPMvPevTjY3ehWk48AB7knnnY0XfaiIIbc7FFv52Y=,1525,a1J4W00000CgFwNUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofXQAR,a1A4W00000F6ZX2UAN
a124W00000MTdh2QAD,a1J4W00000CgFwPUAV,,000000339,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,2500,Washington,Celia Wallace,United States,20001,District of Columbia,99 H Street Northwest,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofYQAR,0,FON-Walmart,,1264,,2017-04-16,Account,false,false,2017-04-16,false,true,false,true,false,,2017-04-16,0,a1A4W00000F6ZX2UAN,2017-04-16,0,Washington,Celia Wallace,United States,20001,District of Columbia,99 H Street Northwest,Overdue,2500,,0,3,2500,0,ILlJP3DGmYoM8Y5pri2ha3hXNctN4K8oYqJ1Tb1s3pc=,1264,a1J4W00000CgFwPUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofYQAR,a1A4W00000F6ZX2UAN
a124W00000MTdh3QAD,a1J4W00000CgFwQUAV,,000000340,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,0,0,0,BROMLEY,Celia Wallace,United Kingdom,BR1 3EN,,17  RAFFORD WAY,a0o4W00000M5SknQAF,true,true,true,0034W00002DpofYQAR,0,Celia Wallace,,0,,2015-07-09,Contact,false,false,2015-07-09,false,false,true,true,false,,2015-07-29,0,a1A4W00000F6ZX2UAN,2015-07-09,0,BROMLEY,Celia Wallace,United Kingdom,BR1 3EN,,17  RAFFORD WAY,Paid,10,,-10,3,10,-10,HYtpj1GDHrKxJefbzPHv4EKQaXGtuz6TIEtBr0l2te8=,1911,a1J4W00000CgFwQUAV,,a104W00000G3d1EQAR,,,0014W000025FRlxQAG,FON-International Association,0034W00002DpofYQAR,a1A4W00000F6ZX2UAN
a124W00000MTdkRQAT,a1J4W00000CgG4gUAF,,000000591,a104W00000G3d1FQAR,,,0014W000025FRkzQAG,0,0,10,Erie,FON Profile,United States,16504,PA,353 East 41st Street,a0o4W00000M5SknQAF,false,true,false,0034W00002DpodYQAR,0,FON Profile,,712,,2018-10-20,Contact,false,false,2018-10-20,false,true,false,true,false,,,0,a1A4W00000F6ZX2UAN,2018-10-20,0,Erie,FON Profile,United States,16504,PA,353 East 41st Street,Overdue,10,,0,1,10,0,WqIDbrsC9GHMNDzVHehzYBUb9yUVAXOdFoFguU+uisU=,712,a1J4W00000CgG4gUAF,,a104W00000G3d1FQAR,,,0014W000025FRkzQAG,FON-International Association,0034W00002DpodYQAR,a1A4W00000F6ZX2UAN
