Id,Name,OrderApi__Assigned_Date__c,OrderApi__Assignment_Role__c,OrderApi__Company_Name__c,OrderApi__Contact__c,OrderApi__Description__c,OrderApi__Email__c,OrderApi__First_Name__c,OrderApi__Full_Name__c,OrderApi__Is_Active__c,OrderApi__Is_Primary__c,OrderApi__Is_Unassigned__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Last_Name__c,OrderApi__Mailing_City__c,OrderApi__Mailing_Country__c,OrderApi__Mailing_Postal_Code__c,OrderApi__Mailing_State__c,OrderApi__Mailing_Street__c,OrderApi__Phone__c,OrderApi__Receives_Email_Notifications__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subscription__c,OrderApi__Term__c,OrderApi__Title__c,OrderApi__Unassigned_Date__c,EventApi__Other_Information__c,EventApi__Register_Site_Url__c,EventApi__Registration_Group__c,EventApi__Contact_Created_By_System__c,EventApi__Seat__c,OrderApi__Assignment_Role__r.Id,OrderApi__Contact__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Item__r.Id,OrderApi__Sales_Order_Line__r.Id,OrderApi__Subscription_Line__r.Id,OrderApi__Subscription__r.Id,OrderApi__Term__r.Id,EventApi__Registration_Group__r.Id,EventApi__Seat__r.Id
a0j4W00000E3JsUQAV,00000727,2018-04-22,a0i4W00000YkZKjQAN,,0034W00002DpofMQAR,,linniesimon@mailinator.com,Linnie,Linnie Simon,true,false,false,,,Simon,Zurich,Switzerland,,,Stauffacherstrasse 60,,false,a1I4W00000HFZwrUAH,,,,President,,,,,false,,a0i4W00000YkZKjQAN,0034W00002DpofMQAR,,,a1I4W00000HFZwrUAH,,,,,
a0j4W00000E3JsVQAV,00000728,2018-04-22,,,0034W00002DpofMQAR,,linniesimon@mailinator.com,Linnie,Linnie Simon,true,false,false,,,Simon,Zurich,Switzerland,,,Stauffacherstrasse 60,,false,a1I4W00000HFZwsUAH,,,,President,,,,,false,,,0034W00002DpofMQAR,,,a1I4W00000HFZwsUAH,,,,,
a0j4W00000E3JsWQAV,00000729,2018-04-22,,,0034W00002DpofMQAR,,linniesimon@mailinator.com,Linnie,Linnie Simon,true,false,false,,,Simon,Zurich,Switzerland,,,Stauffacherstrasse 60,,false,a1I4W00000HFZwtUAH,,,,President,,,,,false,,,0034W00002DpofMQAR,,,a1I4W00000HFZwtUAH,,,,,
a0j4W00000E3JsXQAV,00000730,2018-04-22,,,0034W00002DpofMQAR,,linniesimon@mailinator.com,Linnie,Linnie Simon,true,false,false,,,Simon,Zurich,Switzerland,,,Stauffacherstrasse 60,,false,a1I4W00000HFZwuUAH,,,,President,,,,,false,,,0034W00002DpofMQAR,,,a1I4W00000HFZwuUAH,,,,,
a0j4W00000E3JsYQAV,00000731,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofMQAR,,linniesimon@mailinator.com,Linnie,Linnie Simon,true,false,false,a134W000009DZGdQAO,a154W00000926RzQAI,Simon,Zurich,Switzerland,,,Stauffacherstrasse 60,,false,a1I4W00000HFZwvUAH,,,,President,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofMQAR,a134W000009DZGdQAO,a154W00000926RzQAI,a1I4W00000HFZwvUAH,,,,,
a0j4W00000E3JsZQAV,00000732,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofMQAR,,linniesimon@mailinator.com,Linnie,Linnie Simon,true,false,false,a134W000009DZGdQAO,a154W00000926SDQAY,Simon,Zurich,Switzerland,,,Stauffacherstrasse 60,,false,a1I4W00000HFZwwUAH,,,,President,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofMQAR,a134W000009DZGdQAO,a154W00000926SDQAY,a1I4W00000HFZwwUAH,,,,,
a0j4W00000E3JsaQAF,00000733,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofMQAR,,linniesimon@mailinator.com,Linnie,Linnie Simon,true,false,false,a134W000009DZGdQAO,a154W00000926SCQAY,Simon,Zurich,Switzerland,,,Stauffacherstrasse 60,,false,a1I4W00000HFZwxUAH,,,,President,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofMQAR,a134W000009DZGdQAO,a154W00000926SCQAY,a1I4W00000HFZwxUAH,,,,,
a0j4W00000E3JsbQAF,00000734,2018-04-22,a0i4W00000YkZJtQAN,,0034W00002DpofNQAR,,danielfields@mailinator.com,Daniel,Daniel Fields,true,false,false,a134W000009DZGkQAO,a154W00000926SPQAY,Fields,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZwyUAH,,,,Assistant manager,,,,,false,,a0i4W00000YkZJtQAN,0034W00002DpofNQAR,a134W000009DZGkQAO,a154W00000926SPQAY,a1I4W00000HFZwyUAH,,,,,
a0j4W00000E3JscQAF,00000735,2018-04-22,a0i4W00000YkZKjQAN,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,,,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx0UAH,,,,Team Leader,,,,,false,,a0i4W00000YkZKjQAN,0034W00002DpofPQAR,,,a1I4W00000HFZx0UAH,,,,,
a0j4W00000E3JsdQAF,00000736,2018-04-22,,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,,,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx1UAH,,,,Team Leader,,,,,false,,,0034W00002DpofPQAR,,,a1I4W00000HFZx1UAH,,,,,
a0j4W00000E3JseQAF,00000737,2018-04-22,,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,,,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx2UAH,,,,Team Leader,,,,,false,,,0034W00002DpofPQAR,,,a1I4W00000HFZx2UAH,,,,,
a0j4W00000E3JxUQAV,00001044,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogLQAR,,annepratt@mailinator.com,Anne,Anne Pratt,true,false,false,,a154W00000926S1QAI,Pratt,Muskegon,United States,49444,Michigan,3368 Black Creek Rd,,false,a1I4W00000HFa20UAD,,,,General Manager,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogLQAR,,a154W00000926S1QAI,a1I4W00000HFa20UAD,,,,,
a0j4W00000E3JxVQAV,00001045,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogLQAR,,annepratt@mailinator.com,Anne,Anne Pratt,true,false,false,,a154W00000926SDQAY,Pratt,Muskegon,United States,49444,Michigan,3368 Black Creek Rd,,false,a1I4W00000HFa21UAD,,,,General Manager,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogLQAR,,a154W00000926SDQAY,a1I4W00000HFa21UAD,,,,,
a0j4W00000E3JxWQAV,00001046,2018-04-22,,,0034W00002DpogLQAR,,annepratt@mailinator.com,Anne,Anne Pratt,true,false,false,,,Pratt,Muskegon,United States,49444,Michigan,3368 Black Creek Rd,,false,a1I4W00000HFa22UAD,,,,General Manager,,,,,false,,,0034W00002DpogLQAR,,,a1I4W00000HFa22UAD,,,,,
a0j4W00000E3JxXQAV,00001047,2018-04-22,,,0034W00002DpogNQAR,,jamesowens@mailinator.com,James,James Owens,true,false,false,,,Owens,ORPINGTON,United Kingdom,BR5 1JH,,71  BEAUMONT ROAD,,false,a1I4W00000HFa24UAD,,,,Assistant manager,,,,,false,,,0034W00002DpogNQAR,,,a1I4W00000HFa24UAD,,,,,
a0j4W00000E3JxYQAV,00001048,2018-04-22,a0i4W00000YkZJpQAN,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,a154W00000926SNQAY,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa25UAD,,,,,,,,,false,,a0i4W00000YkZJpQAN,0034W00002DpogOQAR,,a154W00000926SNQAY,a1I4W00000HFa25UAD,,,,,
a0j4W00000E3JxZQAV,00001049,2018-04-22,,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa26UAD,,,,,,,,,false,,,0034W00002DpogOQAR,,,a1I4W00000HFa26UAD,,,,,
a0j4W00000E3JxaQAF,00001050,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,a154W00000926RzQAI,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa27UAD,,,,,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogOQAR,,a154W00000926RzQAI,a1I4W00000HFa27UAD,,,,,
a0j4W00000E3JxbQAF,00001051,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,a154W00000926SBQAY,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa28UAD,,,,,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogOQAR,,a154W00000926SBQAY,a1I4W00000HFa28UAD,,,,,
a0j4W00000E3JxcQAF,00001052,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,a154W00000926S9QAI,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa29UAD,,,,,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogOQAR,,a154W00000926S9QAI,a1I4W00000HFa29UAD,,,,,
a0j4W00000E3JxdQAF,00001053,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,a154W00000926S7QAI,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa2AUAT,,,,,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogOQAR,,a154W00000926S7QAI,a1I4W00000HFa2AUAT,,,,,
a0j4W00000E3JxeQAF,00001054,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,a154W00000926SDQAY,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa2BUAT,,,,,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogOQAR,,a154W00000926SDQAY,a1I4W00000HFa2BUAT,,,,,
a0j4W00000E3JxfQAF,00001055,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,a154W00000926SCQAY,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa2CUAT,,,,,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogOQAR,,a154W00000926SCQAY,a1I4W00000HFa2CUAT,,,,,
a0j4W00000E3JxgQAF,00001056,2018-04-22,,,0034W00002DpogOQAR,,deliacopeland@mailinator.com,Delia,Delia Copeland,true,false,false,,,Copeland,BECKENHAM,United Kingdom,BR3 3SR,,2 CLUB LANGLEY HAWKSBROOK LANE,,false,a1I4W00000HFa2DUAT,,,,,,,,,false,,,0034W00002DpogOQAR,,,a1I4W00000HFa2DUAT,,,,,
a0j4W00000E3JxhQAF,00001057,2018-04-22,,,0034W00002DpogPQAR,,deliaflores@mailinator.com,Delia,Delia Flores,true,false,false,,,Flores,BECKENHAM,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,false,a1I4W00000HFa2EUAT,,,,Vice chairman,,,,,false,,,0034W00002DpogPQAR,,,a1I4W00000HFa2EUAT,,,,,
a0j4W00000E3JxiQAF,00001058,2018-04-22,,,0034W00002DpogPQAR,,deliaflores@mailinator.com,Delia,Delia Flores,true,false,false,,,Flores,BECKENHAM,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,false,a1I4W00000HFa2FUAT,,,,Vice chairman,,,,,false,,,0034W00002DpogPQAR,,,a1I4W00000HFa2FUAT,,,,,
a0j4W00000E3JxjQAF,00001059,2018-04-22,,,0034W00002DpogPQAR,,deliaflores@mailinator.com,Delia,Delia Flores,true,false,false,,,Flores,BECKENHAM,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,false,a1I4W00000HFa2GUAT,,,,Vice chairman,,,,,false,,,0034W00002DpogPQAR,,,a1I4W00000HFa2GUAT,,,,,
a0j4W00000E3JxkQAF,00001060,2018-04-22,,,0034W00002DpogPQAR,,deliaflores@mailinator.com,Delia,Delia Flores,true,false,false,,,Flores,BECKENHAM,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,false,a1I4W00000HFa2HUAT,,,,Vice chairman,,,,,false,,,0034W00002DpogPQAR,,,a1I4W00000HFa2HUAT,,,,,
a0j4W00000E3JxlQAF,00001061,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogPQAR,,deliaflores@mailinator.com,Delia,Delia Flores,true,false,false,,a154W00000926RzQAI,Flores,BECKENHAM,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,false,a1I4W00000HFa2IUAT,,,,Vice chairman,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogPQAR,,a154W00000926RzQAI,a1I4W00000HFa2IUAT,,,,,
a0j4W00000E3JxmQAF,00001062,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogPQAR,,deliaflores@mailinator.com,Delia,Delia Flores,true,false,false,,a154W00000926S8QAI,Flores,BECKENHAM,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,false,a1I4W00000HFa2JUAT,,,,Vice chairman,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogPQAR,,a154W00000926S8QAI,a1I4W00000HFa2JUAT,,,,,
a0j4W00000E3JxnQAF,00001063,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpogPQAR,,deliaflores@mailinator.com,Delia,Delia Flores,true,false,false,,a154W00000926S6QAI,Flores,BECKENHAM,United Kingdom,BR3 5JW,,4 2 WYEFIELD THE KNOLL,,false,a1I4W00000HFa2KUAT,,,,Vice chairman,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpogPQAR,,a154W00000926S6QAI,a1I4W00000HFa2KUAT,,,,,
a0j4W00000E3JsfQAF,00000738,2018-04-22,,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,,,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx3UAH,,,,Team Leader,,,,,false,,,0034W00002DpofPQAR,,,a1I4W00000HFZx3UAH,,,,,
a0j4W00000E3JsgQAF,00000739,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,a134W000009DZGdQAO,a154W00000926RzQAI,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx4UAH,,,,Team Leader,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofPQAR,a134W000009DZGdQAO,a154W00000926RzQAI,a1I4W00000HFZx4UAH,,,,,
a0j4W00000E3JshQAF,00000740,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx5UAH,,,,Team Leader,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofPQAR,a134W000009DZGdQAO,a154W00000926S6QAI,a1I4W00000HFZx5UAH,,,,,
a0j4W00000E3JsiQAF,00000741,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,a134W000009DZGdQAO,a154W00000926S7QAI,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx6UAH,,,,Team Leader,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofPQAR,a134W000009DZGdQAO,a154W00000926S7QAI,a1I4W00000HFZx6UAH,,,,,
a0j4W00000E3JsjQAF,00000742,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,a134W000009DZGdQAO,a154W00000926S3QAI,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx7UAH,,,,Team Leader,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofPQAR,a134W000009DZGdQAO,a154W00000926S3QAI,a1I4W00000HFZx7UAH,,,,,
a0j4W00000E3JskQAF,00000743,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofPQAR,,cordeliaclarke@mailinator.com,Cordelia,Cordelia Clarke,true,false,false,a134W000009DZGdQAO,a154W00000926SDQAY,Clarke,Luzern,Switzerland,,,Adligenswilerstrasse 39,,false,a1I4W00000HFZx8UAH,,,,Team Leader,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofPQAR,a134W000009DZGdQAO,a154W00000926SDQAY,a1I4W00000HFZx8UAH,,,,,
a0j4W00000E3JslQAF,00000744,2018-04-22,a0i4W00000YkZJpQAN,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,a134W000009DZGhQAO,a154W00000926SNQAY,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZx9UAH,,,,Manager,,,,,false,,a0i4W00000YkZJpQAN,0034W00002DpofQQAR,a134W000009DZGhQAO,a154W00000926SNQAY,a1I4W00000HFZx9UAH,,,,,
a0j4W00000E3JsmQAF,00000745,2018-04-22,,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,,,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxAUAX,,,,Manager,,,,,false,,,0034W00002DpofQQAR,,,a1I4W00000HFZxAUAX,,,,,
a0j4W00000E3JsnQAF,00000746,2018-04-22,,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,,,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxBUAX,,,,Manager,,,,,false,,,0034W00002DpofQQAR,,,a1I4W00000HFZxBUAX,,,,,
a0j4W00000E3JsoQAF,00000747,2018-04-22,,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,,,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxCUAX,,,,Manager,,,,,false,,,0034W00002DpofQQAR,,,a1I4W00000HFZxCUAX,,,,,
a0j4W00000E3JspQAF,00000748,2018-04-22,,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,,,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxDUAX,,,,Manager,,,,,false,,,0034W00002DpofQQAR,,,a1I4W00000HFZxDUAX,,,,,
a0j4W00000E3JsqQAF,00000749,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,a134W000009DZGdQAO,a154W00000926S1QAI,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxEUAX,,,,Manager,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofQQAR,a134W000009DZGdQAO,a154W00000926S1QAI,a1I4W00000HFZxEUAX,,,,,
a0j4W00000E3JsrQAF,00000750,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,a134W000009DZGdQAO,a154W00000926S8QAI,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxFUAX,,,,Manager,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofQQAR,a134W000009DZGdQAO,a154W00000926S8QAI,a1I4W00000HFZxFUAX,,,,,
a0j4W00000E3JssQAF,00000751,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,a134W000009DZGdQAO,a154W00000926S6QAI,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxGUAX,,,,Manager,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofQQAR,a134W000009DZGdQAO,a154W00000926S6QAI,a1I4W00000HFZxGUAX,,,,,
a0j4W00000E3JstQAF,00000752,2018-04-22,a0i4W00000YkZJrQAN,,0034W00002DpofQQAR,,margueritepotter@mailinator.com,Marguerite,Marguerite Potter,true,false,false,a134W000009DZGdQAO,a154W00000926S7QAI,Potter,Bern,Switzerland,,,Schutzenmattstrasse 11,,false,a1I4W00000HFZxHUAX,,,,Manager,,,,,false,,a0i4W00000YkZJrQAN,0034W00002DpofQQAR,a134W000009DZGdQAO,a154W00000926S7QAI,a1I4W00000HFZxHUAX,,,,,
