Id,OrderApi__Term__c,Name,OrderApi__Sales_Order__c,OrderApi__Account__c,OrderApi__Activation_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Auto_Assign_Account_Contacts__c,OrderApi__Auto_Assign_Contact__c,OrderApi__Auto_Assign_Rule__c,OrderApi__Auto_Assign__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Auto_Renew__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__GL_Account__c,OrderApi__Is_Amendment__c,OrderApi__Is_Installment_Calculated__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax__c,OrderApi__Is_Valid__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Package_Item__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Required_Package_Items__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Shipping_Tracking_Number__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__System_Override__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total_Installment_Price__c,OrderApi__Total__c,EventApi__Attendee__c,EventApi__Event__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ROEApi__Group_Registration_Key__c,DonorApi__Tax_Deductible_Amount__c,DonorApi__Write_In__c,ProgramApi__Program_Profile__c,ProgramApi__Program_Term__c,OrderApi__Do_Not_Collect_Payment__c,EventApi__Is_Required_Schedule_Item__c,OrderApi__Display_Item__c,OrderApi__Foreign_Key__c,OrderApi__Incomplete__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Subscription_Start_Date__c,OrderApi__Item_Tax_Percent__c,OrderApi__Parent_Is_Installment_Calculated__c,OrderApi__Parent_Total_Installment_Price__c,OrderApi__Parent_Total__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__AR_Account__c,OrderApi__Adjustment_Reason__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credit_Note__c,OrderApi__Credits_Applied__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Line_Posted__c,OrderApi__Payment_Priority__c,OrderApi__Posted_Date__c,OrderApi__Credit_Memo__c,OrderApi__Item_Name__c,OrderApi__Overall_Total__c,Revenue_Category__c,Revenue_Subcategory__c,Program_Term_Is_Maintenance__c,OrderApi__Term__r.Id,OrderApi__Sales_Order__r.Id,OrderApi__Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.Id,OrderApi__GL_Account__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Item__r.Id,OrderApi__Package_Item__r.Id,OrderApi__Payment_Method__r.Id,OrderApi__Price_Rule__r.Id,OrderApi__Sales_Order_Line__r.Id,OrderApi__Shipping_Method__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.Id,EventApi__Attendee__r.Id,EventApi__Event__r.Id,EventApi__Schedule_Item__r.Id,EventApi__Sponsor_Package__r.Id,EventApi__Ticket_Type__r.Id,ProgramApi__Program_Profile__r.Id,ProgramApi__Program_Term__r.Id,OrderApi__AR_Account__r.Id,OrderApi__Credit_Note__r.Id,OrderApi__Credit_Memo__r.Id
a1I4W00000HFZrZUAX,,0000004459,a1J4W00000CgG5oUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002Dpoh2QAB,false,false,,Contact,a104W00000G3d1iQAB,false,false,false,false,false,false,false,false,true,a134W000009DZGEQA4,a154W00000926RbQAI,Fonteva Coffee Mug,3,,,false,a1C4W00000845KtUAI,1,0,3,,Walsall,Caroline Qureshi,United Kingdom,,WS9 0QF,England,,,,,3,false,false,0,0,3,,,,,,,0,,,,false,false,false,VPvy3S4SawvTSVXl4eEmySbxD5Zang,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5oUAF,0014W000025FRkNQAW,FON-International Association,0034W00002Dpoh2QAB,a104W00000G3d1iQAB,a134W000009DZGEQA4,a154W00000926RbQAI,,,a1C4W00000845KtUAI,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZraUAH,,0000004460,a1J4W00000CgG5oUAF,0014W000025FRkNQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002Dpoh2QAB,false,false,,Contact,a104W00000G3d1jQAB,false,false,false,false,false,true,false,false,true,a134W000009DZGFQA4,a154W00000926SjQAI,Fedex Regular(0-25 pounds) - International Shipping,5,,,false,a1C4W00000845LHUAY,1,0,5,,,Caroline Qureshi,,,,,,,,,5,false,false,0,0,5,,,,,,,0,,,,false,false,false,5tZ6vBzM7rkvBQYE3oClNqzveqzbZl,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5oUAF,0014W000025FRkNQAW,FON-International Association,0034W00002Dpoh2QAB,a104W00000G3d1jQAB,a134W000009DZGFQA4,a154W00000926SjQAI,,,a1C4W00000845LHUAY,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrbUAH,,0000004461,a1J4W00000CgG5pUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGEQA4,a154W00000926R3QAI,Baseball Hat,25,,,false,a1C4W00000845KQUAY,1,0,25,,Arlington,Bob Kelley,United States,,22209,VA,1121 Arlington Boulevard,,,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,t9pUXEEtJVHRyqjBtRDomw6N0vihLK,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,1,,,,,,,false,,a1J4W00000CgG5pUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1HQAR,a134W000009DZGEQA4,a154W00000926R3QAI,,,a1C4W00000845KQUAY,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrcUAH,,0000004462,a1J4W00000CgG5pUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1jQAB,false,false,false,false,false,true,false,false,true,a134W000009DZGFQA4,a154W00000926QnQAI,Default Shipping Rate,5,,,false,a1C4W00000845KRUAY,1,0,5,,Arlington,Bob Kelley,United States,,22209,VA,1121 Arlington Boulevard,,,,5,false,false,0,0,5,,,,,,,0,,,,false,false,false,zQN8JXBIrk1oD7cuJVUYloTBXJ4ndN,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5pUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1jQAB,a134W000009DZGFQA4,a154W00000926QnQAI,,,a1C4W00000845KRUAY,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrdUAH,,0000004463,a1J4W00000CgG5rUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGDQA4,a154W00000926QlQAI,Book,100,,,false,a1C4W00000845LKUAY,1,0,100,,Ankara,Bob Kelley,Turkey,,23213231,Ankara,sdsds,,,,100,false,false,0,0,100,,,,,,,0,,,,false,false,false,YPlcwKIgo310R39Zxxx6gH5ddjYFzh,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5rUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1HQAR,a134W000009DZGDQA4,a154W00000926QlQAI,,,a1C4W00000845LKUAY,,,,,,,,,,,,,,
a1I4W00000HFZreUAH,,0000004464,a1J4W00000CgG5rUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,true,false,false,true,a134W000009DZGFQA4,a154W00000926RFQAY,Default Shipping Rate,2,,,false,a1C4W00000845KuUAI,1,0,2,,Ankara,Bob Kelley,Turkey,,23213231,Ankara,sdsds,,,,2,false,false,0,0,2,,,,,,,0,,,,false,false,false,BgmD1WMJSx6MFefOdQx8zrPGCgxWaG,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5rUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1HQAR,a134W000009DZGFQA4,a154W00000926RFQAY,,,a1C4W00000845KuUAI,,,,,,,,,,,,,,
a1I4W00000HFZrfUAH,,0000004465,a1J4W00000CgG5tUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGJQA4,a154W00000926QwQAI,FON-5 deep x 10 wide,975,,,false,a1C4W00000845LOUAY,1,0,975,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,975,false,false,0,0,975,,,,,,,0,,,,false,false,false,ESoNUTzHBsIeVQxPttgcxGDTjmuuh3,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5tUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1HQAR,a134W000009DZGJQA4,a154W00000926QwQAI,,,a1C4W00000845LOUAY,,,,,,,,,,,,,,
a1I4W00000HFZrgUAH,,0000004470,a1J4W00000CgG5uUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,false,false,false,true,a134W000009DZGEQA4,a154W00000926R3QAI,Baseball Hat,25,,,false,a1C4W00000845KQUAY,1,0,25,,Arlington,Bob Kelley,United States,,22209,VA,1121 Arlington Boulevard,,,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,IjgfnroVMQmiG3tVddtczajyrwXrD4,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,1,,,,,,,false,,a1J4W00000CgG5uUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1HQAR,a134W000009DZGEQA4,a154W00000926R3QAI,,,a1C4W00000845KQUAY,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrhUAH,,0000004471,a1J4W00000CgG5uUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1HQAR,false,false,false,false,false,true,false,false,true,a134W000009DZGFQA4,a154W00000926RFQAY,Default Shipping Rate,2,,,false,a1C4W00000845KuUAI,1,0,2,,Arlington,Bob Kelley,United States,,22209,VA,1121 Arlington Boulevard,,,,2,false,false,0,0,2,,,,,,,0,,,,false,false,false,y410Xz8aqlaT4sfkAszHlC2IkVIJ2X,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5uUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1HQAR,a134W000009DZGFQA4,a154W00000926RFQAY,,,a1C4W00000845KuUAI,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZriUAH,,0000004472,a1J4W00000CgG5uUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1jQAB,false,false,false,false,false,true,false,false,true,a134W000009DZGFQA4,a154W00000926QnQAI,Fedex Regular - US,5,,,false,a1C4W00000845KRUAY,1,0,5,,Arlington,Bob Kelley,United States,,22209,VA,1121 Arlington Boulevard,,,,5,false,false,0,0,5,,,,,,,0,,,,false,false,false,O4N0BxeZjOxrf5KvHP5qq3EZrCsxue,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5uUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1jQAB,a134W000009DZGFQA4,a154W00000926QnQAI,,,a1C4W00000845KRUAY,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrjUAH,,0000004474,a1J4W00000CgG5wUAF,0014W000025FRkKQAW,2019-02-18,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,2020-02-17,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,,,false,a1C4W00000845KNUAY,1,0,300,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,a1R4W000004PyfOUAS,,300,false,false,0,0,300,,,,,,,0,,,,false,false,false,If2GoVo3sIob4vv2AfWhtGRzTPpquT,false,,2019-02-18,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5wUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1fQAB,a134W000009DZGIQA4,a154W00000926R6QAI,,,a1C4W00000845KNUAY,,,a1R4W000004PyfOUAS,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrkUAH,,0000004477,a1J4W00000CgG5wUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1iQAB,false,false,false,false,false,false,false,false,true,a134W000009DZGPQA4,a154W00000926ScQAI,Scholorship Donation500,500,,,false,a1C4W00000845LBUAY,1,0,500,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,500,false,false,0,0,500,,,,,,,0,,,,false,false,false,u91MFLAc2caMc6bb94ZsZR7oTmmWbB,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5wUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1iQAB,a134W000009DZGPQA4,a154W00000926ScQAI,,,a1C4W00000845LBUAY,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrlUAH,,0000004478,a1J4W00000CgG5xUAF,0014W000025FRkKQAW,2019-02-18,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,2020-02-17,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,,,false,a1C4W00000845KNUAY,1,0,300,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,a1R4W000004PyfOUAS,,300,false,false,0,0,300,,,,,,,0,,,,false,false,false,6zrMQauyEH5EVAZ1p00IEnwZepP8GT,false,,2019-02-18,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5xUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1fQAB,a134W000009DZGIQA4,a154W00000926R6QAI,,,a1C4W00000845KNUAY,,,a1R4W000004PyfOUAS,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrmUAH,,0000004479,a1J4W00000CgG5xUAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1iQAB,false,false,false,false,false,false,false,false,true,a134W000009DZGPQA4,a154W00000926ScQAI,Scholorship Donation500,500,,,false,a1C4W00000845LBUAY,1,0,500,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,500,false,false,0,0,500,,,,,,,0,,,,false,false,false,lArMkaDV3pCkvwvbvCTw2YxMfRm3EW,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5xUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1iQAB,a134W000009DZGPQA4,a154W00000926ScQAI,,,a1C4W00000845LBUAY,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrnUAH,,0000004480,a1J4W00000CgG5yUAF,0014W000025FRkKQAW,2019-02-18,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,2020-02-17,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,,,false,a1C4W00000845KNUAY,1,0,300,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,a1R4W000004PyfOUAS,,300,false,false,0,0,300,,,,,,,0,,,,false,false,false,scpQxznot62Q9oaJloDKhHQ3CZu1tt,false,,2019-02-18,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5yUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1fQAB,a134W000009DZGIQA4,a154W00000926R6QAI,,,a1C4W00000845KNUAY,,,a1R4W000004PyfOUAS,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZroUAH,,0000004481,a1J4W00000CgG5zUAF,0014W000025FRkKQAW,2019-02-18,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,2020-02-17,Contact,a104W00000G3d1fQAB,false,false,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,l3pY0OE6IwRZ1sANiJfAyrdgLmYBKD,false,,2019-02-18,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG5zUAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1fQAB,a134W000009DZGIQA4,a154W00000926RDQAY,,,a1C4W00000845KiUAI,,,a1R4W000004PyfOUAS,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrpUAH,,0000004482,a1J4W00000CgG60UAF,0014W000025FRkKQAW,2019-02-18,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,2020-02-17,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,,,false,a1C4W00000845KiUAI,1,0,25,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,a1R4W000004PyfOUAS,,25,false,false,0,0,25,,,,,,,0,,,,false,false,false,Kh5K7YlWFrTUKkZFCPM8uyhlGNb32z,false,,2019-02-18,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG60UAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1fQAB,a134W000009DZGIQA4,a154W00000926RDQAY,,,a1C4W00000845KiUAI,,,a1R4W000004PyfOUAS,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrqUAH,,0000004483,a1J4W00000CgG60UAF,0014W000025FRkKQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpodbQAB,false,false,,Contact,a104W00000G3d1iQAB,false,false,false,false,false,false,false,false,true,a134W000009DZGPQA4,a154W00000926SkQAI,Scholorship Donation1000,1000,,,false,a1C4W00000845VtUAI,1,0,1000,,Washington,Bob Kelley,United States,,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,,,,1000,false,false,0,0,1000,,,,,,,0,,,,false,false,false,Kynf3pmB6KmTXpr99t0emB9P9YShY8,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG60UAF,0014W000025FRkKQAW,FON-International Association,0034W00002DpodbQAB,a104W00000G3d1iQAB,a134W000009DZGPQA4,a154W00000926SkQAI,,,a1C4W00000845VtUAI,,,,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrrUAH,,0000004484,a1J4W00000CgG61UAF,,2019-02-18,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,,false,true,2020-02-17,Contact,a104W00000G3d1fQAB,false,false,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,,a194W000009Mx8cQAC,false,a1C4W00000845KNUAY,1,0,300,,,Diego Alzugaraytest2,,,,,,,a1R4W000004PyfOUAS,,300,false,false,0,0,300,,,,,,,0,,,,false,false,false,NqUq63QH11I0v7URFQB4t7yg10VudH,false,,2019-02-18,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG61UAF,,FON-International Association,,a104W00000G3d1fQAB,a134W000009DZGIQA4,a154W00000926R6QAI,,a194W000009Mx8cQAC,a1C4W00000845KNUAY,,,a1R4W000004PyfOUAS,,,,,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrsUAH,,0000004490,a1J4W00000CgG62UAF,,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGKQA4,a154W00000926SlQAI,VIP Registration (FON-Annual Meeting (Community Event)),200,,a194W000009Mx8cQAC,false,a1C4W00000845LIUAY,1,0,200,,,Diego Alzugaraytest2,,,,,,,,,200,false,false,0,0,200,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaG6QAL,,0,,,,false,false,false,0C8XsUSRb3hSo5aRoBsQgf7SFjAP6o,false,,,0,false,0,0,,,a104W00000G3d1aQAB,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG62UAF,,FON-International Association,,a104W00000G3d1hQAB,a134W000009DZGKQA4,a154W00000926SlQAI,,a194W000009Mx8cQAC,a1C4W00000845LIUAY,,,,,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaG6QAL,,,a104W00000G3d1aQAB,,
a1I4W00000HFZrtUAH,,0000004491,a1J4W00000CgG62UAF,,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGKQA4,a154W00000926QxQAI,Full Conference Pass (FON-Annual Meeting (Community Event)),100,,a194W000009Mx8cQAC,false,a1C4W00000845KdUAI,1,0,100,,,Diego Alzugaraytest2,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaFvQAL,,0,,,,false,false,false,21SABbFDHUWzhy0lmop5xhoCKmDW7y,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG62UAF,,FON-International Association,,a104W00000G3d1hQAB,a134W000009DZGKQA4,a154W00000926QxQAI,,a194W000009Mx8cQAC,a1C4W00000845KdUAI,,,,,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaFvQAL,,,a104W00000G3d1FQAR,,
a1I4W00000HFZruUAH,,0000004492,a1J4W00000CgG62UAF,,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGKQA4,a154W00000926QxQAI,Full Conference Pass (FON-Annual Meeting (Community Event)),100,,a194W000009Mx8cQAC,false,a1C4W00000845KdUAI,1,0,100,,,Diego Alzugaraytest2,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaFvQAL,,0,,,,false,false,false,4jusRNHYxIJqcIOlxY2R6wG2SCcjT4,false,,,0,false,0,0,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG62UAF,,FON-International Association,,a104W00000G3d1hQAB,a134W000009DZGKQA4,a154W00000926QxQAI,,a194W000009Mx8cQAC,a1C4W00000845KdUAI,,,,,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaFvQAL,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrvUAH,,0000004493,a1J4W00000CgG62UAF,,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGTQA4,a154W00000926RQQAY,Beginner Workshop,25,,a194W000009Mx8cQAC,false,a1C4W00000845KfUAI,1,0,25,a1I4W00000HFZrsUAH,,Diego Alzugaraytest2,,,,,,,,,25,false,false,0,0,25,,a1Y4W000002r0bmUAA,a1d4W00000jHX5lQAG,,,,0,,,,false,false,false,dqLreVQe5Y2RlrsUlc9VlChe9NwIcJ,false,,,0,false,0,200,,,a104W00000G3d1FQAR,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG62UAF,,FON-International Association,,a104W00000G3d1hQAB,a134W000009DZGTQA4,a154W00000926RQQAY,,a194W000009Mx8cQAC,a1C4W00000845KfUAI,a1I4W00000HFZrsUAH,,,,,a1Y4W000002r0bmUAA,a1d4W00000jHX5lQAG,,,,,a104W00000G3d1FQAR,,
a1I4W00000HFZrwUAH,,0000004494,a1J4W00000CgG64UAF,,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGKQA4,a154W00000926SlQAI,VIP Registration (FON-Annual Meeting (Community Event)),200,,a194W000009Mx8cQAC,false,a1C4W00000845LIUAY,1,0,200,,,Diego Alzugaraytest2,,,,,,,,,200,false,false,0,0,200,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaG6QAL,,0,,,,false,false,false,zDxTYTtNUwB0K1psigpBSR2eaxtkBl,false,,,0,false,0,0,,,a104W00000G3d1aQAB,,,,,,,,false,false,false,,,,,,,,false,,a1J4W00000CgG64UAF,,FON-International Association,,a104W00000G3d1hQAB,a134W000009DZGKQA4,a154W00000926SlQAI,,a194W000009Mx8cQAC,a1C4W00000845LIUAY,,,,,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaG6QAL,,,a104W00000G3d1aQAB,,
