Id,Name,OrderApi__Account__c,OrderApi__Auto_Send_Proforma_Invoice_Emails__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Campaign_Page__c,OrderApi__Cancelled_Date__c,OrderApi__Closed_Date__c,OrderApi__Closed_Status__c,OrderApi__Contact__c,OrderApi__Created_by_Customer__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Date__c,OrderApi__Description__c,OrderApi__EPayment__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__Has_Installments__c,OrderApi__Has_Subscription__c,OrderApi__Invoice_Date__c,OrderApi__Is_Active__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Closed__c,OrderApi__Is_Evergreen__c,OrderApi__Is_Invoiced__c,OrderApi__Is_Posted__c,OrderApi__Is_Recurring__c,OrderApi__Is_Scheduled__c,OrderApi__Is_Suspended__c,OrderApi__JSON_Data__c,OrderApi__Memo__c,OrderApi__Number_of_Installments__c,OrderApi__Payment_Gateway__c,OrderApi__Payment_Method__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Posting_Entity__c,OrderApi__Posting_Status__c,OrderApi__Preferred_Email__c,OrderApi__Proforma_Invoice_Email_Sent_Date__c,OrderApi__Proforma_Invoice_Email_Sent__c,OrderApi__Require_Payment_Method__c,OrderApi__Schedule_Frequency__c,OrderApi__Schedule_Status__c,OrderApi__Schedule_Type__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Source_Code__c,OrderApi__Start_Date__c,OrderApi__Status__c,OrderApi__Suspended_Date__c,OrderApi__Suspended_Reason__c,OrderApi__System_Refresh__c,OrderApi__Total__c,OrderApi__Valid_Payment_Method__c,OrderApi__Item_Count__c,OrderApi__Subscription_Lines__c,OrderApi__Subtotal__c,DonorApi__Acknowledged_Date__c,DonorApi__Acknowledgement_Method__c,DonorApi__Do_Not_Acknowledge__c,DonorApi__Forecast_Category__c,DonorApi__Forecasted_Amount__c,DonorApi__Forecasted_Close_Date__c,DonorApi__Gift_Match_Account__c,DonorApi__Gift_Match_Amount__c,DonorApi__Gift_Match_Contact__c,DonorApi__Gift_Matching_Company__c,DonorApi__Gift_Type__c,DonorApi__Grant_LOI_Submitted__c,DonorApi__Grant_Open_Date__c,DonorApi__Grant_Proposal_Deadline__c,DonorApi__Grant_Proposal_Response_Date__c,DonorApi__Grant_Proposal_Submitted__c,DonorApi__Grant_Term__c,DonorApi__Is_Acknowledged__c,DonorApi__Is_Won__c,DonorApi__Source__c,DonorApi__Stage__c,DonorApi__Tribute_Honoree__c,DonorApi__Tribute_Message__c,DonorApi__Tribute_Notification_City__c,DonorApi__Tribute_Notification_Country__c,DonorApi__Tribute_Notification_Email__c,DonorApi__Tribute_Notification_Method__c,DonorApi__Tribute_Notification_Phone__c,DonorApi__Tribute_Notification_Postal_Code__c,DonorApi__Tribute_Notification_State__c,DonorApi__Tribute_Notification_Street__c,DonorApi__Tribute_Notified__c,DonorApi__Tribute_Person_to_Notify__c,DonorApi__Tribute_Type__c,DonorApi__Tax_Deductible_Amount__c,OrderApi__Processing_Changes__c,OrderApi__Mass_Proforma_Email_Subject__c,OrderApi__Is_Pending_Payment__c,OrderApi__Due_Date__c,OrderApi__Encrypted_Id__c,OrderApi__Is_Proforma__c,OrderApi__Adjustment_Reason__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credits_Applied__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Generate_Installments__c,OrderApi__Is_Voided__c,OrderApi__Overall_Total__c,OrderApi__Paid_Date__c,OrderApi__Sales_Order_Status__c,OrderApi__Is_Open__c,OrderApi__Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Campaign_Page__r.Id,OrderApi__Contact__r.Id,OrderApi__EPayment__r.Id,OrderApi__Payment_Gateway__r.Id,OrderApi__Payment_Method__r.Id,OrderApi__Payment_Terms__r.Id,OrderApi__Source_Code__r.Id,DonorApi__Gift_Match_Account__r.Id,DonorApi__Gift_Match_Contact__r.Id
a1J4W00000CgFoLUAV,000001983,0014W000025FRkNQAW,false,,null FON Receipts Contact,,,,,a0o4W00000M5SknQAF,true,true,,,,,0034W00002DpogfQAB,true,"<a href=""/0014W000025FRkN"" target=""_blank"">FON-National Association Guest Checkout Account</a>",,2019-08-13,,,,Account,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,Receipt,,,,false,false,,,Simple Receipt,,null FON Receipts Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,s99hN9J2gSgKZ2eVTzDzD0X0QlyEgKxATaznKP6yJ/s=,false,,,,0,,,false,false,,,Draft,false,0014W000025FRkNQAW,FON-International Association,,0034W00002DpogfQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoMUAV,000001984,0014W000025FRkKQAW,false,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,a0o4W00000M5SknQAF,true,true,,,2019-08-13,Cash Sale,0034W00002Dpof0QAB,false,"<a href=""/0034W00002Dpof0"" target=""_blank"">Justin Pratt</a>",,2019-08-13,,,,Contact,false,true,,false,false,true,false,false,false,false,false,false,,,,,,a1A4W00000F6ZX2UAN,,Receipt,Pending,,,false,true,,,Simple Receipt,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,,,Closed,,,false,225,false,3,3,225,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-08-13,vYO3G0PH04P7NFSjDkmyBFG30lTeX5cv5N3v8PI89iA=,false,,,,0,,,false,false,,,Unpaid,false,0014W000025FRkKQAW,FON-International Association,,0034W00002Dpof0QAB,,,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoNUAV,000001985,0014W000025FRkNQAW,false,,null FON Receipts Contact,,,,,a0o4W00000M5SknQAF,true,true,,,2019-08-13,Cash Sale,0034W00002DpogfQAB,true,"<a href=""/0014W000025FRkN"" target=""_blank"">FON-National Association Guest Checkout Account</a>",,2019-08-13,,,,Account,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,2019-08-13,Receipt,Posted,,,false,false,,,Simple Receipt,,null FON Receipts Contact,,,,,,,Closed,,,false,200,false,2,0,200,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-08-13,WEnKwJMacXECBFNoloyFaVTFq0VS6lVHNmV+htqBhkI=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRkNQAW,FON-International Association,,0034W00002DpogfQAB,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoOUAV,000001989,0014W000025FRkNQAW,false,,Jack Nicholson,,,,,a0o4W00000M5SknQAF,true,true,,,2019-08-14,Cash Sale,0034W00002Dpoe4QAB,true,"<a href=""/0034W00002Dpoe4"" target=""_blank"">Jack Nicholson</a>",,2019-08-14,,,,Contact,false,false,,false,false,true,false,false,true,false,false,false,,,,a184W00000FIxRPQA1,a194W000009Mx8KQAS,a1A4W00000F6ZX2UAN,2019-08-14,Receipt,Posted,,,false,false,,,Simple Receipt,,Jack Nicholson,,,,,,,Closed,,,false,10000,true,1,0,10000,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-08-14,n3YEhJtoAwwFBA/2zoKZ/7D4/9JFWjgITm2sqMHCO5w=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRkNQAW,FON-International Association,,0034W00002Dpoe4QAB,,a184W00000FIxRPQA1,a194W000009Mx8KQAS,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoPUAV,000001990,0014W000025FRmIQAW,false,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,,,2019-08-14,Cash Sale,0034W00002DpohLQAR,true,"<a href=""/0034W00002DpohL"" target=""_blank"">Fonteva Default Contact</a>",,2019-08-14,,,,Contact,false,false,,false,false,true,false,false,false,false,false,false,,,,,,a1A4W00000F6ZX2UAN,,Receipt,Pending,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Closed,,,false,10000,false,1,0,10000,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-08-14,6B+roKSu25hD9kHftiwqMlwLM8utEahC3vDe1YLYrlo=,false,,,,0,,,false,false,,,Unpaid,false,0014W000025FRmIQAW,FON-International Association,,0034W00002DpohLQAR,,,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoQUAV,000001992,0014W000025FRmIQAW,false,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,,,,,0034W00002DpohLQAR,true,"<a href=""/0034W00002DpohL"" target=""_blank"">Fonteva Default Contact</a>",,2019-08-14,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,Receipt,,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,C1TzynB0lQ8z2fA5xVy3wFkh9M65Jf++3aUBPQ3ahP8=,false,,,,0,,,false,false,,,Draft,false,0014W000025FRmIQAW,FON-International Association,,0034W00002DpohLQAR,,a184W00000FIxRPQA1,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoRUAV,000001993,0014W000025FRmIQAW,false,,Fonteva Default Contact,,,,,a0o4W00000M5SknQAF,true,true,,,2019-08-15,Cash Sale,0034W00002DpohLQAR,true,"<a href=""/0034W00002DpohL"" target=""_blank"">Fonteva Default Contact</a>",,2019-08-15,,,,Contact,false,false,,false,false,true,false,false,false,false,false,false,,,,,,a1A4W00000F6ZX2UAN,,Receipt,Pending,,,false,false,,,Simple Receipt,,Fonteva Default Contact,,,,,,,Closed,,,false,25,false,1,0,25,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-08-15,g7XBGnRFHYcbG3RDEumc0ddC6yw48H7ckO8sUBQVz+M=,false,,,,0,,,false,false,,,Unpaid,false,0014W000025FRmIQAW,FON-International Association,,0034W00002DpohLQAR,,,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoSUAV,000001996,0014W000025FRkNQAW,false,,Bhakti Ash,,,,,a0o4W00000M5SknQAF,true,true,,,2019-08-15,Invoiced to Customer,0034W00002DpocYQAR,false,"<a href=""/0034W00002DpocY"" target=""_blank"">Bhakti Ash</a>",,2019-08-15,,,,Contact,false,false,2019-08-15,false,false,true,false,true,true,false,false,false,,,,,,a1A4W00000F6ZX2UAN,2019-08-15,Invoice,Posted,,,false,false,,,,,Bhakti Ash,,,,,,,Closed,,,false,975,false,1,0,975,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-08-15,wz8LpB/vOsfR4VWYtabnw6aFQCVZtyy8OXmnRlwqY0M=,false,,,,0,,,false,false,,,Paid,false,0014W000025FRkNQAW,FON-International Association,,0034W00002DpocYQAR,,,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoTUAV,000001997,0014W000025FRkNQAW,false,,Bhakti Ash,,,,,a0o4W00000M5SknQAF,true,false,,,2019-08-15,Cash Sale,0034W00002DpocYQAR,false,"<a href=""/0034W00002DpocY"" target=""_blank"">Bhakti Ash</a>",,2019-08-15,,,,Contact,false,false,,false,false,true,false,false,false,false,false,false,,,,,,a1A4W00000F6ZX2UAN,,Receipt,Pending,,2019-08-15,true,false,,,Simple Receipt,Arlington,Bhakti Ash,United States,22203,VA,4401 Wilson Boulevard,,,Closed,,,false,105,false,2,0,105,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,2019-08-15,Re74kaZs1NuaM25OuoWcS0qDyX1nnqHBStgu7pPmhxY=,true,,,,0,,,false,false,,,Unpaid,false,0014W000025FRkNQAW,FON-International Association,,0034W00002DpocYQAR,,,,a1A4W00000F6ZX2UAN,,,
a1J4W00000CgFoUUAV,000002000,0014W000025FRkNQAW,false,,Letty Skinner,,,,,a0o4W00000M5SknQAF,true,true,,,,,0034W00002DpohOQAR,false,"<a href=""/0034W00002DpohO"" target=""_blank"">Letty Skinner</a>",,2019-08-16,,,,Contact,false,false,,false,false,false,false,false,false,false,false,false,,,,,,a1A4W00000F6ZX2UAN,,Receipt,,,,false,false,,,Simple Receipt,,Letty Skinner,,,,,,,Open,,,false,0,false,0,0,0,,,false,Open,,,,,,,,,,,,,,false,false,,,,,,,,,,,,,false,,,0,false,,false,,/BkAa8OABOO8Sj1U7MCLOSrG7BS5ryWa0J2DZcqfsr0=,false,,,,0,,,false,false,,,Draft,false,0014W000025FRkNQAW,FON-International Association,,0034W00002DpohOQAR,,,,a1A4W00000F6ZX2UAN,,,
