Id,Name,External_Id__c,OrderApi__Invoice__c,OrderApi__Activation_Date__c,OrderApi__Adjustment_Reason__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Credit_Memo__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Parent_Sales_Order_Line__c,OrderApi__Posted_Date__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__AR_Account__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Invoice_Line__c,OrderApi__Is_Child_Line__c,OrderApi__Payment_Priority__c,OrderApi__Credit_Note__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Credit_Memo__r.External_Id__c,OrderApi__GL_Account__r.Id,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Parent_Sales_Order_Line__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__AR_Account__r.Id,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Credit_Note__r.External_Id__c
a114W00000KvqplQAB,0000001274,17,a124W00000MTdgVQAT,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-15,,Redford,Rose Brixton,United States,48240,Michigan,19343 Norborne,,,-15,false,0,-15,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpodsQAB,0,,true,,,,,485,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,156,,
a114W00000KvqpmQAB,0000001275,18,a124W00000MTdgXQAT,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-3,,New Orleans,Chester Brixton,United States,70112,Louisiana,353 Baronne St,,,-3,false,0,-3,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofBQAR,0,,true,,,,,487,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,157,,
a114W00000KvqpnQAB,0000001276,19,a124W00000MTdgZQAT,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-30,,Northeast,Clayton Clintford,United States,20017,Washington DC,3110 10th street,,,-30,false,0,-30,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofEQAR,0,,true,,,,,489,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,93,,
a114W00000KvqpoQAB,0000001277,20,a124W00000MTdgbQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-10,,Chillicothe,Edna Flannigan,United States,45601,Ohio,20544 US 23 N,,,-10,false,0,-10,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofFQAR,0,,true,,,,,491,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,94,,
a114W00000KvqppQAB,0000001278,21,a124W00000MTdgcQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-25,,Harrisonburg,Sam Flannigan,United States,22801,Virginia,406 West Ave,,,-25,false,0,-25,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofGQAR,0,,true,,,,,517,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,95,,
a114W00000KvqpqQAB,0000001279,22,a124W00000MTdgdQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-40,,Harrisonburg,Sam Flannigan,United States,22801,Virginia,406 West Ave,,,-40,false,0,-40,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofGQAR,0,,true,,,,,518,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,95,,
a114W00000KvqprQAB,0000001280,23,a124W00000MTdgfQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-30,,Urbana,Clara Flannigan,United States,61801,Illinois,1401 W Green St,,,-30,false,0,-30,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofHQAR,0,,true,,,,,520,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,96,,
a114W00000KvqpsQAB,0000001281,24,a124W00000MTdghQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-25,,New Orleans,Rachel Brown,United States,70112,Louisiana,353 Baronne St,,,-25,false,0,-25,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofIQAR,0,,true,,,,,522,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,97,,
a114W00000KvqptQAB,0000001282,25,a124W00000MTdgiQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-25,,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,,,-25,false,0,-25,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpodfQAB,0,,true,,,,,523,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,98,,
a114W00000KvqpuQAB,0000001283,26,a124W00000MTdgkQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-10,,New York,David Brown,United States,10121,New York,2 Penn Plz,,,-10,false,0,-10,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofJQAR,0,,true,,,,,525,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,99,,
a114W00000KvqpvQAB,0000001284,27,a124W00000MTdgnQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-1,,Luzern,Daniel Fields,Switzerland,,,Adligenswilerstrasse 39,,,-1,false,0,-1,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofNQAR,0,,true,,,,,528,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,103,,
a114W00000KvqpwQAB,0000001285,28,a124W00000MTdgpQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-12.5,,Luzern,Cordelia Clarke,Switzerland,,,Adligenswilerstrasse 39,,,-12.5,false,0,-12.5,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofPQAR,0,,true,,,,,530,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,105,,
a114W00000KvqpxQAB,0000001287,29,a124W00000MTdgqQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-50,,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,,,-50,false,0,-50,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofQQAR,0,,true,,,,,13,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,172,,
a114W00000KvqpyQAB,0000001288,30,a124W00000MTdgrQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-25,,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,,,-25,false,0,-25,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofSQAR,0,,true,,,,,14,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,174,,
a114W00000KvqpzQAB,0000001289,31,a124W00000MTdguQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-50,,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,,,-50,false,0,-50,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofTQAR,0,,true,,,,,17,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,175,,
a114W00000Kvqq0QAB,0000001290,32,a124W00000MTdgvQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-25,,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,,,-25,false,0,-25,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofUQAR,0,,true,,,,,18,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,176,,
a114W00000Kvqq1QAB,0000001291,33,a124W00000MTdgwQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-1,,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,,,-1,false,0,-1,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofUQAR,0,,true,,,,,19,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,176,,
a114W00000Kvqq2QAB,0000001292,34,a124W00000MTdgyQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-30,,BROMLEY,Estella Tucker,United Kingdom,BR1 4SB,,50B  HILLCREST ROAD,,,-30,false,0,-30,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofVQAR,0,,true,,,,,21,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,177,,
a114W00000Kvqq3QAB,0000001293,35,a124W00000MTdh3QAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-10,,BROMLEY,Celia Wallace,United Kingdom,BR1 3EN,,17  RAFFORD WAY,,,-10,false,0,-10,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofYQAR,0,,true,,,,,26,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,180,,
a114W00000Kvqq4QAB,0000001294,36,a124W00000MTdh6QAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-1,,N Flat Rock,Luis Neal,United States,48134,Michigan,28305 Sheeks Blvd,,,-1,false,0,-1,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofaQAB,0,,true,,,,,56,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,182,,
a114W00000Kvqq5QAB,0000001295,37,a124W00000MTdh9QAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1IQAR,true,true,false,false,false,,,Write Off,0,,2018-04-22,false,,1,-25,,Lake,Esther Wilson,United States,48632,Michigan,7744 Mystic Lake Dr,,,-25,false,0,-25,a104W00000G3d1EQAR,0,0,0,0,0034W00002DpofcQAB,0,,true,,,,,59,FON-International Association,,a104W00000G3d1IQAR,,,,,,,,a104W00000G3d1EQAR,184,,
a114W00000Kvqv1QAB,0000001610,38,a124W00000MTdihQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926S9QAI,Marketing Keynote with Lunch,0,,,false,,1,0,a1I4W00000HFZwcUAH,Luzern,Bess Weber,Switzerland,,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,261,FON-International Association,,a104W00000G3d1EQAR,131,601,,,1221,,,a104W00000G3d1EQAR,,,
a114W00000Kvqv2QAB,0000001611,39,a124W00000MTdihQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,a134W000009DZGdQAO,a154W00000926SDQAY,Closing Keynote,0,,,false,,1,0,a1I4W00000HFZwdUAH,Luzern,Bess Weber,Switzerland,,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,261,FON-International Association,,a104W00000G3d1EQAR,131,639,,,1222,,,a104W00000G3d1EQAR,,,
a114W00000Kvqv3QAB,0000001612,40,a124W00000MTdihQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Lunch,0,,,false,,1,0,a1I4W00000HFZweUAH,Luzern,Bess Weber,Switzerland,,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,261,FON-International Association,,a104W00000G3d1EQAR,,,,,1223,,,a104W00000G3d1EQAR,,,
a114W00000Kvqv4QAB,0000001613,41,a124W00000MTdiiQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,2017 Annual Conference - Non Member Registration,0,,,false,,1,300,a1I4W00000HFZwfUAH,Zurich,Gary Flowers,Switzerland,,,,,,300,false,0,300,a104W00000G3d1EQAR,0,0,0,300,,0,,false,,,,,262,FON-International Association,,a104W00000G3d1EQAR,,,,,1224,,,a104W00000G3d1EQAR,,,
a114W00000Kvqv5QAB,0000001614,42,a124W00000MTdiiQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Lunch,0,,,false,,1,0,a1I4W00000HFZwgUAH,Zurich,Gary Flowers,Switzerland,,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,262,FON-International Association,,a104W00000G3d1EQAR,,,,,1225,,,a104W00000G3d1EQAR,,,
a114W00000Kvqv6QAB,0000001615,43,a124W00000MTdiiQAD,,,true,a0o4W00000M5SknQAF,true,,false,,a104W00000G3d1EQAR,false,false,false,false,false,,,Session 2a: Creative Brainstorming Methods,0,,,false,,1,0,a1I4W00000HFZwhUAH,Zurich,Gary Flowers,Switzerland,,,,,,0,false,0,0,a104W00000G3d1EQAR,0,0,0,0,,0,,false,,,,,262,FON-International Association,,a104W00000G3d1EQAR,,,,,1226,,,a104W00000G3d1EQAR,,,
