Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Bio__c,EventApi__Company_Name__c,EventApi__Contact__c,EventApi__Email__c,EventApi__Event__c,EventApi__Large_Profile_Photo_URL__c,EventApi__Other_Phone__c,EventApi__Phone__c,EventApi__Special_Requests__c,EventApi__Status__c,EventApi__Title__c,LTE__Facebook_URL__c,LTE__Is_Featured__c,LTE__LinkedIn_URL__c,LTE__Twitter_URL__c,EventApi__Display_Order__c,EventApi__Is_Featured__c,LastViewedDate,LastReferencedDate,EventApi__Contact__r.External_Id__c,EventApi__Event__r.Id
a1g4W000002nWTqQAM,false,Joe Smith,11,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,"<p>Come hear Joe speak about his experiences.</p> <p>Joe was one of the first 50 consultants certified by Salesforce.com to provide services to their clients. Joe holds a Bachelor degree in Accounting, a Masters Degree in Taxation and is a Certified Public Accountant. He started his career as a senior manager with Ernst and Young. Joe has served as an investor, advisor and co-founder of multiple fast-growing technology companies.</p>",Fonteva,,,a1Y4W000002bRy3UAE,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D6A0000039vRfUAI/RcdFGJnn_Joe_Smith_jpg,,,,Accepted,Inspirational Speaker,www.google.com,false,www.google.com,www.google.com,,false,,,,a1Y4W000002bRy3UAE
a1g4W000002nWU2QAM,false,Joe Smith,12,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,"<p>Come hear Joe speak about his experiences.</p> <p>Joe was one of the first 50 consultants certified by Salesforce.com to provide services to their clients. Joe holds a Bachelor degree in Accounting, a Masters Degree in Taxation and is a Certified Public Accountant. He started his career as a senior manager with Ernst and Young. Joe has served as an investor, advisor and co-founder of multiple fast-growing technology companies.</p>",Fonteva,,,,,,,,Accepted,Inspirational Speaker,www.google.com,false,www.google.com,www.google.com,,false,,,,
a1g4W000002nWTwQAM,false,Gerald Frank,13,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.</p>",Genesis Media,,,,,,,,Accepted,"EVP, Worldwide Sales",https://#,true,https://#,https://#,,true,,,,
a1g4W000002nWU3QAM,false,Lucinda McKinney,14,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.",MAP XL,,,,,,,,Accepted,General Manager,https://#,true,https://#,https://#,,true,,,,
a1g4W000002nWU0QAM,false,a1g4W000002nWU0,15,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,,,,,,,,,,Considering,,,false,,,,false,,,,
a1g4W000002nWU4QAM,false,Sharon Jones,16,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.",New Digital,,,,,,,,Accepted,Creative Director,https://#,true,https://#,https://#,,true,,,,
a1g4W000002nWTxQAM,false,a1g4W000002nWTx,17,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,,,,,,,,,,Considering,,,false,,,,false,,,,
a1g4W000002nWTyQAM,false,a1g4W000002nWTy,18,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,,,,,,,,,,Considering,,,false,,,,false,,,,
a1g4W000002nWTzQAM,false,a1g4W000002nWTz,19,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,,,,,,,,,,Considering,,,false,,,,false,,,,
a1g4W000002nWU1QAM,false,a1g4W000002nWU1,20,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,,,,,,,,,,Considering,,,false,,,,false,,,,
a1g4W000002nWThQAM,false,Bob Kelley,21,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.</p>",ABC Corporation,0034W00002AU8T6QAL,bobkelley@mailinator.com,a1Y4W000002bRy4UAE,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/BTiqEvmL_Male_Speaker_2_png&bucket=fonteva-customer-media-secure,,202-546-7890,,Accepted,CEO,https://#,false,https://#,https://#,,true,,,38,a1Y4W000002bRy4UAE
a1g4W000002nWTiQAM,false,Lucinda McKinney,22,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.</p>",MAP XL,0034W00002AU8UUQA1,lucindamckinney@mailinator.com,a1Y4W000002bRy4UAE,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/PbSohdGG_Female_Speaker_1_png&bucket=fonteva-customer-media-secure,,(335)-283-6332,,Accepted,General Manager,https://#,false,https://#,https://#,,true,,,278,a1Y4W000002bRy4UAE
a1g4W000002nWTrQAM,false,Sharon Jones,23,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.</p><p><br></p>",New Digital,,,a1Y4W000002bRy4UAE,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/wtCQAhKx_Female_Speaker_2_png&bucket=fonteva-customer-media-secure,,,,Accepted,Creative Director,https://#,false,https://#,https://#,,true,,,,a1Y4W000002bRy4UAE
a1g4W000002nWTsQAM,false,Marc Benioff,24,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,,Salesforce,,,a1Y4W000002bRxuUAE,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D6A0000039vRfUAI/cMqxChBX_Marc_Benioff_jpeg,,,,Considering,CEO,,false,,,,false,,,,a1Y4W000002bRxuUAE
a1g4W000002nWTtQAM,false,Joe Smith,25,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,"<p>Come hear Joe speak about his experiences.</p> <p>Joe was one of the first 50 consultants certified by Salesforce.com to provide services to their clients. Joe holds a Bachelor degree in Accounting, a Masters Degree in Taxation and is a Certified Public Accountant. He started his career as a senior manager with Ernst and Young. Joe has served as an investor, advisor and co-founder of multiple fast-growing technology companies.</p>",Fonteva,,,a1Y4W000002bRy5UAE,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D6A0000039vRfUAI/RcdFGJnn_Joe_Smith_jpg,,,,Considering,Inspirational Speaker,www.google.com,false,www.google.com,www.google.com,,false,,,,a1Y4W000002bRy5UAE
a1g4W000002nWTfQAM,false,Bob Kelley,26,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.</p>",ABC Company,0034W00002AU8T6QAL,anagaraj@fonteva.com,a1Y4W000002bRxsUAE,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/BTiqEvmL_Male_Speaker_2_png&bucket=fonteva-customer-media-secure,,202-487-3997,,Accepted,CEO,,false,,,,true,,,38,a1Y4W000002bRxsUAE
a1g4W000002nWTuQAM,false,Gerald Frank,27,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,"<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam magna nunc, feugiat vel nisl quis, pharetra ornare magna. Morbi ultricies dui a eros auctor, sed congue sapien congue. Maecenas dignissim hendrerit ligula, nec eleifend arcu varius vitae. Fusce posuere in ante sit amet scelerisque. Ut sed fringilla velit. Ut et ligula vitae sapien vestibulum imperdiet. Nullam interdum augue vel condimentum rutrum.</p><p><br></p>",Genesis Media,,,a1Y4W000002bRxsUAE,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/RTTQsnCI_Male_Speaker_1_png&bucket=fonteva-customer-media-secure,,,,Accepted,"EVP, Worldwide Sales",,false,,,,true,,,,a1Y4W000002bRxsUAE
a1g4W000002nWTgQAM,false,Lucinda Mckinney,28,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:28.000+0000,,MAP XL,0034W00002AU8UUQA1,lucindamckinney@mailinator.com,a1Y4W000002bRxsUAE,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/PbSohdGG_Female_Speaker_1_png&bucket=fonteva-customer-media-secure,,(335)-283-6332,,Accepted,General Manager,,false,,,,true,,,278,a1Y4W000002bRxsUAE
a1g4W000002nWTvQAM,false,Sharon Jones,29,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:28.000+0000,2020-09-24T07:29:29.000+0000,,New Digital,,,a1Y4W000002bRxsUAE,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/wtCQAhKx_Female_Speaker_2_png&bucket=fonteva-customer-media-secure,,,,Accepted,Creative Director,,false,,,,true,,,,a1Y4W000002bRxsUAE
