Id,OrderApi__Term__c,Name,External_Id__c,OrderApi__Sales_Order__c,OrderApi__Account__c,OrderApi__Activation_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Auto_Assign_Account_Contacts__c,OrderApi__Auto_Assign_Contact__c,OrderApi__Auto_Assign_Rule__c,OrderApi__Auto_Assign__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Auto_Renew__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__GL_Account__c,OrderApi__Is_Amendment__c,OrderApi__Is_Installment_Calculated__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax__c,OrderApi__Is_Valid__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Package_Item__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Required_Package_Items__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Shipping_Tracking_Number__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__System_Override__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total_Installment_Price__c,OrderApi__Total__c,EventApi__Attendee__c,EventApi__Event__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ROEApi__Group_Registration_Key__c,DonorApi__Tax_Deductible_Amount__c,DonorApi__Write_In__c,ProgramApi__Program_Profile__c,ProgramApi__Program_Term__c,OrderApi__Do_Not_Collect_Payment__c,EventApi__Is_Required_Schedule_Item__c,OrderApi__Display_Item__c,OrderApi__Foreign_Key__c,OrderApi__Incomplete__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Subscription_Start_Date__c,OrderApi__Item_Tax_Percent__c,OrderApi__Parent_Is_Installment_Calculated__c,OrderApi__Parent_Total_Installment_Price__c,OrderApi__Parent_Total__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__AR_Account__c,OrderApi__Adjustment_Reason__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credit_Note__c,OrderApi__Credits_Applied__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Line_Posted__c,OrderApi__Payment_Priority__c,OrderApi__Posted_Date__c,OrderApi__Credit_Memo__c,OrderApi__Item_Name__c,OrderApi__Overall_Total__c,Revenue_Category__c,Revenue_Subcategory__c,Program_Term_Is_Maintenance__c,OrderApi__Term__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__GL_Account__r.Id,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Package_Item__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Shipping_Method__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,EventApi__Attendee__r.External_Id__c,EventApi__Event__r.Id,EventApi__Schedule_Item__r.External_Id__c,EventApi__Sponsor_Package__r.External_Id__c,EventApi__Ticket_Type__r.External_Id__c,ProgramApi__Program_Profile__r.External_Id__c,ProgramApi__Program_Term__r.External_Id__c,OrderApi__AR_Account__r.Id,OrderApi__Credit_Note__r.External_Id__c,OrderApi__Credit_Memo__r.External_Id__c
a1I4W00000HFZjeUAH,,0000004703,602,a1J4W00000CgFoGUAV,0014W000025FRkLQAW,,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002DpocdQAB,false,false,,Account,a104W00000G3d1HQAR,false,false,true,false,false,false,false,false,true,a134W000009DZGJQA4,a154W00000926QwQAI,FON-5 deep x 10 wide,975,,,false,a1C4W00000845LOUAY,1,0,975,,Stratford,Jerome Bates,United States,,6615,Connecticut,40 Macs Harbor Ct,,,,975,false,false,0,0,975,,,,,,,0,,,,false,false,false,eQAbIVdPoStNfrW19rWNR0f40f3uqh,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,1,6,FON-International Association,143,a104W00000G3d1HQAR,164,698,,,543,,,,,,,,,,,,,,
a1I4W00000HFZjfUAH,,0000004705,603,a1J4W00000CgFoHUAV,0014W000025FRkNQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpocWQAR,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGKQA4,a154W00000926QxQAI,Full Conference Pass (FON-Annual Meeting (Community Event)),100,,,false,a1C4W00000845KdUAI,1,0,100,,,prathyusha Test,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaFvQAL,,0,,,,false,false,false,fdBPmqT9vqSr5ms6JHAsEyjN6P6OAW,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,2,21,FON-International Association,1,a104W00000G3d1hQAB,176,,,,620,,,,,,a1Y4W000002r0bmUAA,,,20,,,,,
a1I4W00000HFZjgUAH,,0000004706,604,a1J4W00000CgFoHUAV,0014W000025FRkNQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpocWQAR,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGKQA4,a154W00000926QxQAI,Full Conference Pass (FON-Annual Meeting (Community Event)),100,,,false,a1C4W00000845KdUAI,1,0,100,,,prathyusha Test,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bmUAA,,,a1j4W00000SEaFvQAL,,0,,,,false,false,false,KVC67hh4eFQC9ootRKn6nwjDiMQQZ7,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,2,21,FON-International Association,1,a104W00000G3d1hQAB,176,,,,620,,,,,,a1Y4W000002r0bmUAA,,,20,,,,,
a1I4W00000HFZjhUAH,,0000004707,605,a1J4W00000CgFoIUAV,0014W000025FRkNQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpocWQAR,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGLQA4,a154W00000926QyQAI,Individual Seats (FON-Awards - Tables With Assigned Seating (Community Event)),100,,,false,a1C4W00000845L4UAI,1,0,100,,,prathyusha Test,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bnUAA,,,a1j4W00000SEaFwQAL,,0,,,,false,false,false,m9kmSa5KqhPP08yi4HAvgmrjI4SO4F,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,3,21,FON-International Association,1,a104W00000G3d1hQAB,178,,,,628,,,,,,a1Y4W000002r0bnUAA,,,23,,,,,
a1I4W00000HFZjiUAH,,0000004708,606,a1J4W00000CgFoIUAV,0014W000025FRkNQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpocWQAR,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGLQA4,a154W00000926QyQAI,Individual Seats (FON-Awards - Tables With Assigned Seating (Community Event)),100,,,false,a1C4W00000845L4UAI,1,0,100,,,prathyusha Test,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bnUAA,,,a1j4W00000SEaFwQAL,,0,,,,false,false,false,XJEZiX4jhPcJXA35iPT8Nm0o2eLmFR,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,3,21,FON-International Association,1,a104W00000G3d1hQAB,178,,,,628,,,,,,a1Y4W000002r0bnUAA,,,23,,,,,
a1I4W00000HFZjjUAH,,0000004709,731,a1J4W00000CgFoIUAV,0014W000025FRkNQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpocWQAR,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGLQA4,a154W00000926QyQAI,Individual Seats (FON-Awards - Tables With Assigned Seating (Community Event)),100,,,false,a1C4W00000845L4UAI,1,0,100,,,prathyusha Test,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bnUAA,,,a1j4W00000SEaFwQAL,,0,,,,false,false,false,f0ZZ9BbUxBR7uTAJzQTSBjqckNIgo0,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,3,21,FON-International Association,1,a104W00000G3d1hQAB,178,,,,628,,,,,,a1Y4W000002r0bnUAA,,,23,,,,,
a1I4W00000HFZjkUAH,,0000004710,732,a1J4W00000CgFoIUAV,0014W000025FRkNQAW,,1,,,false,true,Contact,true,true,a0o4W00000M5SknQAF,true,0034W00002DpocWQAR,false,false,,Contact,a104W00000G3d1hQAB,false,false,true,false,false,false,false,false,true,a134W000009DZGLQA4,a154W00000926QyQAI,Individual Seats (FON-Awards - Tables With Assigned Seating (Community Event)),100,,,false,a1C4W00000845L4UAI,1,0,100,,,prathyusha Test,,,,,,,,,100,false,false,0,0,100,,a1Y4W000002r0bnUAA,,,a1j4W00000SEaFwQAL,,0,,,,false,false,false,ujN6Ni1H9ZvcUfEyRD8f8gzTvKVee6,false,,,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,3,21,FON-International Association,1,a104W00000G3d1hQAB,178,,,,628,,,,,,a1Y4W000002r0bnUAA,,,23,,,,,
a1I4W00000HFZjlUAH,,0000004711,733,a1J4W00000CgFoJUAV,0014W000025FRmIQAW,2019-08-12,0,,,false,false,,false,true,a0o4W00000M5SknQAF,false,0034W00002DpohLQAR,false,false,2020-08-11,Contact,a104W00000G3d1fQAB,false,false,false,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,,,false,a1C4W00000845KoUAI,1,0,150,,,,,,,,,,a1R4W000004PyfOUAS,,150,false,false,0,0,150,,,,,,,0,,,,false,false,false,0zEdZM07l5jNn4nM0c2yRbfmam6DYR,false,,2019-08-12,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,4,25,FON-International Association,222,a104W00000G3d1fQAB,155,650,,,475,,,a1R4W000004PyfOUAS,,,,,,,,,,,
a1I4W00000HFZjmUAH,,0000004716,734,a1J4W00000CgFoKUAV,0014W000025FRkKQAW,2019-08-13,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002Dpof0QAB,false,false,2019-12-31,Contact,a104W00000G3d1fQAB,false,true,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,,,true,a1C4W00000845KlUAI,1,1,75,,San Francisco,Justin Pratt,United States,,94108,California,131 Waverly Pl,,a1R4W000004PyfNUAS,,75,false,false,0,375,75,,,,,,,0,,,,false,false,false,dvenL12ZsnnzN8zzy5yqdxOHTARkNr,false,,2019-08-13,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,5,5,FON-International Association,75,a104W00000G3d1fQAB,155,96,,,613,,,a1R4W000004PyfNUAS,,,,,,,,,,,
a1I4W00000HFZjnUAH,,0000004717,735,a1J4W00000CgFoKUAV,0014W000025FRkKQAW,2019-08-13,0,,,false,false,,false,true,a0o4W00000M5SknQAF,false,0034W00002Dpof0QAB,false,false,2019-12-31,Contact,a104W00000G3d1fQAB,false,true,true,false,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,,,true,a1C4W00000845KOUAY,1,0,7.5,a1I4W00000HFZjmUAH,,,,,,,,,a1R4W000004PyfNUAS,,7.5,false,false,0,37.5,7.5,,,,,,,0,,,,false,false,true,wLb3rHTtRSEzEc3UO6cDGjJkta17xY,false,dvenL12ZsnnzN8zzy5yqdxOHTARkNr,2019-08-13,0,true,375,75,,,,,,,,,,,false,false,false,,,,,,,,false,,5,5,FON-International Association,75,a104W00000G3d1fQAB,155,701,,,547,734,,a1R4W000004PyfNUAS,,,,,,,,,,,
a1I4W00000HFZjoUAH,,0000004718,736,a1J4W00000CgFoKUAV,0014W000025FRkKQAW,2019-08-13,0,,,false,false,,false,true,a0o4W00000M5SknQAF,false,0034W00002Dpof0QAB,false,false,2019-12-31,Contact,a104W00000G3d1fQAB,false,true,true,false,true,false,true,false,true,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,a174W00000JImauQAD,,true,a1C4W00000845KmUAI,1,0,5,a1I4W00000HFZjmUAH,,,,,,,,,a1R4W000004PyfNUAS,,5,false,false,0,25,5,,,,,,,0,,,,false,false,true,A86CgKYfhVc2IlsWPgN1umTPwmpJT4,false,dvenL12ZsnnzN8zzy5yqdxOHTARkNr,2019-08-13,0,true,375,75,,,,,,,,,,,false,false,false,,,,,,,,false,,5,5,FON-International Association,75,a104W00000G3d1fQAB,155,700,10,,545,734,,a1R4W000004PyfNUAS,,,,,,,,,,,
a1I4W00000HFZjpUAH,,0000004728,737,a1J4W00000CgFoMUAV,0014W000025FRkKQAW,2020-01-01,0,,,false,false,,false,true,a0o4W00000M5SknQAF,true,0034W00002Dpof0QAB,false,false,2020-12-31,Contact,a104W00000G3d1fQAB,false,true,false,true,false,false,true,false,true,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,,,true,a1C4W00000845KlUAI,1,1,75,,San Francisco,Justin Pratt,United States,,94108,California,131 Waverly Pl,,a1R4W000004PyfNUAS,a1S4W000004D1RIUA0,75,false,false,0,900,75,,,,,,,0,,,,false,false,false,eusCWcxrmVA0t9wn1EWZ11CRw2GoPJ,false,,2020-01-01,0,false,0,0,,,,,,,,,,,false,false,false,,,,,,,,false,,7,5,FON-International Association,75,a104W00000G3d1fQAB,155,96,,,613,,,a1R4W000004PyfNUAS,12,,,,,,,,,,
