Id,Name,External_Id__c,OrderApi__Scheduled_Payment__c,OrderApi__API_Amount__c,OrderApi__AVS_Code__c,OrderApi__AVS_Message__c,OrderApi__Account__c,OrderApi__Bank_Account_Holder_Type__c,OrderApi__Bank_Account_Number__c,OrderApi__Bank_Account_Type__c,OrderApi__Bank_Name__c,OrderApi__Bank_Routing_Number__c,OrderApi__Batch__c,OrderApi__Billing_City__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__CVV_Code__c,OrderApi__CVV_Message__c,OrderApi__Cancelled__c,OrderApi__Card_Number__c,OrderApi__Card_Type__c,OrderApi__Contact__c,OrderApi__Create_Payment_Schedule__c,OrderApi__Currency_Code__c,OrderApi__Date__c,OrderApi__Deposit_Account__c,OrderApi__Description__c,OrderApi__Eligible_for_Card_Updater__c,OrderApi__Email__c,OrderApi__Entity__c,OrderApi__Error_Code__c,OrderApi__Errors__c,OrderApi__First_Name__c,OrderApi__First_Six_Digits__c,OrderApi__Full_Name__c,OrderApi__Gateway_Token__c,OrderApi__Gateway_Transaction_ID__c,OrderApi__Has_Errors__c,OrderApi__IP_Address__c,OrderApi__Is_Scheduled__c,OrderApi__Last_4_Digits__c,OrderApi__Last_Four_Digits__c,OrderApi__Last_Name__c,OrderApi__Merchant_Location_Descriptor__c,OrderApi__Merchant_Name_Descriptor__c,OrderApi__Message__c,OrderApi__Month__c,OrderApi__Number__c,OrderApi__Number_of_Installments__c,OrderApi__On_Test_Gateway__c,OrderApi__Order_ID__c,OrderApi__Path__c,OrderApi__Payment_Gateway__c,OrderApi__Payment_Method_Token__c,OrderApi__Payment_Method_Type__c,OrderApi__Payment_Method__c,OrderApi__Pending__c,OrderApi__Phone__c,OrderApi__Receipt_Created__c,OrderApi__Reference_Token__c,OrderApi__Refund_Receipt__c,OrderApi__Retain_on_Success__c,OrderApi__Sales_Order__c,OrderApi__Schedule_Frequency__c,OrderApi__Schedule_Type__c,OrderApi__Source_Code__c,OrderApi__Start_Date__c,OrderApi__Status__c,OrderApi__Storage_State__c,OrderApi__Succeeded__c,OrderApi__Total__c,OrderApi__Transaction_Token__c,OrderApi__Transaction_Type__c,OrderApi__Verification_Value__c,OrderApi__Year__c,OrderApi__Amount__c,OrderApi__API_Response__c,OrderApi__EPayment__c,OrderApi__Is_Voided__c,OrderApi__Process_Payment__c,OrderApi__Process_Void__c,OrderApi__State__c,OrderApi__Is_ThreeDS__c,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Batch__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Deposit_Account__r.Id,OrderApi__Payment_Gateway__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Refund_Receipt__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Source_Code__r.Id,OrderApi__EPayment__r.External_Id__c
a0z4W00000iXrFnQAK,0000000108,11,,20000,,,0014W000025FRkKQAW,,,,,,,Washington,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpodbQAB,false,USD,2019-02-18,a104W00000G3d1EQAR,Sales Order #000001815,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,55,false,,true,,1111,Kelley,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,5,false,000001815,/LightningMemberPortal/aura,a184W00000FIxRPQA1,6EjQqOgF2w98qIFm7PEcsukfqgG,credit_card,,false,,false,,,false,a1J4W00000CgG65UAF,Monthly,Termed Recurring,,2019-02-18,Success,cached,true,200,Xsd9w4HLSkFMaWTDEnWPSSv1LSQ,Purchase,,2023,200,,,false,false,false,succeeded,false,,5,,FON-International Association,272,a104W00000G3d1EQAR,3,,,603,,
a0z4W00000iXrDCQA0,0000000165,12,,250000,,,0014W000025FRkKQAW,,,,,,,Arlington,United States,22209,VA,1121 Arlington Boulevard,a0o4W00000M5SknQAF,,,false,,visa,0034W00002DpodbQAB,false,USD,2019-11-05,a104W00000G3d1EQAR,Sales Order #000002038,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Kelley,,,Succeeded!,1,,,false,,/LightningMemberPortal/sfsites/aura,a184W00000FIxRPQA1,2ZrVp8qyPr43Yjmgf3vsamoMcxW,credit_card,a194W000009Mx8MQAS,false,,false,,,false,a1J4W00000CgFp7UAF,,Simple Receipt,,,Success,retained,true,2500,39vs8aJMEY1hAAbhDgzsuKYjMsU,Purchase,,2022,2500,,,false,false,false,succeeded,false,,5,,FON-International Association,272,a104W00000G3d1EQAR,3,8,,312,,
a0z4W00000iXrDDQA0,0000000166,13,,30000,,,0014W000025FRkQQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,,visa,0034W00002DpocbQAB,false,USD,2019-11-05,a104W00000G3d1EQAR,Sales Order #000002040,false,,Contact,,,Ellen,411111,Ellen Example_ReJoin,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Example_ReJoin,,,Succeeded!,1,,,false,,/aura,a184W00000FIxRPQA1,CXEXKoAnhYri0pV1G1ToDOtpefE,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,300,RzSO8EjVarQ9dEHsrMH5FEx4foV,Purchase,,2028,300,,,false,false,false,succeeded,false,,92,,FON-International Association,6,a104W00000G3d1EQAR,3,,,,,
a0z4W00000iXrDEQA0,0000000167,14,,30000,,,0014W000025FRkQQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,,visa,0034W00002DpocbQAB,false,USD,2019-11-05,a104W00000G3d1EQAR,Sales Order #000002042,false,,Contact,,,Ellen,411111,Ellen Example_ReJoin,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Example_ReJoin,,,Succeeded!,1,,,false,,/aura,a184W00000FIxRPQA1,3Sj0MbG5eDXOPbjxdKAUT04pb3h,credit_card,,false,,false,,,false,a1J4W00000CgFp9UAF,,Simple Receipt,,,Success,cached,true,300,YMjws7cDx0pmeO9JDBj8NbCfV0L,Purchase,,2034,300,,,false,false,false,succeeded,false,,92,,FON-International Association,6,a104W00000G3d1EQAR,3,,,362,,
a0z4W00000iXrDFQA0,0000000168,15,,30000,,,0014W000025FRlSQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,,visa,0034W00002Dpoe8QAB,false,USD,2019-11-05,a104W00000G3d1EQAR,Sales Order #000002044,false,,Contact,,,FON,411111,FON Example_ReJoin,S3cC7nvTH0SezBYdmrX48h46kat,,false,,false,,1111,Example_ReJoin,,,Succeeded!,1,,,false,,/aura,a184W00000FIxRPQA1,XKHjf4MWpwDW1F1CkHWrifRqcwM,credit_card,,false,,false,,,false,a1J4W00000CgFpBUAV,,Simple Receipt,,,Success,cached,true,300,Wc1mCcrEnuFWdHvJbspEEyWNOOS,Purchase,,2031,300,,,false,false,false,succeeded,false,,94,,FON-International Association,7,a104W00000G3d1EQAR,3,,,364,,
a0z4W00000iXrFsQAK,0000000115,16,,30000,,,0014W000025FRkKQAW,,,,,,,Washington,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpodbQAB,false,USD,2019-03-04,a104W00000G3d1EQAR,Sales Order #000001832,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,57,false,,false,,1111,Kelley,,,Succeeded!,6,XXXX-XXXX-XXXX-1111,,false,000001832,/aura,a184W00000FIxRPQA1,NXwB7HWwdoWef6AhiuBuj9YvPT6,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,300,T3JUZIuBCmji8RGjF29H8ppDmED,Purchase,,2019,300,,,false,false,false,succeeded,false,,5,,FON-International Association,272,a104W00000G3d1EQAR,3,,,,,
a0z4W00000iXrFtQAK,0000000116,17,,10200,,,0014W000025FRkKQAW,,,,,,,Washington,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpodbQAB,false,USD,2019-03-04,a104W00000G3d1EQAR,Sales Order #000001833,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,64,false,,false,,1111,Kelley,,,Succeeded!,12,XXXX-XXXX-XXXX-1111,,false,000001833,/aura,a184W00000FIxRPQA1,N8kIvyz0VAH2vc4F3J7FLcx99tY,credit_card,,false,,false,,,false,a1J4W00000CgG6HUAV,,Simple Receipt,,,Success,cached,true,102,LNS9G58K0KCpBMsXcHxHUvxrDd,Purchase,,2019,102,,,false,false,false,succeeded,false,,5,,FON-International Association,272,a104W00000G3d1EQAR,3,,,202,,
a0z4W00000iXrFuQAK,0000000117,18,,500000,,,0014W000025FRkKQAW,,,,,,,Arlington,United States,22201,Virginia,932 N Kenmore St,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpodbQAB,false,USD,2019-03-08,a104W00000G3d1EQAR,Sales Order #000001845,false,,Account,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,45,false,,false,,1111,Kelley,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001845,/aura,a184W00000FIxRPQA1,2nv0Y5raK0zInUjTtqTGJYWvIE,credit_card,,false,,false,,,false,,,Simple Receipt,,,In-Progress  Pending,cached,false,5000,U92E063ySJGbIbnMHPtAFYTTphc,Authorization,,2024,5000,,,false,false,false,succeeded,false,,5,,FON-International Association,272,a104W00000G3d1EQAR,3,,,,,
a0z4W00000iXrFvQAK,0000000118,19,,166667,,,0014W000025FRkKQAW,,,,,,,Washington,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpodbQAB,false,USD,2019-03-08,a104W00000G3d1EQAR,Sales Order #000001846,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,48,false,,false,,1111,Kelley,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001846,/LightningMemberPortal/sfsites/aura,a184W00000FIxRPQA1,Vfgp55JAzNL01wIbiVZ3bw6liv3,credit_card,,false,,false,,,false,a1J4W00000CgG6QUAV,,Simple Receipt,,,In-Progress  Pending,cached,false,1666.67,CP5um84Uy5PU0ccGJm5y0t8jQh7,Authorization,,2022,1666.67,,,false,false,false,succeeded,false,,5,,FON-International Association,272,a104W00000G3d1EQAR,3,,,211,,
a0z4W00000iXrFwQAK,0000000119,20,,83333,,,0014W000025FRkKQAW,,,,,,,Washington,United States,20500,District of Columbia,1600 Pennsylvania Avenue Northwest,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpodbQAB,false,USD,2019-03-08,a104W00000G3d1EQAR,Sales Order #000001847,false,,Contact,,,Bob,411111,Bob Kelley,S3cC7nvTH0SezBYdmrX48h46kat,54,false,,false,,1111,Kelley,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001847,/LightningMemberPortal/sfsites/aura,a184W00000FIxRPQA1,5lkwshnT7FDZl6LjjEwBs3rMQvU,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,833.33,VuubsaUn0gtAZ8LjapS5VCperLI,Purchase,,2021,833.33,,,false,false,false,succeeded,false,,5,,FON-International Association,272,a104W00000G3d1EQAR,3,,,,,
a0z4W00000iXrFxQAK,0000000120,21,,20000,,,0014W000025FRkNQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpohHQAR,false,USD,2019-03-13,a104W00000G3d1EQAR,Sales Order #000001848,false,,Contact,,,Timmy,411111,Timmy Turner,S3cC7nvTH0SezBYdmrX48h46kat,44,false,,false,,1111,Turner,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001848,/aura,a184W00000FIxRPQA1,I3HGrl3QMUmdODkdwHgCMgdah93,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,200,L5U55anlJU4vzBseW2J27yq49u9,Purchase,,2022,200,,,false,false,false,succeeded,false,,21,,FON-International Association,309,a104W00000G3d1EQAR,3,,,,,
a0z4W00000iXrFyQAK,0000000121,22,,20000,,,0014W000025FRkNQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpohIQAR,false,USD,2019-03-13,a104W00000G3d1EQAR,Sales Order #000001849,false,,Contact,,,Mac,411111,Mac Miller,S3cC7nvTH0SezBYdmrX48h46kat,59,false,,false,,1111,Miller,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001849,/aura,a184W00000FIxRPQA1,264ao9s4CeJH2QyZt2WRZ3C3Lzg,credit_card,,false,,false,,,false,a1J4W00000CgG6RUAV,,Simple Receipt,,,Success,cached,true,200,Fsdw4XhWnwAz2d3UAdgIWwruelj,Purchase,,2022,200,,,false,false,false,succeeded,false,,21,,FON-International Association,310,a104W00000G3d1EQAR,3,,,212,,
a0z4W00000iXrFzQAK,0000000122,23,,35000,,,0014W000025FRlEQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,0034W00002DpodmQAB,false,USD,2019-03-14,a104W00000G3d1EQAR,Sales Order #000001850,false,,Contact,,,bill,411111,bill kelley,S3cC7nvTH0SezBYdmrX48h46kat,63,false,,false,,1111,kelley,,,Succeeded!,4,XXXX-XXXX-XXXX-1111,,false,000001850,/aura,a184W00000FIxRPQA1,8hhKRU5OZdcfdYcsSgeAhRXNiRh,credit_card,,false,,false,,,false,a1J4W00000CgG6SUAV,,Simple Receipt,,,Success,cached,true,350,OMHCbXWj8nf3lRhsH0rwfv0FecY,Purchase,,2019,350,,,false,false,false,succeeded,false,,77,,FON-International Association,311,a104W00000G3d1EQAR,3,,,213,,
a0z4W00000iXrG0QAK,0000000123,24,,70000,,,0014W000025FRkNQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,,false,USD,2019-03-18,a104W00000G3d1EQAR,Sales Order #000001854,false,,Contact,,,rosie,411111,rosie tester,S3cC7nvTH0SezBYdmrX48h46kat,62,false,,false,,1111,tester,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001854,/sfsites/aura,a184W00000FIxRPQA1,Ll1lp6rHGxBnPxrozUQlwthN4Fw,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,700,9V3xHHuI0eabmeuY4W1d8cS92Kb,Purchase,,2021,700,,,false,false,false,succeeded,false,,21,,FON-International Association,,a104W00000G3d1EQAR,3,,,,,
a0z4W00000iXrG1QAK,0000000124,25,,30000,,,0014W000025FRkNQAW,,,,,,,,,,,,a0o4W00000M5SknQAF,,,false,XXXX-XXXX-XXXX-1111,visa,,false,USD,2019-03-18,a104W00000G3d1EQAR,Sales Order #000001855,false,,Contact,,,rosie,411111,rosie tester,S3cC7nvTH0SezBYdmrX48h46kat,57,false,,false,,1111,tester,,,Succeeded!,1,XXXX-XXXX-XXXX-1111,,false,000001855,/sfsites/aura,a184W00000FIxRPQA1,EYcKJ0OxpmyWP47mrIJBgX8XdWY,credit_card,,false,,false,,,false,,,Simple Receipt,,,Success,cached,true,300,VjuF64GzA7neebfw78ISi7LBzZn,Purchase,,2022,300,,,false,false,false,succeeded,false,,21,,FON-International Association,,a104W00000G3d1EQAR,3,,,,,
