Id,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,External_Id__c,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,HasOptedOutOfFax,DoNotCall,LastCURequestDate,LastCUUpdateDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,IndividualId,PagesApi__Site__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Assistant_Do_Not_Call__c,OrderApi__Assistant_Email_Opt_Out__c,OrderApi__Assistant_Email__c,OrderApi__Badges__c,OrderApi__Home_Do_Not_Call__c,OrderApi__Is_Primary_Contact__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Mobile_Do_Not_Call__c,OrderApi__Other_Do_Not_Call__c,OrderApi__Other_Email_Opt_Out__c,OrderApi__Other_Email__c,OrderApi__Outstanding_Credits__c,OrderApi__Personal_Email_Opt_Out__c,OrderApi__Personal_Email__c,OrderApi__Potential_Duplicate_Contacts__c,OrderApi__Preferred_Email_Type__c,OrderApi__Preferred_Email__c,OrderApi__Preferred_Phone_Type__c,OrderApi__Preferred_Phone__c,OrderApi__Price_Rules_Usages__c,OrderApi__Sync_Address_Billing__c,OrderApi__Sync_Address_Shipping__c,OrderApi__Sync_Email__c,OrderApi__Sync_Phone__c,OrderApi__Work_Do_Not_Call__c,OrderApi__Work_Email_Opt_Out__c,OrderApi__Work_Email__c,OrderApi__Work_Phone__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Auto_Calculate_Contact_Greetings__c,DonorApi__Auto_Calculate_Current_Ask_Amount__c,DonorApi__Current_Ask_Amount__c,DonorApi__Deceased__c,DonorApi__Default_Greeting_Type__c,DonorApi__Default_Greeting__c,DonorApi__Direct_Mail_Opt_Out__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Formal_Greeting__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Include_in_Household_Greetings__c,DonorApi__Languages__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Personal_Greeting__c,DonorApi__Personal_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,DonorApi__Primary__c,DonorApi__Spouse__c,DonorApi__Suffix__c,OrderApi__Privacy_Settings__c,PagesApi__Cookie_Usage_Accepted__c,OrderApi__Edit_Community_Company_Info__c,OrderApi__Preferred_Language__c,MiddleName,Suffix,OtherStateCode,OtherCountryCode,MailingStateCode,MailingCountryCode,GDO_Data_Region__c,SF_CONTACT__c,Member_Since__c,Annual_Donations__c,Lifetime_Donations__c,Annual_Total_Spent__c,Lifetime_Total_Spent__c,Active_Membership_Types__c,DirectoryApi__Directory_Opt_Out__c,Role__c,Save_the_Whales_Donation_Levels__c,AsklandMemorialScholarshipDonationLevels__c,Donation_Programs__c,I_agree_to_terms_and_Conditions_above__c,Resident__c,Attendee_Name__c,Do_you_require_any_accessibility_Accomod__c,FON_Are_you_a_Member__c,State_Chapter__c,Local_Chapter__c,FontevaReports__Languages__c,FontevaReports__Level__c,DRCTS__Directory_Preferences__c,Site_Network_ID__c,MasterRecord.External_Id__c,Account.External_Id__c,ReportsTo.External_Id__c,Individual.Name,PagesApi__Site__r.Id,DonorApi__Primary_Relationship_Manager__r.External_Id__c,DonorApi__Spouse__r.External_Id__c
0034W00002DpodfQAB,,0014W000025FRl8QAG,Brown,Etta,,Etta Brown,98,7868 E Via Marina,Scottsdale,Arizona,85258,United States,,,,[object Object],7868 E Via Marina,Scottsdale,Arizona,85258,United States,33.55317,-111.911306,Address,(448)-252-1985,,(448)-252-1985,,,,,ettabrown@mailinator.com,,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodfQAB,,,,,0,false,false,,FON-Individual Member Badge,false,true,100,false,false,false,,,false,ettabrown@mailinator.com,,Personal,ettabrown@mailinator.com,Mobile,(448)-252-1985,"{""a1C4W00000845LAUAY"":4,""a1C4W00000845KmUAI"":8,""a1C6A000001Bn7aUAC"":2,""a1C6A000001Bn7ZUAS"":2,""a1C1I000000DSQZUA4"":1,""a1C1I000000DSQIUA4"":1,""a1C1I000000DSOZUA4"":1,""a1C6A000001D4zMUAS"":3,""a1C4W00000845KMUAY"":4}",false,false,false,false,false,false,ettabrown@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,AZ,US,AZ,US,,0034W00002Al3ZfQAJ,2013-07-23,,,100,100,Student Membership,false,,,,,false,false,,,,,,,,,,,20,,,,,
0034W00002DpofJQAR,,0014W000025FRl8QAG,Brown,David,,David Brown,99,2 Penn Plz,New York,New York,10121,United States,,,,[object Object],2 Penn Plz,New York,New York,10121,United States,40.750267,-73.992035,Address,(742)-971-4413,,(742)-971-4413,,,,,davidbrown@mailinator.com,,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpofJQAR,,,,,,false,false,,,false,false,,false,false,false,,,false,davidbrown@mailinator.com,,Personal,davidbrown@mailinator.com,Mobile,(742)-971-4413,"{""a1C1I000000DSOcUAO"":1,""a1C1I000000DSQFUA4"":1}",false,false,true,true,false,false,davidbrown@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,NY,US,NY,US,,0034W00002Al3ZgQAJ,,,,50,,,false,,,,,false,false,,,,,,,,,,,20,,,,,
0034W00002DpofKQAR,,0014W000025FRlwQAG,Weber,Bess,,Bess Weber,100,Zahringerstrasse 13A,Bern,,,Switzerland,,,,[object Object],Adligenswilerstrasse 39,Luzern,,,Switzerland,47.059135263290706,8.324015626178424,Block,+41 23 199 6825,,+41 23 199 6825,,,,,bessweber@mailinator.com,Chairman,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpofKQAR,,,,,125,false,false,,"FON-Annual Conference Attendee Badge,FON-Individual Member Badge",false,false,225,false,false,false,,,false,bessweber@mailinator.com,,Personal,bessweber@mailinator.com,Mobile,+41 23 199 6825,"{""a1C1I000000DSQHUA4"":1,""a1C1I000000DSP8UAO"":1,""a1C1I000000DSP4UAO"":1,""a1C1I000000DSP1UAO"":1,""a1C1I000000DSOyUAO"":1,""a1C1I000000DSOwUAO"":1,""a1C1I000000DSOUUA4"":1,""a1C1I000000DSOxUAO"":1,""a1C1I000000DSOzUAO"":1,""a1C1I000000DSP3UAO"":1,""a1C1I000000DSP5UAO"":1,""a1C1I000000DSOvUAO"":1,""a1C1I000000DSQXUA4"":2}",false,false,false,false,false,false,bessweber@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,CH,,CH,,0034W00002Al3ZhQAJ,2016-11-11,,,500,215,Professional Membership,false,,,,,false,false,,,,,,,,,,,26,,,,,
0034W00002DpofLQAR,,0014W000025FRlwQAG,Flowers,Gary,,Gary Flowers,101,Zahringerstrasse 13A,Bern,,,Switzerland,,,,[object Object],Dreikonigstrasse 26,Zurich,,,Switzerland,47.366737888320145,8.535363031240928,Block,+41 33 986 3169,,+41 33 986 3169,,,,,garyflowers@mailinator.com,Executive Director,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpofLQAR,,,,,25,false,false,,FON-Annual Conference Attendee Badge,false,false,25,false,false,false,,,false,garyflowers@mailinator.com,,Personal,garyflowers@mailinator.com,Mobile,+41 33 986 3169,"{""a1C1I000000DSOtUAO"":1,""a1C1I000000DSOoUAO"":1,""a1C1I000000DSOmUAO"":1,""a1C1I000000DSOjUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSOgUAO"":1,""a1C1I000000DSOiUAO"":1,""a1C1I000000DSOlUAO"":1,""a1C1I000000DSOnUAO"":1,""a1C1I000000DSOsUAO"":1}",false,false,false,false,false,false,garyflowers@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,CH,,CH,,0034W00002Al3ZiQAJ,,,,555,,,false,,,,,false,false,,,,,,,,,,,26,,,,,
0034W00002DpofMQAR,,0014W000025FRlwQAG,Simon,Linnie,,Linnie Simon,102,Mittelstrasse 32,Bern,,,Switzerland,,,,[object Object],Stauffacherstrasse 60,Zurich,,,Switzerland,47.3755263832979,8.526958076486904,Block,+41 66 729 2694,,+41 66 729 2694,,,,,linniesimon@mailinator.com,President,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpofMQAR,,,,,25,false,false,,FON-Annual Conference Attendee Badge,false,false,25,false,false,false,,,false,linniesimon@mailinator.com,,Personal,linniesimon@mailinator.com,Mobile,+41 66 729 2694,"{""a1C1I000000DSOtUAO"":1,""a1C1I000000DSOkUAO"":1,""a1C1I000000DSOgUAO"":1,""a1C1I000000DSOLUA4"":1,""a1C1I000000DSOfUAO"":1,""a1C1I000000DSOhUAO"":1,""a1C1I000000DSOsUAO"":1}",false,false,false,false,false,false,linniesimon@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,CH,,CH,,0034W00002Al3ZjQAJ,,,,515,515,,false,,,,,false,false,,,,,,,,,,,26,,,,,
0034W00002DpodaQAB,,0014W000025FRkNQAW,Deegan,Victoria,,Victoria Deegan,273,,,,,,,,,,,,,,,,,,,,,,,,,vdeegan@mailinator.com,,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodaQAB,,,,,,false,false,,,false,false,,false,false,false,,,false,vdeegan@mailinator.com,,Personal,vdeegan@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,21,,,,,
0034W00002DpodcQAB,,0014W000025FRl6QAG,Kenton,Tory,,Tory Kenton,274,,,,,,,,,,7911 West ParkDrive,McLean,Virginia,22102,United States,38.924946,-77.218799,Block,,,,,,,,tkenton@mailinator.com,Manager,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodcQAB,,,,,0,false,false,,,false,true,100,false,false,false,,,false,tkenton@mailinator.com,,Work,tkenton@mailinator.com,Mobile,,"{""a1C4W00000845LAUAY"":4,""a1C6A000001Bn7aUAC"":2,""a1C6A000001Bn7bUAC"":4,""a1C4W00000845KoUAI"":8}",false,false,false,false,false,false,tkenton@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,VA,US,,,,,,,,,false,,,,,false,false,,,,,,,,,,,45,,,,,
0034W00002DpodeQAB,,0014W000025FRkNQAW,Barron,Terry,,Terry Barron,275,,,,,,,,,,,,,,,,,,,,,,,,,terry.barron@mailinator.com,,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodeQAB,,,,,,false,false,,,false,false,,false,false,false,,,false,terry.barron@mailinator.com,,Personal,terry.barron@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,21,,,,,
0034W00002DpodTQAR,,0014W000025FRkuQAG,Sandler,Adam,,Adam Sandler,276,,,,,,,,,,,,,,,,,,,,,,,,,sandler@mailinator.com,BA,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodTQAR,,,,,0,false,false,,,false,true,100,false,false,false,,,false,sandler@mailinator.com,,Work,sandler@mailinator.com,Mobile,,"{""a1C6A000001Bn7bUAC"":1}",false,false,false,false,false,false,sandler@mailinator.com,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,46,,,,,
0034W00002DpodUQAR,,0014W000025FRkvQAG,Brown,Anthony,,Anthony Brown,277,,,,,,,,,,,,,,,,,,,,,,,,,abrown@mailinator.com,,,,,2018-08-07,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodUQAR,,,,,,false,false,,,false,true,,false,false,false,,,false,abrown@mailinator.com,,Personal,abrown@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,false,Student,50,,Save the Whales,false,false,,,,,,,,,,,47,,,,,
0034W00002DpodVQAR,,0014W000025FRkwQAG,Thompson,Jason,,Jason Thompson,278,,,,,,,,,,,,,,,,,,,,,,,,,jthompson@mailinator.com,,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodVQAR,,,,,,false,false,,,false,true,,false,false,false,,,false,jthompson@mailinator.com,,Personal,jthompson@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,48,,,,,
0034W00002DpodWQAR,,0014W000025FRkxQAG,Byers,Matthew,,Matthew Byers,279,,,,,,,,,,,,,,,,,,,,,,,,,mbyers@mailinator.com,,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpodWQAR,,,,,,false,false,,,false,true,,false,false,false,,,false,mbyers@mailinator.com,,Personal,mbyers@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,,,,,,,,,,,false,,,,,false,false,,,,,,,,,,,49,,,,,
0034W00002DpognQAB,,0014W000025FRm7QAG,Smythe,Janice,,Janice Smythe,280,,,,,,,,,,1 Main Street,Annapolis,Maryland,21401,United States,38.977217,-76.487509,Block,,,,,,,,jsmythe@mailinator.com,,,,,,,false,false,false,,,,,false,/services/images/photo/0034W00002DpognQAB,,,,,,false,false,,,false,true,,false,false,false,,,false,jsmythe@mailinator.com,,Personal,jsmythe@mailinator.com,Mobile,,,false,false,false,false,false,false,,,false,false,false,,false,Personal Greeting,,false,false,,,0,0,0,0,false,,,0,,,,,false,,,private,false,false,,,,,,MD,US,,,,,,,,,false,,,,,false,false,,,,,,,,,,,33,,,,,
