Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,OrderApi__Account__c,OrderApi__Batch__c,OrderApi__Business_Group__c,OrderApi__Contact__c,OrderApi__Credit_Memo_Line__c,OrderApi__Credit_Memo__c,OrderApi__Customer_Link__c,OrderApi__Date__c,OrderApi__Entity__c,OrderApi__Invoice__c,OrderApi__Is_Valid__c,OrderApi__Memo__c,OrderApi__Receipt_Type__c,OrderApi__Receipt__c,OrderApi__Sales_Order__c,OrderApi__Source_Code__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__Num_Lines__c,OrderApi__Total_Credits__c,OrderApi__Total_Debits__c,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,OrderApi__Account__r.External_Id__c,OrderApi__Batch__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Credit_Memo_Line__r.External_Id__c,OrderApi__Credit_Memo__r.External_Id__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Source_Code__r.Name,OrderApi__Subscription__r.External_Id__c
a1V4W00000DowuuUAB,false,0000001749,1217,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S1QAL,,,"<a href=""/0034W00002AU8S1"" target="""">prathyusha Test</a>",2019-08-09,Contact,,true,Posting Receipt #0000001146,Payment,a1E4W00000Djw09UAB,a1J4W00000CvxBoUAJ,,,Cash,3,200,200,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,49,,,,458,744,,
a1V4W00000DowuvUAB,false,0000001750,1218,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S1QAL,,,"<a href=""/0034W00002AU8S1"" target="""">prathyusha Test</a>",2019-08-09,Contact,,true,Posting Receipt #0000001146,Payment,a1E4W00000Djw09UAB,a1J4W00000CvxBoUAJ,,,Cash,2,100,100,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,49,,,,458,744,,
a1V4W00000DowuwUAB,false,0000001751,1219,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S1QAL,,,"<a href=""/0034W00002AU8S1"" target="""">prathyusha Test</a>",2019-08-09,Contact,,true,Posting Receipt #0000001146,Payment,a1E4W00000Djw09UAB,a1J4W00000CvxBoUAJ,,,Cash,2,100,100,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,49,,,,458,744,,
a1V4W00000DowuxUAB,false,0000001752,1220,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S1QAL,,,"<a href=""/0034W00002AU8S1"" target="""">prathyusha Test</a>",2019-08-09,Contact,,true,Posting Receipt #0000001147,Payment,a1E4W00000Djw0AUAR,a1J4W00000CvxBpUAJ,,,Cash,5,400,400,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,49,,,,459,745,,
a1V4W00000DowuyUAB,false,0000001758,1221,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,,,,"<a href=""/"" target=""""> </a>",2019-08-13,Contact,,true,Posting Receipt #0000001149,Payment,a1E4W00000Djw0BUAR,a1J4W00000CvxBuUAJ,,,Cash,3,200,200,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,,,,,460,747,,
a1V4W00000DowuzUAB,false,0000001759,1222,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,,,,"<a href=""/"" target=""""> </a>",2019-08-13,Contact,,true,Posting Receipt #0000001149,Payment,a1E4W00000Djw0BUAR,a1J4W00000CvxBuUAJ,,,Cash,2,100,100,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,,,,,460,747,,
a1V4W00000Dowv0UAB,false,0000001760,1223,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,,,,"<a href=""/"" target=""""> </a>",2019-08-13,Contact,,true,Posting Receipt #0000001149,Payment,a1E4W00000Djw0BUAR,a1J4W00000CvxBuUAJ,,,Cash,2,100,100,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,,,,,460,747,,
a1V4W00000Dowv1UAB,false,0000001780,1224,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8TZQA1,,,"<a href=""/0034W00002AU8TZ"" target="""">Jack Nicholson</a>",2019-08-14,Contact,,true,Posting Receipt #0000001151,Payment,a1E4W00000Djw0CUAR,a1J4W00000CvxBvUAJ,,,Cash,2,10000,10000,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,50,,,,461,816,,
a1V4W00000Dowv2UAB,false,0000001782,1225,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S3QAL,,,"<a href=""/0034W00002AU8S3"" target="""">Bhakti Ash</a>",2019-08-15,Contact,a124W00000LbEonQAF,true,Posting Invoice #000000662,,,a1J4W00000CvxBzUAJ,,,Receivable,2,975,975,2020-09-24T07:29:07.000+0000,,,,67,,FON-International Association,264,,,179,,820,,
a1V4W00000Dowv3UAB,false,0000001783,1226,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2019-09-10,Contact,,true,Posting Receipt #0000001153,Payment,a1E4W00000Djw0DUAR,a1J4W00000CvxTBUAZ,,,Cash,3,1525,1525,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,462,160,,
a1V4W00000Dowv4UAB,false,0000001784,21,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8TaQAL,,,"<a href=""/0034W00002AU8Ta"" target="""">Kristin Richeimer</a>",2019-09-18,Contact,,true,Posting Receipt #0000001154,Payment,a1E4W00000Djw0EUAR,a1J4W00000CvxCJUAZ,,,Cash,2,10000,10000,2020-09-24T07:29:03.000+0000,,,,67,,FON-International Association,51,,,,463,896,,
a1V4W00000Dowv5UAB,false,0000001785,22,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2019-09-20,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,300,300,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000Dowv6UAB,false,0000001786,1,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2019-09-30,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000Dowv7UAB,false,0000001787,5,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2019-10-31,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000Dowv8UAB,false,0000001788,6,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2019-11-30,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000Dowv9UAB,false,0000001789,12,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2019-12-31,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvAUAR,false,0000001790,13,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-01-31,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvBUAR,false,0000001791,14,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-02-29,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvCUAR,false,0000001792,15,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-03-31,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvDUAR,false,0000001793,19,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-04-30,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvEUAR,false,0000001794,23,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-05-31,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvFUAR,false,0000001795,24,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-06-30,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvGUAR,false,0000001796,263,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-07-31,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvHUAR,false,0000001797,264,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-08-31,Contact,,true,Posting Receipt #0000001155,Payment,a1E4W00000Djw0FUAR,a1J4W00000CvxCQUAZ,,,Cash,2,25,25,2020-09-24T07:29:03.000+0000,,,,87,,FON-International Association,38,,,,494,964,,
a1V4W00000DowvIUAR,false,0000001798,265,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,,,,"<a href=""/"" target=""""> </a>",2019-10-09,Contact,,true,Posting Receipt #0000001156,Payment,a1E4W00000Djw0GUAR,a1J4W00000CvxCUUAZ,,,Cash,3,20,20,2020-09-24T07:29:03.000+0000,,,,67,,FON-International Association,,,,,495,968,,
a1V4W00000DowvJUAR,false,0000001799,266,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:03.000+0000,0014W000021flzVQAQ,,a0o4W00000MOvweQAD,0034W00002AU8TbQAL,,,"<a href=""/0034W00002AU8Tb"" target="""">bob kelley</a>",2019-10-10,Contact,,true,Posting Receipt #0000001157,Payment,a1E4W00000Djw0HUAR,a1J4W00000CvxCWUAZ,,,Cash,2,20000,20000,2020-09-24T07:29:03.000+0000,,,,67,,FON-International Association,52,,,,496,970,,
a1V4W00000DowvKUAR,false,0000001800,1227,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2019-11-05,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,2500,2500,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvLUAR,false,0000001801,1228,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-01-31,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvMUAR,false,0000001802,1229,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-02-29,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvNUAR,false,0000001803,1230,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-03-31,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvOUAR,false,0000001804,1231,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-04-30,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvPUAR,false,0000001805,1232,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-05-31,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvQUAR,false,0000001806,1233,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-06-30,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvRUAR,false,0000001807,1234,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-07-31,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvSUAR,false,0000001808,1493,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-08-31,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvTUAR,false,0000001809,1478,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-09-30,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvUUAR,false,0000001810,1479,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-10-31,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvVUAR,false,0000001811,1480,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-11-30,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.33,208.33,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvWUAR,false,0000001812,1481,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzSQAQ,,a0o4W00000MOvweQAD,0034W00002AU8T6QAL,,,"<a href=""/0034W00002AU8T6"" target="""">Bob Kelley</a>",2020-12-31,Contact,,true,Posting Receipt #0000001158,Payment,a1E4W00000Djw0IUAR,a1J4W00000CvxCeUAJ,,,Cash,2,208.37,208.37,2020-09-24T07:29:07.000+0000,,,,87,,FON-International Association,38,,,,219,1040,,
a1V4W00000DowvXUAR,false,0000001813,1482,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:07.000+0000,0014W000021flzYQAQ,,a0o4W00000MOvweQAD,0034W00002AU8S6QAL,,,"<a href=""/0034W00002AU8S6"" target="""">Ellen Don&#39;t use</a>",2019-11-05,Contact,,true,Posting Receipt #0000001159,Payment,a1E4W00000Djw0JUAR,,,,Cash,2,300,300,2020-09-24T07:29:07.000+0000,,,,145,,FON-International Association,54,,,,249,,,
