Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__AR_Account__c,OrderApi__Scheduled_Payment__c,OrderApi__Subscription__c,OrderApi__Account__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Due_Date__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Credits_Applied__c,OrderApi__Customer_Link__c,OrderApi__Customer_Reference_Number__c,OrderApi__Days_Overdue__c,OrderApi__Description__c,OrderApi__Due_Date__c,OrderApi__Entity__c,OrderApi__Has_Payments__c,OrderApi__Has_Refunds__c,OrderApi__Invoice_Date__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Overdue__c,OrderApi__Is_Paid__c,OrderApi__Is_Posted__c,OrderApi__Is_Voided__c,OrderApi__Memo__c,OrderApi__Paid_Date__c,OrderApi__Payment_Count__c,OrderApi__Payment_Terms__c,OrderApi__Posted_Date__c,OrderApi__Refund_Count__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Total__c,OrderApi__Voided_Date__c,OrderApi__Adjustments__c,OrderApi__Item_Count__c,OrderApi__Subtotal__c,OrderApi__Credits_and_Adjustments__c,OrderApi__Encrypted_Id__c,LastViewedDate,LastReferencedDate,FontevaReports__Posted_Age__c,OrderApi__AR_Account__r.Name,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Subscription__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Payment_Terms__r.External_Id__c
a124W00000LbEtOQAV,false,000000318,11,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm0GQAQ,0,0,0,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8TAQA1,0,Etta Brown,,0,,2015-05-15,Contact,false,false,2015-05-15,false,false,true,true,false,,2015-06-13,0,a1A4W00000Dz3doUAB,2015-05-15,0,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,Paid,25,,-25,4,25,-25,hR4/+PUvCR/pu4tPIJ6LguHRjieB1nSArmCXtzUA6aw=,,,1960,1000 - Cash,,97,68,FON-International Association,33,1
a124W00000LbEtPQAV,false,000000319,12,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm0GQAQ,0,0,100,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8TAQA1,0,Etta Brown,,2163,,2014-10-24,Contact,false,false,2014-10-24,false,true,false,true,false,,2014-10-26,0,a1A4W00000Dz3doUAB,2014-10-24,0,Scottsdale,Etta Brown,United States,85258,Arizona,7868 E Via Marina,Overdue,100,,0,1,100,0,05ym0JwGlj53+Nm1uNWkeO25jkcG23Uu6TaosTZ8EGg=,,,2163,1000 - Cash,,97,68,FON-International Association,33,1
a124W00000LbEtQQAV,false,000000320,13,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm0GQAQ,0,0,0,New York,David Brown,United States,10121,New York,2 Penn Plz,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UoQAL,0,David Brown,,0,,2017-05-10,Contact,false,false,2017-05-10,false,false,true,true,false,,2017-06-21,0,a1A4W00000Dz3doUAB,2017-05-10,0,New York,David Brown,United States,10121,New York,2 Penn Plz,Paid,10,,-10,3,10,-10,a3M5QzS78kPZCTXqGQBYiKrYMaUL7QowxX+/0hY5b2Y=,,,1234,1000 - Cash,,97,68,FON-International Association,66,1
a124W00000LbEtRQAV,false,000000321,14,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm14QAA,0,0,200,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UpQAL,0,Bess Weber,,1311,,2017-02-22,Contact,false,false,2017-02-22,false,true,false,true,false,,2017-03-24,0,a1A4W00000Dz3doUAB,2017-02-22,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,Overdue,200,,0,3,200,0,O/tEv4VFIaJIQdbsrbxto7xRZZVJ2desVlF4D1QnLQk=,,,1311,1000 - Cash,,97,62,FON-International Association,67,1
a124W00000LbEtSQAV,false,000000322,15,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm14QAA,100,0,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UpQAL,0,Bess Weber,,0,,2015-07-17,Contact,true,false,2015-07-17,false,false,true,true,false,,2018-07-22,1,a1A4W00000Dz3doUAB,2015-07-17,0,Luzern,Bess Weber,Switzerland,,,Adligenswilerstrasse 39,Paid,100,,0,2,100,0,zkqHRwqTnJPXvhi7V1gvmagcis5qX951qVUpsnkpbdk=,,,1897,1000 - Cash,,97,62,FON-International Association,67,1
a124W00000LbEtTQAV,false,000000323,16,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm14QAA,0,0,0,Luzern,Daniel Fields,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UsQAL,0,Daniel Fields,,0,,2017-02-26,Contact,false,false,2017-02-26,false,false,true,true,false,,2017-03-27,0,a1A4W00000Dz3doUAB,2017-02-26,0,Luzern,Daniel Fields,Switzerland,,,Adligenswilerstrasse 39,Paid,1,,-1,3,1,-1,XVyCLaYtvPgUzR9Xq2gdXcyC1mrPI24B1WZRFiJ4XIw=,,,1307,1000 - Cash,,97,62,FON-International Association,84,1
a124W00000LbEtUQAV,false,000000324,17,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm14QAA,0,0,2500,,Jacob Brown,,,,,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UtQAL,0,FON-Farm Association of Europe,,1460,,2016-09-26,Account,false,false,2016-09-26,false,true,false,true,false,,2016-10-31,0,a1A4W00000Dz3doUAB,2016-09-26,0,,Jacob Brown,,,,,Overdue,2500,,0,3,2500,0,aXJdjQas6gOWbaxaKsVjcU8L+h4t3KK0pjyppYiU+pE=,,,1460,1000 - Cash,,97,62,FON-International Association,85,1
a124W00000LbEtVQAV,false,000000325,18,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm07QAA,0,0,0,Luzern,Cordelia Clarke,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UuQAL,0,Cordelia Clarke,,0,,2016-06-18,Contact,false,false,2016-06-18,false,false,true,true,false,,2016-06-20,0,a1A4W00000Dz3doUAB,2016-06-18,0,Luzern,Cordelia Clarke,Switzerland,,,Adligenswilerstrasse 39,Paid,12.5,,-12.5,4,12.5,-12.5,QIWrIt8ISecAgWmkHMYBceR2fdG3NLDJ63h8jk5msc0=,,,1560,1000 - Cash,,97,37,FON-International Association,86,1
a124W00000LbEtWQAV,false,000000327,19,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm07QAA,0,0,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UvQAL,0,Marguerite Potter,,0,,2013-04-04,Contact,false,false,2013-04-04,false,false,true,true,false,,2013-04-05,0,a1A4W00000Dz3doUAB,2013-04-04,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,Paid,50,,-50,4,50,-50,Haw9FITczTy0BLAq9C/5k4fI1WX16onQzZT3VNXSJbM=,,,2731,1000 - Cash,,97,37,FON-International Association,87,1
a124W00000LbEtXQAV,false,000000328,20,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm07QAA,0,0,0,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UxQAL,0,Mike Campbell,,0,,2017-07-13,Contact,false,false,2017-07-13,false,false,true,true,false,,2017-08-30,0,a1A4W00000Dz3doUAB,2017-07-13,0,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,Paid,25,,-25,4,25,-25,epk1ea9Li6f0ce2jBX20175/qhunQuWs7ubu3+/l/Gw=,,,1170,1000 - Cash,,97,37,FON-International Association,89,1
a124W00000LbEtYQAV,false,000000329,21,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm07QAA,0,0,100,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UxQAL,0,Mike Campbell,,2111,,2014-12-15,Contact,false,false,2014-12-15,false,true,false,true,false,,2015-01-24,0,a1A4W00000Dz3doUAB,2014-12-15,0,Bern,Mike Campbell,Switzerland,,,Hallerstrasse 16,Overdue,100,,0,1,100,0,edkfdagncjaWsHLYSScDpUDbZY7pPKjZVInNXajoRC8=,,,2111,1000 - Cash,,97,37,FON-International Association,89,1
a124W00000LbEtZQAV,false,000000330,22,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm07QAA,0,0,125,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UyQAL,0,Genevieve Ball,,2752,,2013-03-14,Contact,false,false,2013-03-14,false,true,false,true,false,,2013-04-08,0,a1A4W00000Dz3doUAB,2013-03-14,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,Overdue,125,,0,3,125,0,J9hs5Ov2cQ1IGq/0oPCYP7t36XecsnVuo7axav5zjpo=,,,2752,1000 - Cash,,97,37,FON-International Association,90,1
a124W00000LbEtaQAF,false,000000331,23,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm07QAA,0,0,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UyQAL,0,Genevieve Ball,,0,,2015-10-02,Contact,false,false,2015-10-02,false,false,true,true,false,,2015-10-04,0,a1A4W00000Dz3doUAB,2015-10-02,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,Paid,50,,-50,2,50,-50,jBUyurBWrEJ1eOfFFPytJSgRE0gSrkcwPnT77YczeD4=,,,1820,1000 - Cash,,97,37,FON-International Association,90,1
a124W00000LbEtbQAF,false,000000332,24,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwjQAF,,a1S4W000003diwIUAQ,0014W000021fm15QAA,0,0,0,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8UzQAL,0,Marc Cain,,0,,2017-05-15,Contact,false,false,2017-05-15,false,false,true,true,false,,2017-06-03,0,a1A4W00000Dz3doUAB,2017-05-15,0,ORPINGTON,Marc Cain,United Kingdom,BR6 0JQ,,46  HIGH STREET,Paid,25,,-25,4,25,-25,wZzhOFoztjwpDOFQSjLUlfmQmDUa5ez7Hsz9iZq5498=,,,1229,1000 - Cash,,97,86,FON-International Association,91,1
a124W00000LbEwvQAF,false,000000578,25,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021fm1BQAQ,0,0,4.17,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VrQAL,0,Harvey Jordan,,513,,2019-05-01,Contact,false,false,2019-05-01,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2018-10-01,0,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,Overdue,4.17,,0,1,4.17,0,dy6+RKItKJU3eCucs+pC16TM+zss3dZQs34oeRaTfjM=,,,725,1100 - Accounts Receivable,,97,75,FON-International Association,3,1
a124W00000LbEwwQAF,false,000000579,26,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021fm1BQAQ,0,0,4.17,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VrQAL,0,Harvey Jordan,,482,,2019-06-01,Contact,false,false,2019-06-01,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2018-10-01,0,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,Overdue,4.17,,0,1,4.17,0,EJ810MZUVoWQeheUXf3c37Hqvo35+oWT7UKnKab80Vw=,,,725,1100 - Accounts Receivable,,97,75,FON-International Association,3,1
a124W00000LbEwxQAF,false,000000580,27,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021fm1BQAQ,0,0,4.17,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VrQAL,0,Harvey Jordan,,452,,2019-07-01,Contact,false,false,2019-07-01,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2018-10-01,0,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,Overdue,4.17,,0,1,4.17,0,7mH2J8soSBL5OezEvCfSUYjLPU9cgwP5FyWDbf985Js=,,,725,1100 - Accounts Receivable,,97,75,FON-International Association,3,1
a124W00000LbEwyQAF,false,000000581,28,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021fm1BQAQ,0,0,4.17,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VrQAL,0,Harvey Jordan,,421,,2019-08-01,Contact,false,false,2019-08-01,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2018-10-01,0,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,Overdue,4.17,,0,1,4.17,0,Dw5M7ynRmAEoM37Mt5B4vCX63qSnfsQg3OMwYIu4Org=,,,725,1100 - Accounts Receivable,,97,75,FON-International Association,3,1
a124W00000LbEwzQAF,false,000000582,29,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:19.000+0000,2020-09-24T07:29:19.000+0000,a104W00000FuSwkQAF,,a1S4W000003diwIUAQ,0014W000021fm1BQAQ,0,0,4.13,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,a0o4W00000MOvweQAD,true,true,true,0034W00002AU8VrQAL,0,Harvey Jordan,,390,,2019-09-01,Contact,false,false,2019-09-01,false,true,false,true,false,,,0,a1A4W00000Dz3doUAB,2018-10-01,0,Scottsdale,Harvey Jordan,United States,85258,Arizona,7868 E Via Marina,Overdue,4.13,,0,1,4.13,0,XQDW5LTywAaj3Mj1aW6uL/3Sdds09+5RkKoR1LqSfGc=,,,725,1100 - Accounts Receivable,,97,75,FON-International Association,3,1
