Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,LastReferencedDate,OrderApi__Item__c,OrderApi__Account__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignments_Allowed__c,OrderApi__Billing_City__c,OrderApi__Billing_Contact__c,OrderApi__Billing_Country__c,OrderApi__Billing_Postal_Code__c,OrderApi__Billing_State__c,OrderApi__Billing_Street__c,OrderApi__Business_Group__c,OrderApi__Calculate_Billing_Details__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Cancelled_Date__c,OrderApi__Cancelled_Reason__c,OrderApi__Contact__c,OrderApi__Current_Term_End_Date__c,OrderApi__Current_Term_Start_Date__c,OrderApi__Customer_Link__c,OrderApi__Days_To_Lapse__c,OrderApi__Description__c,OrderApi__Enable_Auto_Renew__c,OrderApi__Entity__c,OrderApi__Expired_Date__c,OrderApi__Grace_Period_End_Date__c,OrderApi__In_Grace_Period__c,OrderApi__Is_Active__c,OrderApi__Is_Cancelled__c,OrderApi__Is_Expired__c,OrderApi__Is_Pending__c,OrderApi__Is_Suspended__c,OrderApi__Is_Upgraded__c,OrderApi__Item_Class__c,OrderApi__Last_Amendment_Date__c,OrderApi__Last_Renewed_Date__c,OrderApi__Last_System_Run__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Next_Scheduled_Renewal_Date__c,OrderApi__Paid_Through_Date__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Suspended_Date__c,OrderApi__Suspended_Reason__c,OrderApi__System_Refresh__c,OrderApi__Upgraded_Date__c,OrderApi__Upgraded_Subscription__c,OrderApi__Valid_Payment_Method__c,OrderApi__Line_Count__c,OrderApi__Renewals__c,OrderApi__Subscription_Dues_Total__c,CPBase__Subscription_Management_Page_Override__c,CPBase__Hide_In_Portal__c,OrderApi__Hide_In_Portal__c,OrderApi__Renewal_Override__c,OrderApi__Subscription_Management_Page_Override__c,OrderApi__Next_Scheduled_Payment_Date__c,OrderApi__Term_Active_Assignments__c,OrderApi__Term_Assignments_Allowed__c,OrderApi__Term_Dues_Total__c,OrderApi__Term_End_Date__c,OrderApi__Term_Start_Date__c,OrderApi__Payment_Method__c,LastActivityDate,LastViewedDate,Membership_Type__c,OrderApi__Item__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Upgraded_Subscription__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c
a1S4W000003diucUAA,false,000000363,11,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,2020-09-15T11:43:01.000+0000,a154W000008mjplQAA,0014W000021flzrQAA,2020-04-20,2,a0k4W00000CpmSFQAZ,14,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8SjQAL,2020-12-31,2020-04-20,"<a href=""/0014W000021flzr"" target=""_blank"">EUT-XYZ, Inc. 15</a>",98,,false,Account,,,false,true,false,false,false,false,false,a134W000008hIDMQA2,,,,,,2020-12-31,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W0000048ZSOUA2,,,false,,,false,1,1,416.67,,false,false,,,,2,14,416.67,2020-12-31,2020-04-20,,,2020-09-15T11:43:01.000+0000,Company Membership,219,110,FON-International Association,168,123,a1R4W0000048ZSOUA2,,
a1S4W000003diubUAA,false,000000364,12,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjplQAA,0014W000021flzrQAA,2020-04-20,2,a0k4W00000CpmSFQAZ,14,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8SjQAL,2020-12-31,2020-04-20,"<a href=""/0014W000021flzr"" target=""_blank"">EUT-XYZ, Inc. 15</a>",98,,false,Account,,,false,true,false,false,false,false,false,a134W000008hIDMQA2,,,,,,2020-12-31,Arlington,Sabrina Crawley 15,United States,,Virginia,4420 Fairfax Dr.,Active,a1R4W0000048ZSOUA2,,,false,,,false,1,1,416.67,,false,false,,,,2,14,416.67,2020-12-31,2020-04-20,,,,Company Membership,219,110,FON-International Association,168,123,a1R4W0000048ZSOUA2,,
a1S4W000003diuwUAA,false,000000175,13,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjpAQAQ,0014W000021fm1BQAQ,2014-06-14,0,,0,Upper Darby,Harvey Jordan,United States,19082,Pennsylvania,240 Ashby Rd,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8VrQAL,2015-06-13,2014-06-14,"<a href=""/0014W000021fm1B"" target=""_blank"">FON-AT&amp;T</a>",-1930,,false,Account,2018-04-22,2015-07-13,false,false,false,true,false,false,false,a134W000008hIDMQA2,,,2019-05-08,,,2015-06-13,Urbana,Harvey Jordan,United States,61801,Illinois,1401 W Green St,Expired,a1R4W0000048ZSLUA2,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,,,,,,Institutional Membership,543,75,FON-International Association,3,123,a1R4W0000048ZSLUA2,,
a1S4W000003diuxUAA,false,000000177,14,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjpLQAQ,0014W000021fm07QAA,2013-02-21,0,,0,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8UyQAL,2018-12-31,2013-04-07,"<a href=""/0034W00002AU8Uy"" target=""_blank"">Genevieve Ball</a>",-633,,false,Contact,2019-01-13,,false,false,false,true,false,false,false,a134W000008hIDHQA2,,,2019-05-08,,,2018-12-31,Luzern,Genevieve Ball,Switzerland,,,Adligenswilerstrasse 39,Expired,a1R4W0000048ZSPUA2,,,false,,,false,1,1,125,,false,false,,,,0,0,0,,,,,,Professional Membership,546,37,FON-International Association,90,119,a1R4W0000048ZSPUA2,,
a1S4W000003diuyUAA,false,000000178,15,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjp9QAA,0014W000021fm07QAA,2013-03-17,0,,0,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8UvQAL,2018-12-31,2013-06-15,"<a href=""/0034W00002AU8Uv"" target=""_blank"">Marguerite Potter</a>",-633,,false,Contact,2019-01-13,,false,false,false,true,false,false,false,a134W000008hIDHQA2,,,2019-05-08,,,2018-12-31,Bern,Marguerite Potter,Switzerland,,,Schutzenmattstrasse 11,Expired,a1R4W0000048ZSPUA2,,,false,,,false,1,1,50,,false,false,,,,0,0,0,,,,,,Associate Membership,545,37,FON-International Association,87,119,a1R4W0000048ZSPUA2,,
a1S4W000003diuzUAA,false,000000179,16,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjpLQAQ,0014W000021flzSQAQ,2013-06-04,0,,0,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8UVQA1,2014-06-30,2014-03-03,"<a href=""/0034W00002AU8UV"" target=""_blank"">Justin Pratt</a>",-2278,,false,Contact,2019-01-13,2014-06-30,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2018-07-13,2019-05-08,,,2014-06-30,San Francisco,Justin Pratt,United States,94108,California,131 Waverly Pl,Expired,a1R4W0000048ZSPUA2,,,false,,,false,1,3,25,,false,false,,,,0,0,0,,,,,,Professional Membership,546,87,FON-International Association,279,119,a1R4W0000048ZSPUA2,,
a1S4W000003div0UAA,false,000000180,17,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjp9QAA,0014W000021fm17QAA,2014-04-11,0,,0,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8VCQA1,2014-06-30,2014-04-11,"<a href=""/0034W00002AU8VC"" target=""_blank"">Shawn Schultz</a>",-2278,,false,Contact,2019-01-13,2014-06-30,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2018-07-13,2019-05-08,,,2014-06-30,Zurich,Shawn Schultz,Switzerland,,,Dreikonigstrasse 26,Expired,a1R4W0000048ZSPUA2,,,false,,,false,1,3,37.5,,false,false,,,,0,0,0,,,,,,Associate Membership,545,84,FON-International Association,136,119,a1R4W0000048ZSPUA2,,
a1S4W000003div1UAA,false,000000181,18,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjp9QAA,0014W000021flzSQAQ,2014-09-06,0,,0,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8UbQAL,2016-06-30,2016-04-29,"<a href=""/0034W00002AU8Ub"" target=""_blank"">Myrtie Payne</a>",-1547,,false,Contact,2019-01-13,2016-06-30,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2018-07-13,2019-05-08,,,2016-06-30,Northeast,Myrtie Payne,United States,20017,Washington DC,3110 10th street,Expired,a1R4W0000048ZSPUA2,,,false,,,false,1,3,125,,false,false,,,,0,0,0,,,,,,Associate Membership,545,87,FON-International Association,295,119,a1R4W0000048ZSPUA2,,
a1S4W000003div2UAA,false,000000182,19,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjp9QAA,0014W000021flzSQAQ,2014-10-02,0,,0,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8RyQAL,2015-06-30,2015-05-28,"<a href=""/0034W00002AU8Ry"" target=""_blank"">Leila Simon</a>",-1913,,false,Contact,2019-01-13,2015-06-30,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2018-07-13,2019-05-08,,,2015-06-30,Northeast,Leila Simon,United States,20017,Washington DC,3110 10th street,Expired,a1R4W0000048ZSPUA2,,,false,,,false,1,3,112.5,,false,false,,,,0,0,0,,,,,,Associate Membership,545,87,FON-International Association,296,119,a1R4W0000048ZSPUA2,,
a1S4W000003div3UAA,false,000000184,20,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjp9QAA,0014W000021flzTQAQ,2015-01-08,0,,0,San Francisco,Tom Schultz,United States,94108,California,131 Waverly Pl,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8VJQA1,2017-01-29,2016-01-29,"<a href=""/0034W00002AU8VJ"" target=""_blank"">Tom Schultz</a>",-1334,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2016-01-29,2019-05-08,,,2017-01-29,San Francisco,Tom Schultz,United States,94108,California,131 Waverly Pl,Expired,a1R4W0000048ZSKUA2,,,false,,,false,1,1,75,,false,false,,,,0,0,0,,,,,,Associate Membership,545,82,FON-International Association,179,119,a1R4W0000048ZSKUA2,,
a1S4W000003div4UAA,false,000000185,21,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjp9QAA,0014W000021fm1BQAQ,2014-12-04,0,,0,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8VpQAL,2016-06-23,2015-06-23,"<a href=""/0034W00002AU8Vp"" target=""_blank"">Caroline Lewis</a>",-1554,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2015-06-23,2019-05-08,,,2016-06-23,Oyster Bay,Caroline Lewis,United States,11771,New York,45 Mccouns Ln,Expired,a1R4W0000048ZSKUA2,,,false,,,false,1,1,87.5,,false,false,,,,0,0,0,,,,,,Associate Membership,545,75,FON-International Association,1,119,a1R4W0000048ZSKUA2,,
a1S4W000003div5UAA,false,000000186,22,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjpSQAQ,0014W000021fm0FQAQ,2014-08-15,0,,0,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8T8QAL,2015-06-30,2014-08-15,"<a href=""/0034W00002AU8T8"" target=""_blank"">Verna Rice</a>",-1913,,false,Contact,2019-01-13,2015-06-30,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2018-07-13,2019-05-08,,,2015-06-30,Bethesda,Verna Rice,United States,20814,Maryland,4623 Rosedale Avenue,Expired,a1R4W0000048ZSPUA2,,,false,,,false,1,2,25,,false,false,,,,0,0,0,,,,,,Student Membership,514,83,FON-International Association,139,119,a1R4W0000048ZSPUA2,,
a1S4W000003div6UAA,false,000000187,23,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjpLQAQ,0014W000021flzUQAQ,2015-03-22,0,,0,Bern,Norman Nguyen,Switzerland,,,Schutzenmattstrasse 11,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8VSQA1,2016-06-06,2015-06-06,"<a href=""/0034W00002AU8VS"" target=""_blank"">Norman Nguyen</a>",-1571,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2015-06-06,2019-05-08,,,2016-06-06,Bern,Norman Nguyen,Switzerland,,,Schutzenmattstrasse 11,Expired,a1R4W0000048ZSKUA2,,,false,,,false,1,1,100,,false,false,,,,0,0,0,,,,,,Professional Membership,546,80,FON-International Association,232,119,a1R4W0000048ZSKUA2,,
a1S4W000003div7UAA,false,000000188,24,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjpAQAQ,0014W000021flzWQAQ,2013-01-28,0,,0,Lake,Lily Lindsey,United States,48632,Michigan,7744 Mystic Lake Dr,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8S4QAL,2020-12-01,2013-12-23,"<a href=""/0014W000021flzW"" target=""_blank"">FON-Ford Motor</a>",68,,false,Account,2018-04-22,2020-12-31,false,true,false,false,false,false,false,a134W000008hIDMQA2,,2013-12-23,2019-05-08,,,2020-12-01,N Flat Rock,Lily Lindsey,United States,48134,Michigan,28305 Sheeks Blvd,Active,a1R4W0000048ZSLUA2,,,false,,,false,1,1,2500,,false,false,,,,0,0,0,2020-12-01,2019-09-01,,,,Institutional Membership,543,78,FON-International Association,288,123,a1R4W0000048ZSLUA2,,
a1S4W000003div8UAA,false,000000189,25,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:02.000+0000,2020-09-24T07:28:02.000+0000,,a154W000008mjpLQAQ,0014W000021flzSQAQ,2013-11-15,0,,0,,Michael Groverfield,,,,,a0o4W00000MOvweQAD,true,true,,,0034W00002AU8UTQA1,2016-02-21,2015-02-21,"<a href=""/0034W00002AU8UT"" target=""_blank"">Michael Groverfield</a>",-1677,,false,Contact,2018-04-22,,false,false,false,true,false,false,false,a134W000008hIDHQA2,,2015-02-21,2019-05-08,,,2016-02-21,,Michael Groverfield,,,,,Expired,a1R4W0000048ZSKUA2,,,false,,,false,1,1,200,,false,false,,,,0,0,0,,,,,,Professional Membership,546,87,FON-International Association,277,119,a1R4W0000048ZSKUA2,,
