Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Event__c,EventApi__Account__c,EventApi__Contact__c,EventApi__Email__c,EventApi__Full_Name__c,EventApi__Is_Checked_In__c,EventApi__Is_Registered__c,EventApi__Preferred_Email__c,EventApi__Registration_Date__c,EventApi__Registration_Group__c,EventApi__Registration_Site_Url__c,EventApi__Sales_Order_Line__c,EventApi__Sales_Order__c,EventApi__Send_Notification__c,EventApi__Status__c,EventApi__Ticket_Type__c,EventApi__Registration_Total__c,EventApi__Contact_Created_by_System__c,EventApi__Invitation_Status__c,EventApi__Is_Invitation_Accepted__c,EventApi__Is_Invitation_Declined__c,EventApi__Is_Invitation_Not_Sent__c,EventApi__Is_Invitation_Sent__c,EventApi__Last_Invitation_Email_Sent__c,EventApi__Max_Guests_Allowed__c,EventApi__Refund_Requested__c,EventApi__Seat__c,EventApi__Send_Invitation_Email__c,EventApi__First_Name__c,EventApi__Last_Name__c,EventApi__Assigned_Guest_Ticket_Type__c,EventApi__Invitation_Source__c,Test_Engagement_Score__c,Event_Name__c,Event_NameDis__c,Ticket__c,LastViewedDate,LastReferencedDate,EventApi__Event__r.Name,EventApi__Account__r.External_Id__c,EventApi__Contact__r.External_Id__c,EventApi__Registration_Group__r.External_Id__c,EventApi__Sales_Order_Line__r.External_Id__c,EventApi__Sales_Order__r.External_Id__c,EventApi__Ticket_Type__r.External_Id__c,EventApi__Seat__r.External_Id__c,EventApi__Assigned_Guest_Ticket_Type__r.External_Id__c
a1W4W00000A3E7aUAF,false,000001478,15,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8TSQA1,stownsend@mailinator.com,Srini Townsend,false,false,stownsend@mailinator.com,,,,,,false,Invited,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,0,false,,false,Srini,Townsend,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,258,,,,31,,
a1W4W00000A3E7bUAF,false,000001479,16,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8S2QAL,kiki.symonds@mailinator.com,Kiki Symonds,false,false,kiki.symonds@mailinator.com,,,,,,false,Invited,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,0,false,,false,Kiki,Symonds,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,254,,,,31,,
a1W4W00000A3E7cUAF,false,000001480,17,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8WfQAL,mwinchester@mailinator.com,Mary Winchester,false,false,mwinchester@mailinator.com,,,,,,false,Invited,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,0,false,,false,Mary,Winchester,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,200,,,,31,,
a1W4W00000A3E7dUAF,false,000001481,18,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8WsQAL,bjaffee@mailinator.com,Brandon Jaffee,false,false,bjaffee@mailinator.com,,,,,,false,Invited,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,0,false,,false,Brandon,Jaffee,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,251,,,,31,,
a1W4W00000A3E7eUAF,false,000001482,19,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8T1QAL,mbyers@mailinator.com,Matthew Byers,false,false,mbyers@mailinator.com,,,,,,false,Invited,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,0,false,,false,Matthew,Byers,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,43,,,,31,,
a1W4W00000A3E7fUAF,false,000001483,20,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8U9QAL,test420-2@mailinator.com,test test420-2,false,false,test420-2@mailinator.com,,,,,,false,Invited,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test420-2,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,174,,,,31,,
a1W4W00000A3E7gUAF,false,000001484,21,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8U8QAL,test0420@mailinator.com,test test0420,false,false,test0420@mailinator.com,,,,,,false,Invited,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,0,false,,false,test,test0420,,Report: Attendee Invitation List,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,173,,,,31,,
a1W4W00000A3E7jUAF,false,000001556,22,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxwUAE,0014W000021flzTQAQ,0034W00002AU8RzQAL,jnugget@mailinator.com,Jim Nugget,false,false,jnugget@mailinator.com,2020-07-24,a1Z4W000029DFQjUAO,,a1I4W00000H4JygUAF,a1J4W00000CvxHrUAJ,true,Registered,a1j4W00000RiPlrQAF,150,false,Not Sent,false,false,false,false,,,false,,false,Jim,Nugget,,,,2020 Annual Symposium,,,,,FON-Annual Symposium 2020 (Lightning Event),82,246,25,1281,610,38,,
a1W4W00000A3E5TUAV,false,000000669,23,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,0014W000021fm0RQAQ,0034W00002AU8TMQA1,evafoxworth@mailinator.com,Eva Foxworth,false,false,evafoxworth@mailinator.com,2019-07-24,a1Z4W000029DFQNUA4,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,,false,,false,Eva,Foxworth,,,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,72,298,1,,,31,,
a1W4W00000A3E5UUAV,false,000000670,24,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,0014W000021flzSQAQ,0034W00002AU8T6QAL,bobkelley@mailinator.com,Bob Kelley,false,false,bobkelley@mailinator.com,2019-07-29,a1Z4W000029DFQOUA4,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,,false,,false,Bob,Kelley,,,,Fonteva Free Events Webinar,Fonteva Events Webinar,Webinar Ticket,,,Fonteva Free Events Webinar,87,38,2,,,31,,
a1W4W00000A3E5VUAV,false,000000672,25,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,0014W000021flzSQAQ,0034W00002AU8RyQAL,leilasimon@mailinator.com,Leila Simon,false,false,leilasimon@mailinator.com,2019-07-29,a1Z4W000029DFQQUA4,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,,false,,false,Leila,Simon,,,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,87,296,4,,,31,,
a1W4W00000A3E5WUAV,false,000001253,26,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxsUAE,0014W000021flzVQAQ,0034W00002AU8S1QAL,ptest@mailinator.com,prathyusha Test,false,false,ptest@mailinator.com,2019-08-09,a1Z4W000029DFQRUA4,,a1I4W00000H4JsxUAF,a1J4W00000CvxBoUAJ,false,Registered,a1j4W00000RiPlnQAF,100,false,Not Sent,false,false,true,false,,,false,,false,prathyusha,Test,,,,Annual Meeting (Community Event),,,,,FON-Annual Meeting (Community Event),67,49,5,1650,744,8,,
a1W4W00000A3E5XUAV,false,000001254,27,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxsUAE,0014W000021flzVQAQ,0034W00002AU8S1QAL,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W000029DFQRUA4,,a1I4W00000H4JsyUAF,a1J4W00000CvxBoUAJ,false,Registered,a1j4W00000RiPlnQAF,100,false,Not Sent,false,false,true,false,,,false,,false,prathyusha,Test (Guest),,,,Annual Meeting (Community Event),,,,,FON-Annual Meeting (Community Event),67,49,5,1651,744,8,,
a1W4W00000A3E5YUAV,false,000001255,28,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxtUAE,0014W000021flzVQAQ,0034W00002AU8S1QAL,ptest@mailinator.com,prathyusha Test,false,false,ptest@mailinator.com,2019-08-09,a1Z4W000029DFQSUA4,,a1I4W00000H4JszUAF,a1J4W00000CvxBpUAJ,false,Registered,a1j4W00000RiPloQAF,100,false,Not Sent,false,false,true,false,,,false,a284W00000MsuGFQAZ,false,prathyusha,Test,,,,Awards - Tables With Assigned Seating (Community Event),,,,,FON-Awards - Tables With Assigned Seating (Community Event),67,49,6,1652,745,11,1,
a1W4W00000A3E5ZUAV,false,000001256,29,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxtUAE,0014W000021flzVQAQ,0034W00002AU8S1QAL,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W000029DFQSUA4,,a1I4W00000H4Jt0UAF,a1J4W00000CvxBpUAJ,false,Registered,a1j4W00000RiPloQAF,100,false,Not Sent,false,false,true,false,,,false,a284W00000MsuGGQAZ,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,,,FON-Awards - Tables With Assigned Seating (Community Event),67,49,6,1653,745,11,2,
a1W4W00000A3E5aUAF,false,000001257,30,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxtUAE,0014W000021flzVQAQ,0034W00002AU8S1QAL,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W000029DFQSUA4,,a1I4W00000H4Jt1UAF,a1J4W00000CvxBpUAJ,false,Registered,a1j4W00000RiPloQAF,100,false,Not Sent,false,false,true,false,,,false,a284W00000MsuGHQAZ,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,,,FON-Awards - Tables With Assigned Seating (Community Event),67,49,6,1746,745,11,3,
a1W4W00000A3E5bUAF,false,000001258,31,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxtUAE,0014W000021flzVQAQ,0034W00002AU8S1QAL,ptest@mailinator.com,prathyusha Test (Guest),false,false,ptest@mailinator.com,2019-08-09,a1Z4W000029DFQSUA4,,a1I4W00000H4Jt2UAF,a1J4W00000CvxBpUAJ,false,Registered,a1j4W00000RiPloQAF,100,false,Not Sent,false,false,true,false,,,false,a284W00000MsuGIQAZ,false,prathyusha,Test (Guest),,,,Awards - Tables With Assigned Seating (Community Event),,,,,FON-Awards - Tables With Assigned Seating (Community Event),67,49,6,1747,745,11,4,
a1W4W00000A3E5cUAF,false,000001259,32,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxsUAE,0014W000021flzVQAQ,,test2@mailinator.com,Test Test2,false,false,test2@mailinator.com,2019-08-13,a1Z4W000029DFQTUA4,,a1I4W00000H4JtAUAV,a1J4W00000CvxBuUAJ,false,Registered,a1j4W00000RiPlnQAF,100,true,Not Sent,false,false,true,false,,,false,,false,Test,Test2,,,,Annual Meeting (Community Event),,,,,FON-Annual Meeting (Community Event),67,,7,1755,747,8,,
a1W4W00000A3E5dUAF,false,000001260,33,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxsUAE,0014W000021flzVQAQ,,test2@mailinator.com,Test Test2 (Guest),false,false,test2@mailinator.com,2019-08-13,a1Z4W000029DFQTUA4,,a1I4W00000H4JtBUAV,a1J4W00000CvxBuUAJ,false,Registered,a1j4W00000RiPlnQAF,100,true,Not Sent,false,false,true,false,,,false,,false,Test,Test2 (Guest),,,,Annual Meeting (Community Event),,,,,FON-Annual Meeting (Community Event),67,,7,1756,747,8,,
a1W4W00000A3E5eUAF,false,000001262,34,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxuUAE,,,kjhkhkj@mailinator.com,akjshakdfhkjh khkjhkjkh,false,false,kjhkhkj@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/apex/eventapi__router?attendee=a1W3s000002kHC9EAM&event=a1Y6A000002a2ZGUAY,,,false,Accepted,a1j4W00000RiPlpQAF,0,false,Sent,true,false,false,true,2019-08-22T18:10:22.000+0000,1,false,,false,akjshakdfhkjh,khkjhkjkh,a1j4W00000RiPlpQAF,Manual Add Attendees,,Press Conference - Invite Only (Community Event),,,,,FON-Press Conference-Invite Only (Community Event),,,,,,13,,13
a1W4W00000A3E5fUAF,false,000001272,35,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxvUAE,,0034W00002AU8ThQAL,dalzugaray@mailinator.com,Diego Alzugaray,false,false,dalzugaray@mailinator.com,2019-11-02,a1Z4W000029DFQWUA4,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/LightningMemberPortal/s,,,false,Registered,a1j4W00000RiPlqQAF,0,false,Not Sent,false,false,true,false,,,false,,false,Diego,Alzugaray,,,,Fonteva Free Events Webinar,,,,,Fonteva Free Events Webinar,,62,11,,,31,,
a1W4W00000A3E7lUAF,false,000000325,36,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRy2UAE,,0034W00002AU8UiQAL,adamclintford@mailinator.com,Adam Clintford,false,false,adamclintford@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6.force.com/apex/eventapi__router?site=a0d1I00000056haQAA&event=a1Y1I000000AeTnUAK&attendee=a1W1I000000AIdhUAG,,,false,Invited,,10,false,Sent,false,false,false,true,2017-11-02T18:36:00.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),,,,,FON-Press Conference - Invite Only (Lightning Event),,305,,,,,,
a1W4W00000A3E7mUAF,false,000000326,37,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxxUAE,,0034W00002AU8T6QAL,,Bob Kelley,false,false,demo@fonteva.com,2017-11-21,,https://us-tdm-tso-15eb63ff4c6.force.com/s,,,false,Registered,,0,false,Sent,false,false,false,true,2017-11-21T23:30:00.000+0000,,false,,false,,,,,,Awards Dinner (Lightning Event),Awards Dinner (Lightning Event),Member Pass,,,FON-Awards - Tables with Assigned Seating (Lightning Event),,38,,,,,,
a1W4W00000A3E7nUAF,false,000000327,38,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRxxUAE,,0034W00002AU8T6QAL,,Bob Kelley,false,false,demo@fonteva.com,2017-11-21,,https://us-tdm-tso-15eb63ff4c6.force.com/s,,,false,Registered,,0,false,Sent,false,false,false,true,2017-11-21T23:30:00.000+0000,,false,,false,,,,,,Awards Dinner (Lightning Event),Awards Dinner (Lightning Event),Member Pass,,,FON-Awards - Tables with Assigned Seating (Lightning Event),,38,,,,,,
a1W4W00000A3E7oUAF,false,000000430,39,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRy2UAE,,0034W00002AU8T6QAL,bob.kelly@mailinator.com,Bob Kelley,false,false,bob.kelly@mailinator.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yP1UAI,,,false,Invited,,10,false,Sent,false,false,false,true,2018-07-03T20:45:18.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),Press Conference (Lightning Event),Member Pass,,,FON-Press Conference - Invite Only (Lightning Event),,38,,,,,,
a1W4W00000A3E7pUAF,false,000000431,40,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRy2UAE,,0034W00002AU8T6QAL,anagaraj@fonteva.com,Bob Kelley,false,false,anagaraj@fonteva.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yP6UAI,,,false,Invited,,10,false,Sent,false,false,false,true,2018-07-03T20:46:20.000+0000,0,false,,true,,,,,,Press Conference (Lightning Event),Press Conference (Lightning Event),Member,,,FON-Press Conference - Invite Only (Lightning Event),,38,,,,,,
a1W4W00000A3E7qUAF,false,000000432,41,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:40.000+0000,2020-09-24T07:28:40.000+0000,a1Y4W000002bRy2UAE,,0034W00002AU8UiQAL,jsmith@fonteva.com,Adam Clintford,false,false,jsmith@fonteva.com,,,https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/apex/eventapi__router?site=a0d6A000001RhaTQAS&event=a1Y6A000000awjhUAA&attendee=a1W6A0000019yPBUAY,,,false,Invited,,10,false,Declined,false,false,false,true,2018-07-03T21:10:08.000+0000,0,false,,false,,,,,,Press Conference (Lightning Event),,,,,FON-Press Conference - Invite Only (Lightning Event),,305,,,,,,
