Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Sales_Order__c,OrderApi__Account__c,OrderApi__Activation_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Auto_Assign_Account_Contacts__c,OrderApi__Auto_Assign_Contact__c,OrderApi__Auto_Assign_Rule__c,OrderApi__Auto_Assign__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Calculate_Shipping_Details__c,OrderApi__Contact__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Auto_Renew__c,OrderApi__End_Date__c,OrderApi__Entity__c,OrderApi__GL_Account__c,OrderApi__Is_Amendment__c,OrderApi__Is_Installment_Calculated__c,OrderApi__Is_Posted__c,OrderApi__Is_Renewal__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax__c,OrderApi__Is_Valid__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Package_Item__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Required_Package_Items__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Shipping_City__c,OrderApi__Shipping_Contact__c,OrderApi__Shipping_Country__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Postal_Code__c,OrderApi__Shipping_State__c,OrderApi__Shipping_Street__c,OrderApi__Shipping_Tracking_Number__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__System_Override__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total_Installment_Price__c,OrderApi__Total__c,EventApi__Attendee__c,EventApi__Event__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ROEApi__Group_Registration_Key__c,DonorApi__Tax_Deductible_Amount__c,DonorApi__Write_In__c,ProgramApi__Program_Profile__c,ProgramApi__Program_Term__c,OrderApi__Do_Not_Collect_Payment__c,EventApi__Is_Required_Schedule_Item__c,OrderApi__Display_Item__c,OrderApi__Foreign_Key__c,OrderApi__Incomplete__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Subscription_Start_Date__c,OrderApi__Item_Tax_Percent__c,OrderApi__Parent_Is_Installment_Calculated__c,OrderApi__Parent_Total_Installment_Price__c,OrderApi__Parent_Total__c,OrderApi__Tax_Amount__c,OrderApi__Total_with_Tax__c,OrderApi__AR_Account__c,OrderApi__Adjustment_Reason__c,OrderApi__Adjustments__c,OrderApi__Amount_Paid__c,OrderApi__Amount_Refunded__c,OrderApi__Balance_Due__c,OrderApi__Credit_Note__c,OrderApi__Credits_Applied__c,OrderApi__Deferred_Revenue_Adjustment__c,OrderApi__Is_Adjustment__c,OrderApi__Is_Line_Posted__c,OrderApi__Payment_Priority__c,OrderApi__Posted_Date__c,OrderApi__Credit_Memo__c,OrderApi__Item_Name__c,OrderApi__Overall_Total__c,Revenue_Category__c,Revenue_Subcategory__c,Program_Term_Is_Maintenance__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__Contact__r.External_Id__c,OrderApi__GL_Account__r.Name,OrderApi__Item_Class__r.Name,OrderApi__Item__r.External_Id__c,OrderApi__Package_Item__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Shipping_Method__r.Name,OrderApi__Subscription_Plan__r.Name,OrderApi__Subscription__r.External_Id__c,EventApi__Attendee__r.External_Id__c,EventApi__Event__r.Name,EventApi__Schedule_Item__r.External_Id__c,EventApi__Sponsor_Package__r.Name,EventApi__Ticket_Type__r.External_Id__c,ProgramApi__Program_Profile__r.Name,ProgramApi__Program_Term__r.Name,OrderApi__AR_Account__r.Name,OrderApi__Credit_Note__r.External_Id__c,OrderApi__Credit_Memo__r.Name
a1I4W00000H4K1jUAF,false,0000002498,1777,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIIUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UWQA1,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,Blue Springs,Ryan Holland,United States,,64014,Montana,3100 Sw 7 Hwy,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,3nwL6V5weNr7jb4ctOPO2mMMK3Uo3x,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,916,87,FON-International Association,280,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K1kUAF,false,0000002499,1778,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIJUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UWQA1,false,false,,Contact,a104W00000FuSxqQAF,false,false,false,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjpxQAA,Jacket,100,,,false,a1C4W000006w7BbUAI,1,0,100,,Blue Springs,Ryan Holland,United States,,64014,Montana,3100 Sw 7 Hwy,,,,100,false,false,0,0,100,,,,,,,0,,,,false,false,false,2DVsypWO4QAUUJiN8m4pnwmyEMZFLX,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,Jacket,0,Other,Other,false,917,87,FON-International Association,280,4100 Merchandise Income,FON-Merchandise Class,479,,,476,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K1lUAF,false,0000002500,1779,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIJUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UWQA1,false,false,,Contact,a104W00000FuSwjQAF,false,false,false,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,Blue Springs,Ryan Holland,United States,,64014,Montana,3100 Sw 7 Hwy,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,pzfmuLr2LQfxp9NAGnS10ilQbYknvj,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,917,87,FON-International Association,280,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K1mUAF,false,0000002501,1780,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIKUAZ,0014W000021flzSQAQ,2014-04-08,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UXQA1,false,false,2015-04-07,Contact,a104W00000FuSwjQAF,false,false,false,false,false,false,true,false,true,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,,,true,,1,0,75,,Northeast,Gerald Frank,United States,,20017,Washington DC,3110 10th street,,a1R4W0000048ZSLUA2,,75,false,false,0,0,75,,,,,,,0,,,,false,false,false,sGXKEykuTLCTj9H10DTVvriHw1LSPR,false,,2014-04-08,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,Professional Membership,0,Membership,New Member,false,918,87,FON-International Association,281,1000 - Cash,FON-Individual Memberships,546,,,,,,FON-1 Year Anniversary,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K1nUAF,false,0000002502,1781,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIKUAZ,0014W000021flzSQAQ,2014-04-08,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UXQA1,false,false,,Contact,a104W00000FuSxDQAV,false,false,false,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,0,,Northeast,Gerald Frank,United States,,20017,Washington DC,3110 10th street,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,w4SinSrBP2wtEm5j9vN8QjSvhIxiPs,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,Cloud Stress Ball,0,Other,Other,false,918,87,FON-International Association,281,4500 - Merchandise Income,FON-Merchandise Class,480,,,,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K1oUAF,false,0000002503,1782,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIKUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UXQA1,false,false,,Contact,a104W00000FuSwjQAF,false,false,false,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,Northeast,Gerald Frank,United States,,20017,Washington DC,3110 10th street,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,eRmibL0B1ou8R4zLArpeXmiy1iD1ST,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,918,87,FON-International Association,281,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K1pUAF,false,0000002504,1783,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxILUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UXQA1,false,false,,Contact,a104W00000FuSxDQAV,false,false,false,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjpqQAA,Fonteva Coffee Mug,3,,,false,a1C4W000006w73lUAA,1,0,3,,Northeast,Gerald Frank,United States,,20017,Washington DC,3110 10th street,,,,3,false,false,0,0,3,,,,,,,0,,,,false,false,false,wfczokwbh9rFTnnE6NtCON6zDl3yab,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,Fonteva Coffee Mug,0,Other,Other,false,919,87,FON-International Association,281,4500 - Merchandise Income,FON-Merchandise Class,482,,,479,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K1qUAF,false,0000002505,1784,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIMUAZ,0014W000021flzSQAQ,2013-07-19,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UYQA1,false,false,2014-06-30,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,true,false,true,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,,,true,,1,0,300,,N Flat Rock,Francis Riley,United States,,48134,Michigan,28305 Sheeks Blvd,,a1R4W0000048ZSLUA2,,300,false,false,0,0,300,,,,,,,0,,,,false,false,false,ZAQXlPpQLFiJDlO7nzGK6zjFvdY003,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Membership,New Member,false,920,87,FON-International Association,282,1000 - Cash,FON-Individual Memberships,546,,,,,,FON-1 Year Anniversary,,,,,,,,,,,
a1I4W00000H4K1rUAF,false,0000002506,1785,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIMUAZ,0014W000021flzSQAQ,2013-07-19,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UYQA1,false,false,,Contact,a104W00000FuSxDQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,0,,N Flat Rock,Francis Riley,United States,,48134,Michigan,28305 Sheeks Blvd,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,WVtH83fIXtWhFVxjwriNcVyDWXd2pG,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Other,Other,false,920,87,FON-International Association,282,4500 - Merchandise Income,FON-Merchandise Class,480,,,,,,,,,,,,,,,,,
a1I4W00000H4K1sUAF,false,0000002507,1786,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:07.000+0000,2020-09-28T06:19:07.000+0000,a1J4W00000CvxIMUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UYQA1,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,N Flat Rock,Francis Riley,United States,,48134,Michigan,28305 Sheeks Blvd,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,aEx7Eu32SLLeO65b5iRuAa88OO7TbR,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,920,87,FON-International Association,282,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K1tUAF,false,0000002508,1882,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxINUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UYQA1,false,false,,Contact,a104W00000FuSxDQAV,false,false,false,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjpyQAA,Fonteva Note Pad,1,,,false,a1C4W000006w74LUAQ,1,0,1,,N Flat Rock,Francis Riley,United States,,48134,Michigan,28305 Sheeks Blvd,,,,1,false,false,0,0,1,,,,,,,0,,,,false,false,false,4wCoMOSl41Szmb2QBtDuSkrnBK4yw3,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,Fonteva Note Pad,0,Other,Other,false,921,87,FON-International Association,282,4500 - Merchandise Income,FON-Merchandise Class,484,,,481,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K1uUAF,false,0000002509,1883,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIOUAZ,0014W000021flzSQAQ,2016-04-02,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UZQA1,false,false,2016-06-30,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,true,false,true,a134W000008hIDHQA2,a154W000008mjp9QAA,Associate Membership,150,,,true,,1,0,37.5,,Bremerton,Wesley Diaz,United States,,98337,Washington,545 5th St,,a1R4W0000048ZSLUA2,,37.5,false,false,0,0,37.5,,,,,,,0,,,,false,false,false,sBUkUuzHkuK2QWjECjM1J1hrPm3vgg,false,,2016-04-02,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,,0,Membership,New Member,false,922,87,FON-International Association,283,1000 - Cash,FON-Individual Memberships,545,,,,,,FON-1 Year Anniversary,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K1vUAF,false,0000002510,1884,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIOUAZ,0014W000021flzSQAQ,2016-04-02,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UZQA1,false,false,,Contact,a104W00000FuSxDQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,0,,Bremerton,Wesley Diaz,United States,,98337,Washington,545 5th St,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,4fIgXlr9B82oB0XzUFTEsZFu8hNiuV,false,,,0,false,0,0,,,a104W00000FuSwkQAF,,0,0,0,0,,0,false,false,false,,,,,0,Other,Other,false,922,87,FON-International Association,283,4500 - Merchandise Income,FON-Merchandise Class,480,,,,,,,,,,,,,,,1100 - Accounts Receivable,,
a1I4W00000H4K1wUAF,false,0000002511,1885,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIOUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UZQA1,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,Bremerton,Wesley Diaz,United States,,98337,Washington,545 5th St,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,2HLyTbkIEvYugKJAd3XnUP0XLLeWXi,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,922,87,FON-International Association,283,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K1xUAF,false,0000002512,1886,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIPUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UZQA1,false,false,,Contact,a104W00000FuSxDQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjq1QAA,Socks,10,,,false,a1C4W000006w7BaUAI,1,0,10,,Bremerton,Wesley Diaz,United States,,98337,Washington,545 5th St,,,,10,false,false,0,0,10,,,,,,,0,,,,false,false,false,pV4jqdrxqeaVYeoSmKd651G29mSOev,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Other,Other,false,923,87,FON-International Association,283,4500 - Merchandise Income,FON-Merchandise Class,451,,,474,,,,,,,,,,,,,,
a1I4W00000H4K1yUAF,false,0000002513,1887,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIPUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UZQA1,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,Bremerton,Wesley Diaz,United States,,98337,Washington,545 5th St,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,hoPsYziVsIfQqcT4RVCOwqdFUa2E6r,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,923,87,FON-International Association,283,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K1zUAF,false,0000002514,1888,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIQUAZ,0014W000021flzSQAQ,2016-08-16,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UaQAL,false,false,2017-06-30,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,true,false,true,a134W000008hIDHQA2,a154W000008mjp9QAA,Associate Membership,150,,,true,,1,0,137.5,,Las Vegas,Todd Hall,United States,,89117,Nevada,3245 Rosanna St,,a1R4W0000048ZSLUA2,,137.5,false,false,0,0,137.5,,,,,,,0,,,,false,false,false,lFZ3frYqHoSvhhDgTbvS96WseqWLU8,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Membership,New Member,false,924,87,FON-International Association,284,1000 - Cash,FON-Individual Memberships,545,,,,,,FON-1 Year Anniversary,,,,,,,,,,,
a1I4W00000H4K20UAF,false,0000002515,1889,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIQUAZ,0014W000021flzSQAQ,2016-08-16,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UaQAL,false,false,,Contact,a104W00000FuSxDQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,0,,Las Vegas,Todd Hall,United States,,89117,Nevada,3245 Rosanna St,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,sUYgNW1XqgAvPLltAX1LAvLUOQlBlh,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Other,Other,false,924,87,FON-International Association,284,4500 - Merchandise Income,FON-Merchandise Class,480,,,,,,,,,,,,,,,,,
a1I4W00000H4K21UAF,false,0000002516,1890,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIQUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UaQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,Las Vegas,Todd Hall,United States,,89117,Nevada,3245 Rosanna St,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,AeAuf7jYL3xK2rhQq14gFFXoB0anqz,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,924,87,FON-International Association,284,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K22UAF,false,0000002517,1891,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIRUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UaQAL,false,false,,Contact,a104W00000FuSwmQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjp1QAA,Water Bottles,30,,,false,a1C4W000006w73zUAA,1,0,30,,Las Vegas,Todd Hall,United States,,89117,Nevada,3245 Rosanna St,,,,30,false,false,0,0,30,,,,,,,0,,,,false,false,false,nlxwqHsqAlGGOHY1DNUrzTIDx1tHVQ,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Other,Other,false,925,87,FON-International Association,284,4000 - Income,FON-Merchandise Class,535,,,348,,,,,,,,,,,,,,
a1I4W00000H4K23UAF,false,0000002518,1892,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxISUAZ,0014W000021flzSQAQ,2014-09-06,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UbQAL,false,false,2015-06-30,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,true,false,true,a134W000008hIDHQA2,a154W000008mjp9QAA,Associate Membership,150,,,true,,1,0,125,,Northeast,Myrtie Payne,United States,,20017,Washington DC,3110 10th street,,a1R4W0000048ZSLUA2,,125,false,false,0,0,125,,,,,,,0,,,,false,false,false,WQt3A4GQ2hJ84utBhi6CxrGJhVg18c,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Membership,New Member,false,926,87,FON-International Association,295,1000 - Cash,FON-Individual Memberships,545,,,,,,FON-1 Year Anniversary,,,,,,,,,,,
a1I4W00000H4K24UAF,false,0000002519,1893,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxISUAZ,0014W000021flzSQAQ,2014-09-06,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UbQAL,false,false,,Contact,a104W00000FuSxDQAV,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjppQAA,Cloud Stress Ball,1,,,true,,1,0,0,,Northeast,Myrtie Payne,United States,,20017,Washington DC,3110 10th street,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,I0IcnzwaaxHmNWf0NwvT78boClxNtD,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Other,Other,false,926,87,FON-International Association,295,4500 - Merchandise Income,FON-Merchandise Class,480,,,,,,,,,,,,,,,,,
a1I4W00000H4K25UAF,false,0000002520,1894,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxISUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UbQAL,false,false,,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,false,true,true,a134W000008hIDVQA2,,Tax Class Default Tax Rate,0,,,true,,1,0,0,,Northeast,Myrtie Payne,United States,,20017,Washington DC,3110 10th street,,,,0,false,false,0,0,0,,,,,,,0,,,,false,false,false,itFzzCeFpba3obMHL3CsJvpsc58DoJ,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,"Shipping, Tax & Delivery",Tax/VAT,false,926,87,FON-International Association,295,1000 - Cash,FON-Tax Class,,,,,,,,,,,,,,,,,,
a1I4W00000H4K26UAF,false,0000002521,1895,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxITUAZ,0014W000021flzSQAQ,,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8UbQAL,false,false,,Contact,a104W00000FuSwmQAF,false,false,true,false,false,false,false,false,true,a134W000008hIDDQA2,a154W000008mjp1QAA,Water Bottles,30,,,false,a1C4W000006w73zUAA,1,0,30,,Northeast,Myrtie Payne,United States,,20017,Washington DC,3110 10th street,,,,30,false,false,0,0,30,,,,,,,0,,,,false,false,false,RAYGoBhkiRztjzrnYYRXke02QEZTBW,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Other,Other,false,988,87,FON-International Association,295,4000 - Income,FON-Merchandise Class,535,,,348,,,,,,,,,,,,,,
a1I4W00000H4K27UAF,false,0000002522,1896,2020-08-28T02:16:22.000+0000,2020-09-28T06:19:08.000+0000,2020-09-28T06:19:08.000+0000,a1J4W00000CvxIUUAZ,0014W000021flzSQAQ,2014-10-02,0,,,false,false,,false,true,a0o4W00000MOvweQAD,true,0034W00002AU8RyQAL,false,false,2015-06-30,Contact,a104W00000FuSwjQAF,false,false,true,false,false,false,true,false,true,a134W000008hIDHQA2,a154W000008mjp9QAA,Associate Membership,150,,,true,,1,0,112.5,,Northeast,Leila Simon,United States,,20017,Washington DC,3110 10th street,,a1R4W0000048ZSLUA2,,112.5,false,false,0,0,112.5,,,,,,,0,,,,false,false,false,LhOp32f2ItX0yLYHQYeLAkwYHtBpsh,false,,,0,false,0,0,,,,,0,0,0,0,,0,false,false,false,,,,,0,Membership,New Member,false,989,87,FON-International Association,296,1000 - Cash,FON-Individual Memberships,545,,,,,,FON-1 Year Anniversary,,,,,,,,,,,
